date	country	variant	sequences
2043-04-05	north	10	14
2043-04-05	north	19	54
2043-04-05	south	10	1
2043-04-05	south	19	7
2043-04-05	tropics	10	18
2043-04-05	tropics	19	64
2043-04-12	north	10	13
2043-04-12	north	19	40
2043-04-12	south	10	2
2043-04-12	south	19	22
2043-04-12	tropics	10	9
2043-04-12	tropics	19	66
2043-04-12	tropics	29	1
2043-04-19	north	10	10
2043-04-19	north	19	28
2043-04-19	south	10	3
2043-04-19	south	19	14
2043-04-19	tropics	10	4
2043-04-19	tropics	19	45
2043-04-19	tropics	29	1
2043-04-26	north	10	3
2043-04-26	north	19	24
2043-04-26	south	10	3
2043-04-26	south	19	18
2043-04-26	tropics	10	5
2043-04-26	tropics	19	40
2043-04-26	tropics	29	1
2043-05-03	north	10	6
2043-05-03	north	19	10
2043-05-03	south	10	3
2043-05-03	south	19	38
2043-05-03	tropics	10	2
2043-05-03	tropics	19	38
2043-05-03	tropics	29	3
2043-05-10	north	10	2
2043-05-10	north	19	8
2043-05-10	south	10	3
2043-05-10	south	19	55
2043-05-10	south	29	1
2043-05-10	tropics	10	3
2043-05-10	tropics	19	21
2043-05-10	tropics	29	2
2043-05-17	north	19	7
2043-05-17	south	10	7
2043-05-17	south	19	57
2043-05-17	south	29	2
2043-05-17	tropics	10	3
2043-05-17	tropics	19	24
2043-05-17	tropics	29	1
2043-05-24	north	10	1
2043-05-24	north	19	6
2043-05-24	south	10	8
2043-05-24	south	19	115
2043-05-24	south	29	3
2043-05-24	tropics	19	27
2043-05-31	north	19	3
2043-05-31	south	10	8
2043-05-31	south	19	106
2043-05-31	south	29	3
2043-05-31	tropics	10	1
2043-05-31	tropics	19	21
2043-05-31	tropics	29	1
2043-06-07	north	19	3
2043-06-07	south	10	6
2043-06-07	south	19	166
2043-06-07	south	29	8
2043-06-07	tropics	10	3
2043-06-07	tropics	19	15
2043-06-14	north	19	4
2043-06-14	south	10	10
2043-06-14	south	19	251
2043-06-14	south	29	5
2043-06-14	tropics	10	2
2043-06-14	tropics	19	13
2043-06-14	tropics	29	2
2043-06-21	north	19	4
2043-06-21	south	10	11
2043-06-21	south	19	257
2043-06-21	south	29	13
2043-06-21	tropics	10	1
2043-06-21	tropics	19	14
2043-06-28	north	10	1
2043-06-28	north	19	1
2043-06-28	south	10	10
2043-06-28	south	19	350
2043-06-28	south	29	12
2043-06-28	tropics	10	1
2043-06-28	tropics	19	11
2043-07-05	north	10	1
2043-07-05	north	19	1
2043-07-05	south	10	9
2043-07-05	south	19	409
2043-07-05	south	29	22
2043-07-05	tropics	10	1
2043-07-05	tropics	19	7
2043-07-12	south	10	7
2043-07-12	south	19	423
2043-07-12	south	29	26
2043-07-12	tropics	19	11
2043-07-12	tropics	29	1
2043-07-19	north	19	1
2043-07-19	south	10	3
2043-07-19	south	19	437
2043-07-19	south	29	28
2043-07-19	tropics	19	7
2043-07-26	north	19	2
2043-07-26	south	10	5
2043-07-26	south	19	382
2043-07-26	south	29	39
2043-07-26	tropics	19	5
2043-08-02	north	19	1
2043-08-02	north	29	1
2043-08-02	south	10	1
2043-08-02	south	19	312
2043-08-02	south	29	43
2043-08-02	tropics	19	7
2043-08-09	north	19	1
2043-08-09	north	29	1
2043-08-09	south	10	3
2043-08-09	south	19	245
2043-08-09	south	29	33
2043-08-09	tropics	19	1
2043-08-09	tropics	29	2
2043-08-16	south	10	2
2043-08-16	south	19	204
2043-08-16	south	29	32
2043-08-16	tropics	19	3
2043-08-16	tropics	29	1
2043-08-23	north	19	1
2043-08-23	south	19	113
2043-08-23	south	29	24
2043-08-23	tropics	19	6
2043-08-23	tropics	29	1
2043-08-30	south	10	1
2043-08-30	south	19	86
2043-08-30	south	29	20
2043-08-30	tropics	19	2
2043-08-30	tropics	29	4
2043-09-06	south	10	1
2043-09-06	south	19	49
2043-09-06	south	29	21
2043-09-06	tropics	19	4
2043-09-06	tropics	29	2
2043-09-13	south	19	35
2043-09-13	south	29	14
2043-09-13	tropics	19	2
2043-09-20	south	19	38
2043-09-20	south	29	14
2043-09-20	tropics	19	4
2043-09-20	tropics	29	1
2043-09-27	south	19	17
2043-09-27	south	29	8
2043-09-27	tropics	19	2
2043-09-27	tropics	29	2
2043-10-04	south	19	15
2043-10-04	south	29	5
2043-10-04	tropics	19	4
2043-10-04	tropics	29	1
2043-10-11	south	19	6
2043-10-11	south	29	2
2043-10-11	tropics	19	2
2043-10-11	tropics	29	3
2043-10-18	south	19	5
2043-10-18	south	29	2
2043-10-18	tropics	29	2
2043-10-25	south	19	1
2043-10-25	south	29	3
2043-10-25	tropics	19	2
2043-11-01	south	19	4
2043-11-01	tropics	29	1
2043-11-08	south	19	2
2043-11-08	tropics	19	1
2043-11-08	tropics	29	1
2043-11-15	south	29	2
2043-11-15	tropics	19	2
2043-11-22	tropics	29	1
2043-11-29	south	19	1
2043-11-29	south	29	1
2043-12-06	south	29	1
2043-12-06	tropics	29	1
2043-12-13	tropics	19	1
2043-12-13	tropics	29	1
2043-12-27	tropics	29	2
2044-01-03	north	19	1
2044-01-17	tropics	29	1
2044-01-24	tropics	29	1
2044-01-31	north	29	1
2044-01-31	tropics	29	1
2044-02-07	tropics	29	2
2044-02-14	tropics	29	1
2044-02-21	north	29	2
2044-02-21	tropics	29	1
2044-02-28	tropics	29	1
2044-03-06	tropics	29	1
2044-03-13	north	29	2
2044-03-13	tropics	29	2
2044-03-27	tropics	29	2
