date	country	variant	sequences
2024-12-22	north	1	1
2024-12-22	tropics	1	2
2024-12-29	north	1	2
2024-12-29	tropics	0	2
2024-12-29	tropics	1	13
2025-01-05	north	1	5
2025-01-05	south	1	1
2025-01-05	tropics	0	3
2025-01-05	tropics	1	42
2025-01-12	north	1	7
2025-01-12	tropics	1	46
2025-01-19	north	1	9
2025-01-19	tropics	0	3
2025-01-19	tropics	1	44
2025-01-26	north	1	10
2025-01-26	tropics	0	3
2025-01-26	tropics	1	45
2025-02-02	north	1	9
2025-02-02	tropics	0	3
2025-02-02	tropics	1	60
2025-02-09	north	1	12
2025-02-09	tropics	0	4
2025-02-09	tropics	1	32
2025-02-16	north	1	11
2025-02-16	tropics	1	53
2025-02-23	north	1	11
2025-02-23	south	1	1
2025-02-23	tropics	0	5
2025-02-23	tropics	1	65
2025-03-02	north	1	15
2025-03-02	tropics	0	1
2025-03-02	tropics	1	39
2025-03-09	north	1	20
2025-03-09	tropics	0	1
2025-03-09	tropics	1	47
2025-03-16	north	1	15
2025-03-16	tropics	0	4
2025-03-16	tropics	1	55
2025-03-23	north	1	19
2025-03-23	tropics	0	1
2025-03-23	tropics	1	55
2025-03-30	north	1	18
2025-03-30	tropics	0	1
2025-03-30	tropics	1	55
2025-04-06	north	1	24
2025-04-06	tropics	0	2
2025-04-06	tropics	1	47
2025-04-13	north	1	14
2025-04-13	tropics	1	52
2025-04-20	north	1	17
2025-04-20	tropics	1	47
2025-04-27	north	1	11
2025-04-27	tropics	1	41
2025-05-04	north	1	22
2025-05-04	south	1	1
2025-05-04	tropics	0	2
2025-05-04	tropics	1	36
2025-05-11	north	1	13
2025-05-11	tropics	0	1
2025-05-11	tropics	1	50
2025-05-18	north	1	9
2025-05-18	tropics	0	1
2025-05-18	tropics	1	29
2025-05-25	north	1	11
2025-05-25	tropics	0	1
2025-05-25	tropics	1	52
2025-06-01	north	1	5
2025-06-01	tropics	1	48
2025-06-08	north	1	3
2025-06-08	tropics	1	41
2025-06-15	north	1	11
2025-06-15	tropics	1	30
2025-06-15	tropics	2	1
2025-06-22	north	1	3
2025-06-22	south	1	2
2025-06-22	tropics	1	30
2025-06-29	north	1	5
2025-06-29	south	1	1
2025-06-29	tropics	1	41
2025-07-06	north	1	3
2025-07-06	south	1	1
2025-07-06	tropics	1	38
2025-07-06	tropics	2	2
2025-07-13	north	1	1
2025-07-13	south	1	1
2025-07-13	tropics	1	34
2025-07-20	north	1	2
2025-07-20	tropics	1	26
2025-07-27	south	1	1
2025-07-27	tropics	1	27
2025-08-03	north	1	1
2025-08-03	south	1	1
2025-08-03	tropics	0	1
2025-08-03	tropics	1	25
2025-08-10	south	1	1
2025-08-10	tropics	1	27
2025-08-10	tropics	2	1
2025-08-17	north	1	1
2025-08-17	tropics	0	2
2025-08-17	tropics	1	25
2025-08-17	tropics	2	2
2025-08-24	south	1	1
2025-08-24	tropics	1	27
2025-08-24	tropics	2	1
2025-08-31	tropics	1	25
2025-09-07	south	1	1
2025-09-07	tropics	1	18
2025-09-07	tropics	2	1
2025-09-14	tropics	1	13
2025-09-14	tropics	2	1
2025-09-21	north	1	1
2025-09-21	tropics	1	21
2025-09-21	tropics	2	2
2025-09-28	north	1	1
2025-09-28	tropics	1	16
2025-09-28	tropics	2	2
