batch,config,run,site_class,statistic,min_origin_progeny,k,n_total,n_within_k,n_null_total,n_null_within_k
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,1,431,4,5000,515
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,2,431,45,5000,929
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,3,431,88,5000,1368
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,4,431,135,5000,1838
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,5,431,170,5000,2257
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,6,431,183,5000,2589
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,7,431,219,5000,3001
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,8,431,244,5000,3309
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,mean,3,1,16,2,5000,305
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,mean,3,2,16,4,5000,573
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,mean,3,3,16,7,5000,894
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,mean,3,4,16,8,5000,1234
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,mean,3,5,16,8,5000,1736
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,mean,3,6,16,9,5000,2339
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,mean,3,7,16,9,5000,3046
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,mean,3,8,16,11,5000,3644
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,mean,3,1,3,1,5000,629
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,mean,3,2,3,2,5000,1037
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,mean,3,3,3,2,5000,1505
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,mean,3,4,3,2,5000,1895
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,mean,3,5,3,2,5000,2366
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,mean,3,6,3,2,5000,2673
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,mean,3,7,3,2,5000,2999
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,mean,3,8,3,3,5000,3298
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,min,3,1,16,5,5000,1550
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,min,3,2,16,8,5000,2204
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,min,3,3,16,10,5000,2741
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,min,3,4,16,11,5000,3116
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,min,3,5,16,11,5000,3455
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,min,3,6,16,11,5000,3658
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,min,3,7,16,12,5000,3877
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,min,3,8,16,13,5000,4110
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,min,3,1,3,1,5000,613
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,min,3,2,3,2,5000,1082
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,min,3,3,3,2,5000,1589
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,min,3,4,3,2,5000,1971
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,min,3,5,3,2,5000,2406
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,min,3,6,3,2,5000,2742
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,min,3,7,3,2,5000,3062
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,min,3,8,3,3,5000,3364
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,two_origins,3,1,8,0,5000,612
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,two_origins,3,2,8,2,5000,1027
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,two_origins,3,3,8,3,5000,1478
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,two_origins,3,4,8,4,5000,1864
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,two_origins,3,5,8,4,5000,2314
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,two_origins,3,6,8,4,5000,2617
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,two_origins,3,7,8,4,5000,2953
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,epitope,two_origins,3,8,8,5,5000,3295
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,1,3,1,5000,592
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,2,3,2,5000,1033
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,3,3,2,5000,1493
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,4,3,2,5000,1894
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,5,3,2,5000,2332
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,6,3,2,5000,2644
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,7,3,2,5000,2968
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,8,3,3,5000,3293
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,1,1,204,13,5000,115
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,1,2,204,23,5000,220
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,1,3,204,32,5000,385
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,1,4,204,50,5000,538
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,1,5,204,59,5000,758
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,1,6,204,80,5000,1154
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,1,7,204,103,5000,1909
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,1,8,204,140,5000,3294
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,1,1,785,11,5000,192
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,1,2,785,40,5000,355
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,1,3,785,74,5000,609
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,1,4,785,126,5000,874
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,1,5,785,178,5000,1251
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,1,6,785,263,5000,1779
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,1,7,785,352,5000,2422
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,1,8,785,437,5000,3073
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,1,1,204,66,5000,2097
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,1,2,204,107,5000,2640
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,1,3,204,132,5000,3124
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,1,4,204,146,5000,3397
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,1,5,204,155,5000,3668
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,1,6,204,160,5000,3918
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,1,7,204,168,5000,4105
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,1,8,204,178,5000,4281
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,1,1,785,58,5000,884
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,1,2,785,171,5000,1447
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,1,3,785,295,5000,2066
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,1,4,785,377,5000,2506
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,1,5,785,441,5000,2909
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,1,6,785,512,5000,3330
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,1,7,785,569,5000,3629
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,1,8,785,602,5000,3908
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,1,1,71,5,5000,384
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,1,2,71,9,5000,652
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,1,3,71,15,5000,1082
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,1,4,71,23,5000,1448
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,1,5,71,27,5000,1806
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,1,6,71,30,5000,2216
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,1,7,71,38,5000,2587
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,1,8,71,46,5000,2992
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,1,1,408,11,5000,345
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,1,2,408,40,5000,608
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,1,3,408,68,5000,1010
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,1,4,408,102,5000,1361
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,1,5,408,130,5000,1752
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,1,6,408,172,5000,2190
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,1,7,408,212,5000,2609
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,1,8,408,239,5000,2997
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,3,1,27,6,5000,265
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,3,2,27,6,5000,513
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,3,3,27,9,5000,817
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,3,4,27,13,5000,1170
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,3,5,27,17,5000,1614
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,3,6,27,18,5000,2183
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,3,7,27,19,5000,2808
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,mean,3,8,27,19,5000,3409
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,3,1,1,0,5000,410
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,3,2,1,0,5000,781
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,3,3,1,0,5000,1214
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,3,4,1,0,5000,1566
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,3,5,1,0,5000,1990
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,3,6,1,0,5000,2400
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,3,7,1,1,5000,2852
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,mean,3,8,1,1,5000,3269
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,3,1,27,11,5000,828
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,3,2,27,14,5000,1393
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,3,3,27,16,5000,1928
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,3,4,27,17,5000,2323
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,3,5,27,19,5000,2707
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,3,6,27,20,5000,3098
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,3,7,27,21,5000,3453
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,min,3,8,27,22,5000,3773
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,3,1,1,0,5000,401
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,3,2,1,0,5000,757
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,3,3,1,0,5000,1199
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,3,4,1,0,5000,1608
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,3,5,1,0,5000,2019
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,3,6,1,0,5000,2468
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,3,7,1,1,5000,2884
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,min,3,8,1,1,5000,3295
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,3,1,17,5,5000,415
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,3,2,17,5,5000,780
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,3,3,17,7,5000,1210
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,3,4,17,8,5000,1599
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,3,5,17,10,5000,2006
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,3,6,17,11,5000,2453
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,3,7,17,12,5000,2883
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,epitope,two_origins,3,8,17,12,5000,3305
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,3,1,1,0,5000,399
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,3,2,1,0,5000,746
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,3,3,1,0,5000,1186
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,3,4,1,0,5000,1538
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,3,5,1,0,5000,1967
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,3,6,1,0,5000,2410
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,3,7,1,1,5000,2830
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,non_epitope,two_origins,3,8,1,1,5000,3230
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,mean,1,1,198,10,5000,92
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,mean,1,2,198,18,5000,156
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,mean,1,3,198,28,5000,235
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,mean,1,4,198,38,5000,338
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,mean,1,5,198,51,5000,456
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,mean,1,6,198,58,5000,633
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,mean,1,7,198,71,5000,868
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,mean,1,8,198,93,5000,1172
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,mean,1,1,849,10,5000,147
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,mean,1,2,849,29,5000,243
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,mean,1,3,849,51,5000,392
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,mean,1,4,849,82,5000,543
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,mean,1,5,849,118,5000,736
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,mean,1,6,849,171,5000,1056
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,mean,1,7,849,227,5000,1387
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,mean,1,8,849,281,5000,1719
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,min,1,1,198,61,5000,1870
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,min,1,2,198,94,5000,2351
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,min,1,3,198,118,5000,2760
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,min,1,4,198,135,5000,3048
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,min,1,5,198,151,5000,3320
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,min,1,6,198,158,5000,3585
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,min,1,7,198,164,5000,3808
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,min,1,8,198,170,5000,3961
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,min,1,1,849,62,5000,777
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,min,1,2,849,155,5000,1182
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,min,1,3,849,242,5000,1597
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,min,1,4,849,318,5000,1983
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,min,1,5,849,390,5000,2327
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,min,1,6,849,457,5000,2680
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,min,1,7,849,502,5000,2981
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,min,1,8,849,534,5000,3246
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,two_origins,1,1,61,4,5000,308
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,two_origins,1,2,61,9,5000,486
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,two_origins,1,3,61,13,5000,737
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,two_origins,1,4,61,21,5000,989
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,two_origins,1,5,61,28,5000,1260
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,two_origins,1,6,61,30,5000,1580
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,two_origins,1,7,61,33,5000,1885
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,epitope,two_origins,1,8,61,37,5000,2163
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,two_origins,1,1,442,9,5000,292
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,two_origins,1,2,442,28,5000,499
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,two_origins,1,3,442,47,5000,766
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,two_origins,1,4,442,69,5000,1008
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,two_origins,1,5,442,96,5000,1273
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,12,non_epitope,two_origins,1,6,442,133,5000,1585
