batch,config,run,site_class,statistic,min_origin_progeny,k,n_total,n_within_k,n_null_total,n_null_within_k
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,non_epitope,two_origins,3,8,1,1,5000,2779
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,1,1,209,10,5000,79
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,1,2,209,19,5000,143
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,1,3,209,28,5000,223
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,1,4,209,39,5000,304
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,1,5,209,51,5000,382
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,1,6,209,61,5000,485
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,1,7,209,68,5000,618
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,1,8,209,82,5000,785
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,1,1,604,11,5000,180
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,1,2,604,26,5000,318
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,1,3,604,36,5000,471
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,1,4,604,58,5000,626
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,1,5,604,77,5000,807
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,1,6,604,108,5000,966
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,1,7,604,135,5000,1202
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,1,8,604,162,5000,1427
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,1,1,209,68,5000,1963
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,1,2,209,118,5000,2514
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,1,3,209,142,5000,2856
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,1,4,209,154,5000,3128
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,1,5,209,160,5000,3329
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,1,6,209,167,5000,3509
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,1,7,209,171,5000,3680
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,1,8,209,175,5000,3796
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,1,1,604,38,5000,634
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,1,2,604,98,5000,1031
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,1,3,604,144,5000,1342
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,1,4,604,205,5000,1656
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,1,5,604,239,5000,1937
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,1,6,604,274,5000,2205
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,1,7,604,307,5000,2478
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,1,8,604,332,5000,2657
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,1,1,62,5,5000,277
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,1,2,62,12,5000,510
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,1,3,62,18,5000,730
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,1,4,62,21,5000,921
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,1,5,62,24,5000,1127
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,1,6,62,28,5000,1343
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,1,7,62,30,5000,1588
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,1,8,62,33,5000,1766
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,1,1,356,11,5000,315
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,1,2,356,26,5000,509
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,1,3,356,35,5000,725
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,1,4,356,56,5000,931
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,1,5,356,70,5000,1117
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,1,6,356,86,5000,1330
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,1,7,356,105,5000,1562
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,1,8,356,122,5000,1744
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,3,1,38,9,5000,238
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,3,2,38,10,5000,398
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,3,3,38,13,5000,551
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,3,4,38,15,5000,740
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,3,5,38,18,5000,914
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,3,6,38,18,5000,1104
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,3,7,38,19,5000,1340
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,mean,3,8,38,23,5000,1606
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,3,1,1,1,5000,259
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,3,2,1,1,5000,478
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,3,3,1,1,5000,702
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,3,4,1,1,5000,913
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,3,5,1,1,5000,1141
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,3,6,1,1,5000,1382
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,3,7,1,1,5000,1581
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,mean,3,8,1,1,5000,1827
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,3,1,38,12,5000,435
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,3,2,38,14,5000,763
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,3,3,38,17,5000,1068
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,3,4,38,20,5000,1320
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,3,5,38,22,5000,1586
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,3,6,38,22,5000,1843
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,3,7,38,23,5000,2094
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,min,3,8,38,25,5000,2302
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,3,1,1,1,5000,298
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,3,2,1,1,5000,509
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,3,3,1,1,5000,723
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,3,4,1,1,5000,916
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,3,5,1,1,5000,1120
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,3,6,1,1,5000,1358
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,3,7,1,1,5000,1598
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,min,3,8,1,1,5000,1817
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,3,1,29,8,5000,324
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,3,2,29,9,5000,563
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,3,3,29,11,5000,760
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,3,4,29,13,5000,963
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,3,5,29,15,5000,1170
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,3,6,29,15,5000,1389
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,3,7,29,16,5000,1624
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,epitope,two_origins,3,8,29,18,5000,1854
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,3,1,1,1,5000,262
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,3,2,1,1,5000,465
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,3,3,1,1,5000,700
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,3,4,1,1,5000,889
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,3,5,1,1,5000,1103
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,3,6,1,1,5000,1308
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,3,7,1,1,5000,1530
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,non_epitope,two_origins,3,8,1,1,5000,1761
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,1,1,234,15,5000,81
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,1,2,234,24,5000,138
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,1,3,234,42,5000,223
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,1,4,234,49,5000,298
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,1,5,234,59,5000,399
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,1,6,234,76,5000,481
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,1,7,234,83,5000,571
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,1,8,234,95,5000,672
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,1,1,717,6,5000,152
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,1,2,717,21,5000,263
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,1,3,717,41,5000,408
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,1,4,717,63,5000,524
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,1,5,717,84,5000,683
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,1,6,717,123,5000,844
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,1,7,717,138,5000,1009
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,1,8,717,169,5000,1222
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,1,1,234,89,5000,1880
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,1,2,234,119,5000,2380
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,1,3,234,152,5000,2764
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,1,4,234,171,5000,3036
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,1,5,234,182,5000,3261
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,1,6,234,189,5000,3456
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,1,7,234,198,5000,3577
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,1,8,234,203,5000,3684
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,1,1,717,35,5000,643
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,1,2,717,101,5000,1045
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,1,3,717,172,5000,1459
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,1,4,717,222,5000,1760
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,1,5,717,267,5000,2089
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,1,6,717,325,5000,2351
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,1,7,717,343,5000,2548
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,1,8,717,369,5000,2720
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,1,1,74,7,5000,289
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,1,2,74,12,5000,477
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,1,3,74,26,5000,700
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,1,4,74,31,5000,907
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,1,5,74,35,5000,1104
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,1,6,74,41,5000,1350
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,1,7,74,44,5000,1513
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,1,8,74,48,5000,1679
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,1,401,6,5000,296
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,2,401,21,5000,464
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,3,401,41,5000,675
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,4,401,57,5000,922
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,5,401,75,5000,1136
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,6,401,103,5000,1373
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,7,401,110,5000,1543
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,1,8,401,122,5000,1733
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,3,1,42,3,5000,182
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,3,2,42,6,5000,335
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,3,3,42,7,5000,472
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,3,4,42,8,5000,632
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,3,5,42,10,5000,806
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,3,6,42,13,5000,999
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,3,7,42,14,5000,1200
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,mean,3,8,42,16,5000,1400
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,3,1,3,1,5000,249
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,3,2,3,1,5000,470
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,3,3,3,1,5000,674
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,3,4,3,1,5000,887
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,3,5,3,1,5000,1093
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,3,6,3,1,5000,1308
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,3,7,3,1,5000,1549
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,mean,3,8,3,2,5000,1725
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,3,1,42,9,5000,567
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,3,2,42,14,5000,983
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,3,3,42,16,5000,1311
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,3,4,42,19,5000,1603
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,3,5,42,20,5000,1872
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,3,6,42,23,5000,2128
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,3,7,42,24,5000,2355
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,min,3,8,42,25,5000,2560
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,3,1,3,1,5000,248
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,3,2,3,1,5000,468
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,3,3,3,1,5000,648
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,3,4,3,1,5000,865
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,3,5,3,1,5000,1105
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,3,6,3,1,5000,1350
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,3,7,3,1,5000,1582
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,min,3,8,3,2,5000,1764
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,3,1,28,3,5000,249
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,3,2,28,5,5000,460
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,3,3,28,6,5000,644
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,3,4,28,7,5000,857
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,3,5,28,8,5000,1097
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,3,6,28,9,5000,1322
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,3,7,28,10,5000,1524
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,epitope,two_origins,3,8,28,11,5000,1717
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,1,3,1,5000,272
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,2,3,1,5000,471
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,3,3,1,5000,698
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,4,3,1,5000,954
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,5,3,1,5000,1176
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,6,3,1,5000,1393
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,7,3,1,5000,1587
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,non_epitope,two_origins,3,8,3,2,5000,1784
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,epitope,mean,1,1,206,13,5000,77
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,epitope,mean,1,2,206,20,5000,138
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,epitope,mean,1,3,206,29,5000,217
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,epitope,mean,1,4,206,33,5000,314
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,epitope,mean,1,5,206,42,5000,449
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,epitope,mean,1,6,206,55,5000,598
