batch,config,run,genetic_bin_low,genetic_bin_high,n_pairs,median_antigenic_distance,q25_antigenic_distance,q75_antigenic_distance
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,24,21,40,13759,28.172148564317915,25.35285435074323,29.260803056136375
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,25,0,2,10976,1.4189782274580518,0.0,2.695586021628694
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,25,3,5,29152,4.679262122386393,2.9251080202276274,6.305660422192112
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,25,6,10,52024,10.950813336460449,8.063869830918648,14.035695363251515
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,25,11,20,90985,25.20840840870363,19.513594862300486,31.119249875920847
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,25,21,40,16863,44.300728548072435,39.74774447500135,47.777744876145
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,0,2,13220,1.40713769404419,0.0,2.419687955088425
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,3,5,31200,4.376241604390691,2.8545075319571325,5.7231026061044865
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,6,10,66187,10.687927036614724,7.855858406310541,13.658151795905624
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,11,20,84572,22.72140364260096,18.47152154669452,27.137033054600952
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,21,40,4821,35.87570689714699,33.74501039324184,37.572164329061486
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,0,2,14681,1.5806518465493902,0.0,2.296554397352695
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,3,5,36536,4.397828074174796,2.9842729851674084,6.351276691343244
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,6,10,72972,10.836452851833021,7.9638785023379155,13.909720730841434
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,11,20,73615,22.372110309266763,17.791275983751138,27.338386602175337
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,21,40,2196,33.23689369631284,31.958641064037753,35.15629826602909
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,0,2,17129,1.500756186060881,0.0,2.670408657864934
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,3,5,34141,4.69983847062854,3.2915433841892474,6.234109971760202
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,6,10,60546,11.263695275086238,8.655634078448555,14.307958701715629
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,11,20,79703,24.08057577156327,19.70660064242436,29.361503042249048
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,21,40,8481,39.033444356987,35.6483510744887,42.30936698675602
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,0,2,15830,1.426027278841472,0.0,2.4171545668409395
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,3,5,34727,4.3547857685539535,2.911454064552624,5.83965448464205
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,6,10,53418,10.126536980626698,7.808882089646379,12.245425465862754
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,11,20,82771,21.465017590954826,17.320397248619905,26.16311691083461
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,21,40,13254,35.76526938721418,34.00246397321818,38.705962235939836
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,0,2,15348,1.178219682402225,0.0,2.289344858250937
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,3,5,32262,4.285044177135166,2.8286321022713445,5.683701037176392
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,6,10,53950,9.43961372355882,7.254898638161667,11.315725058519227
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,11,20,86877,19.0221435437755,15.81788022839976,23.45339210796596
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,21,40,11563,32.3696916390935,29.790405707207146,34.029964478529806
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,0,2,15455,1.6268294717025504,0.0,2.7866616963671773
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,3,5,33252,4.902000796613563,3.1551432376359716,6.648919540045583
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,6,10,75120,11.899757430300838,8.998019891620606,15.632745203898132
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,11,20,72971,25.56308262416722,19.85689351056705,31.07088239558059
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,21,40,3202,33.00922850263005,29.93501125788998,40.61037058597225
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,0,2,14073,1.2184790929679528,0.0,2.2420111975634733
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,3,5,32330,4.156903594022839,2.8882895509280253,5.460763316606938
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,6,10,70984,9.976087199398371,7.622216932756505,12.229907128429064
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,11,20,81752,18.183565838415745,15.438927896716146,21.12918679414635
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,21,40,861,30.123184866477846,28.51256945629418,31.574804018552513
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,0,2,17158,1.2891428237398685,0.0,2.4250900622451126
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,3,5,39874,4.120228324983945,2.795564862597651,5.7625735023511835
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,6,10,70825,9.942500152879054,7.4285962960710155,12.43028811009624
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,11,20,72048,20.48618284063676,16.919948549862674,24.368896216283577
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,21,40,95,28.93233918731771,28.22905122387219,30.513631855287237
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,0,2,11995,1.2041269243730084,0.0,2.040342620737999
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,3,5,24321,3.543005256840577,2.3085548249933305,4.8952516431742295
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,6,10,43835,8.740994294129246,6.31877308660471,10.913371857496658
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,11,20,95484,16.64192396148955,12.801784391247963,21.059870096940294
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,21,40,24365,29.709607982098994,27.546304238862973,31.735995368035958
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,0,2,10886,1.115820792062954,0.0,2.159979275201418
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,3,5,24680,4.156418903334936,2.562292239382543,5.553734498515391
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,6,10,38870,7.853509444827835,5.786216838314998,10.205662693328641
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,11,20,79265,16.025538965351522,13.4166000477021,18.982773716188056
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,21,40,46299,26.584140578359875,21.351885449299317,31.96409198100268
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,0,2,12748,1.0373475116854523,0.0,1.9089064565871217
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,3,5,30167,3.6851370734343116,2.5890238102419985,5.115372365083509
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,6,10,59025,8.978080294806903,6.896801364400745,11.277287936822399
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,11,20,79102,20.45719030683344,16.222255920185702,24.77578465593173
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,21,40,18958,32.36829160536589,30.449882345421305,34.36388751887656
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,12,0,2,14819,1.2581708945926229,0.0,2.09096853395741
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,12,3,5,32023,3.874124475284709,2.577149962652543,5.407566000521865
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,12,6,10,62813,8.377005252475378,6.050674508680829,10.900790864886826
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,12,11,20,81771,17.76115237759082,14.022081285244358,22.44620186401254
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,12,21,40,8574,25.24522184493533,22.7877888058495,27.77171330274745
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,13,0,2,17621,0.9419630619084802,0.0,1.9267789182986217
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,13,3,5,33985,3.7122442187981126,2.5704627170997827,5.167880672964498
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,13,6,10,62912,7.688673503277403,5.522079007946192,10.543565880668647
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,13,11,20,83820,17.08323698863889,13.368059785011289,21.62290728116827
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,13,21,40,1662,29.047660426443986,27.305503589020294,31.38528930454521
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,14,0,2,16441,1.5658082034527745,9.999999999976694e-05,2.5055600012771597
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,14,3,5,33533,4.586838480914713,2.9936283403255004,6.315348003871201
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,14,6,10,59447,10.782315768423777,8.026562224265133,14.157692872074884
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,14,11,20,89713,23.683701800605412,18.709290710499957,29.441647163499532
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,14,21,40,866,35.45988897345845,30.525195969559316,37.934653384207955
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,15,0,2,14473,1.4624766117788015,0.0,2.4521670742426975
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,15,3,5,30043,4.523643178899059,2.8851704438386316,6.057185394223955
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,15,6,10,56563,10.219358755323153,7.514002835373435,13.264883179282059
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,15,11,20,95006,22.568176091567526,17.170168312803458,29.06300834566167
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,15,21,40,3915,39.70109508174806,35.5204461015061,42.276960273061256
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,16,0,2,14399,1.4099113624621948,0.0,2.3081930703474534
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,16,3,5,31720,3.84688394548107,2.7078516078249195,5.501753618620156
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,16,6,10,56312,9.674210485428066,7.08613060703795,12.400769739012173
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,16,11,20,83889,21.001378242391617,17.16696549917894,26.129141474223758
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,16,21,40,13680,35.3101052591181,32.93770957868807,37.25129328936111
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,17,0,2,15867,1.4518178467011622,0.0,2.4942595414270743
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,17,3,5,36407,5.115836745831517,3.458417107579709,6.79284310379322
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,17,6,10,64833,12.011854835120177,9.223302499647295,14.981864745418042
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,17,11,20,77838,25.445132635732122,20.81575261262843,30.29553327241493
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,17,21,40,5055,38.552163944453234,37.3094284925406,39.839260840156165
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,19,0,2,16412,1.4677836625334137,9.999999999976694e-05,2.426335889772889
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,19,3,5,41388,4.353571577452243,2.7881221727176855,6.053855171706705
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,19,6,10,63669,9.871599741176704,7.585767808864176,12.50770235215085
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,19,11,20,78140,20.82334399706253,17.04620524632975,25.15585091425055
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,19,21,40,391,32.32380271456315,27.26088674572283,33.37493613836587
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,20,0,2,17206,1.3938047208988789,0.0,2.130943922302976
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,20,3,5,39148,3.9842124704889943,2.774774212436029,5.47065932132499
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,20,6,10,70617,9.858046306444297,7.399772295145304,12.303178617739398
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,20,11,20,71806,19.98519619568444,16.554951738075225,23.879443609305472
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,20,21,40,1223,30.885724496763874,29.15500681289579,32.75286697756397
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,21,0,2,15681,1.4351911510318052,0.0,2.331435808680994
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,21,3,5,38854,4.840462820846785,2.9638368804598807,6.345225547606642
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,21,6,10,62214,10.729687129175762,8.110663784223533,13.032466267364747
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,21,11,20,77140,21.169547560777435,17.720740110954733,25.54648719374153
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,21,21,40,6111,33.89342262814424,32.378307117266026,35.21460491401259
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,0,2,16070,1.2673207683929115,0.0,2.4187605772378546
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,3,5,31699,4.140683793771266,2.8750025565206045,5.554104545289007
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,6,10,47222,8.952080203505776,6.752213083871092,11.093469534809815
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,11,20,74423,18.12987118818002,14.49280900481339,21.813856347972955
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,21,40,30586,31.42741868894103,27.959176279890652,34.76089648225431
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,0,2,16474,0.9680676216050222,0.0,1.9816656453599857
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,3,5,37232,3.511345875871526,2.363802309838961,5.128221248152229
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,6,10,53731,7.904468137072855,6.153255655805663,10.010265836629916
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,11,20,71355,16.0311674824387,13.386645404218282,19.238706310456532
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,21,40,21208,25.994466492890368,23.796066759445765,28.86394316920161
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,0,2,15890,1.4891735593946047,0.0,2.5506996883208357
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,3,5,32314,4.538748811071173,3.2426434478678074,6.169980411638273
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,6,10,51780,10.351693783144862,8.13559528553381,12.459077759208348
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,11,20,84820,22.78155996239064,18.655670806754713,28.23329235707377
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,21,40,15196,39.17008473171842,36.286478073381545,41.204403931618764
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,0,2,17759,1.0781387526659096,0.0,1.964410916789052
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,3,5,37728,3.9186027739488973,2.909561968750623,5.10288933546476
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,6,10,56546,8.852992647122212,6.962952668229194,10.498720764455067
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,11,20,77917,15.213686985737548,13.288440459662679,18.153794650155103
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,21,40,10050,20.706250257591307,18.77193213736934,23.294597737208417
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,0,2,15356,1.7986557007943489,0.00010000000000331966,2.8724469586051544
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,3,5,31170,4.895591587249209,3.2773051383720717,6.379255342906411
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,6,10,54442,11.06550598617162,8.843126893243136,13.651174497456253
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,11,20,79822,23.25445067508583,18.758350743475923,28.410967074881487
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,21,40,19210,38.48781552881379,35.792632789444255,41.819790640556775
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,0,2,16747,1.58399682133519,9.999999999976694e-05,2.796165497605604
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,3,5,36471,5.284733342374052,3.7261295857766408,7.281699660106832
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,6,10,62105,12.579308734982218,9.193173567925282,16.159641970353178
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,11,20,79100,26.678058202387966,21.723710882351565,31.931684948495906
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,21,40,5577,41.796106534700094,39.93465705587066,43.989441101359766
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,0,2,13805,1.5309853461088367,0.0,2.782832618035083
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,3,5,31070,4.754462734105716,2.9591154979148757,6.622196484674341
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,6,10,58167,11.228906594143528,8.779773840481313,13.921808879955222
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,11,20,80987,21.829904033000233,19.12417581099902,24.767122994809068
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,21,40,15971,25.780506550686702,24.798232983218785,26.368252699411087
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,0,2,14675,1.3050093524569077,0.0,2.1471009873780975
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,3,5,34391,4.263320903943311,2.80220536363772,5.9398930200804125
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,6,10,62482,9.750882866694687,6.779445502911651,13.176847833226276
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,11,20,80951,19.720710123116763,15.09891111968012,24.325090863756294
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,21,40,7501,32.6375280574372,30.732105471639912,33.890128442512584
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,0,2,14760,1.5642794502078399,0.0,2.5350087179337275
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,3,5,35652,5.081654924333214,3.4602796649981906,6.881841065441716
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,6,10,65490,11.830543355653624,9.09196375377729,14.892953454570387
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,11,20,83786,26.0917691374119,21.180595563392455,32.49894411592475
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,21,40,312,43.750493556443665,42.44351334939181,44.67236843927331
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,0,2,12041,1.6021651381802042,0.2545718955422994,2.564207224465293
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,3,5,28442,4.034995140021856,2.5915256529696933,5.771679101440065
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,6,10,57740,9.703768656042866,6.961351457870805,12.509644640836125
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,11,20,76639,21.257212834235816,17.24130753510301,25.4341317956796
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,21,40,25138,33.85383507447863,31.321770475182273,37.097013665927335
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,14,0,2,11057,1.2900855979352708,9.999999999976694e-05,2.4411196713803265
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,14,3,5,25085,4.300952649123217,2.796536752842702,5.939339965012948
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,14,6,10,39644,9.98909972720265,7.451291222331872,12.424926071812262
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,14,11,20,69250,22.855461888353954,18.326649942092526,27.361748679680545
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,14,21,40,54964,39.85443473002722,34.57481598071058,45.91328363567563
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,15,0,2,13786,1.0735740030384495,0.0,2.1210442451773615
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,15,3,5,28036,4.401853573212084,3.087464229752308,5.996344954220027
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,15,6,10,46965,10.155735832031079,7.79295073896916,12.66229302022347
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,15,11,20,79299,22.09044744725647,17.49454398849774,26.775059920754607
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,15,21,40,31914,37.82170284162256,34.329028563156285,41.398816193944484
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,17,0,2,17797,1.5098096370072627,0.06699679096792488,2.518560980004257
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,17,3,5,45411,4.820836467875672,3.285481875003082,7.06965593858711
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,17,6,10,81886,12.755562699073687,9.4302150076231,16.730681090186728
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,17,11,20,54896,24.479457966425645,20.329329130593564,27.27783161488464
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,17,21,40,10,28.35369931159213,27.981690228611992,29.66405513108415
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,18,0,2,13247,1.3678745300648,0.0,2.5846345969981877
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,18,3,5,30230,4.338852581591169,3.1302199954635777,6.071769073342631
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,18,6,10,58393,9.419364738664704,7.020668988778778,12.440598720720798
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,18,11,20,81632,20.66500443987371,16.907303687164315,24.173340947622446
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,18,21,40,16498,31.70424486547503,29.896634113224184,34.61484334313501
