config,run,method,bg_bin,bg_bin_low,same_rate,null_rate,n_same,n_null
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_ag,16-31,16,0.0,0.0,828,6663
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_phylo,0,0,0.9928057553956835,0.8981748318924111,139,1041
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_phylo,1,1,0.6024096385542169,0.24274553571428573,249,1792
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_phylo,2-3,2,0.031988873435326845,0.04242554103278337,719,4667
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_phylo,4-7,4,0.002105263157894737,0.0019017115403863478,1425,9991
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_phylo,8-15,8,0.0005720823798627002,0.00022619316896629722,1748,13263
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_phylo,16-31,16,0.0,0.0,828,6663
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_tsne,0,0,0.9928057553956835,0.9702209414024976,139,1041
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_tsne,1,1,0.41365461847389556,0.21428571428571427,249,1792
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_tsne,2-3,2,0.027816411682892908,0.026140989929290766,719,4667
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_tsne,4-7,4,0.002807017543859649,0.002201981783605245,1425,9991
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_tsne,8-15,8,0.0005720823798627002,0.0003769886149438287,1748,13263
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_tsne,16-31,16,0.0,0.0,828,6663
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,24,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_ag,0,0,0.9704142011834319,0.9182036888532478,169,1247
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_ag,1,1,0.149812734082397,0.1305443548387097,267,1984
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_ag,2-3,2,0.03304347826086956,0.033203572246393406,575,4367
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_ag,4-7,4,0.004846526655896607,0.004797876684360963,1238,9796
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_ag,8-15,8,0.001722158438576349,0.0004035783951032488,1742,14867
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_ag,16-31,16,0.0015873015873015873,0.0003486750348675035,630,5736
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_phylo,0,0,1.0,0.9639133921411387,169,1247
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_phylo,1,1,0.5917602996254682,0.4475806451612903,267,1984
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_phylo,2-3,2,0.07130434782608695,0.07945958323792077,575,4367
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_phylo,4-7,4,0.0008077544426494346,0.0008166598611678236,1238,9796
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_phylo,8-15,8,0.000574052812858783,0.00033631532925270735,1742,14867
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_phylo,16-31,16,0.0015873015873015873,0.0005230125523012552,630,5736
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_tsne,0,0,0.9940828402366864,0.9607056936647955,169,1247
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_tsne,1,1,0.26217228464419473,0.16129032258064516,267,1984
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_tsne,2-3,2,0.022608695652173914,0.01809022212044882,575,4367
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_tsne,4-7,4,0.0,0.00030624744793793387,1238,9796
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_tsne,8-15,8,0.0,0.0002017891975516244,1742,14867
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_tsne,16-31,16,0.0015873015873015873,0.0003486750348675035,630,5736
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,25,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_ag,0,0,0.9874213836477987,0.94375,159,1120
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_ag,1,1,0.23853211009174313,0.2348122866894198,218,1465
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_ag,2-3,2,0.04862236628849271,0.052479338842975204,617,4840
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_ag,4-7,4,0.0052434456928838954,0.004106570512820513,1335,9984
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_ag,8-15,8,0.0,0.0,1884,14661
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_ag,16-31,16,0.0,0.0,665,5751
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_phylo,0,0,0.9811320754716981,0.9589285714285715,159,1120
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_phylo,1,1,0.7385321100917431,0.4088737201365188,218,1465
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_phylo,2-3,2,0.09562398703403566,0.09855371900826446,617,4840
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_phylo,4-7,4,0.01647940074906367,0.01953125,1335,9984
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_phylo,8-15,8,0.0,6.82081713389264e-05,1884,14661
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_phylo,16-31,16,0.0,0.0,665,5751
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_tsne,0,0,1.0,0.9491071428571428,159,1120
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_tsne,1,1,0.46788990825688076,0.22866894197952217,218,1465
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_tsne,2-3,2,0.03079416531604538,0.026859504132231406,617,4840
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_tsne,4-7,4,0.0,0.0018028846153846155,1335,9984
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_tsne,8-15,8,0.0010615711252653928,0.0012959552554396017,1884,14661
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_tsne,16-31,16,0.0,0.0,665,5751
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,26,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_ag,0,0,0.9402985074626866,0.941282746160795,134,1107
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_ag,1,1,0.12307692307692308,0.15744957709824334,195,1537
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_ag,2-3,2,0.036619718309859155,0.03348751156336725,710,5405
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_ag,4-7,4,0.0021691973969631237,0.002383053839364519,1383,11330
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_ag,8-15,8,0.0,6.161429451632779e-05,1911,16230
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_ag,16-31,16,0.0,0.0009099181073703367,258,2198
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_phylo,0,0,0.9776119402985075,0.957542908762421,134,1107
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_phylo,1,1,0.6871794871794872,0.38321405335068315,195,1537
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_phylo,2-3,2,0.09436619718309859,0.09121184088806661,710,5405
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_phylo,4-7,4,0.0021691973969631237,0.003795233892321271,1383,11330
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_phylo,8-15,8,0.0,6.161429451632779e-05,1911,16230
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_phylo,16-31,16,0.003875968992248062,0.0018198362147406734,258,2198
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_tsne,0,0,0.9925373134328358,0.9701897018970189,134,1107
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_tsne,1,1,0.441025641025641,0.28627195836044245,195,1537
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_tsne,2-3,2,0.015492957746478873,0.017761332099907493,710,5405
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_tsne,4-7,4,0.0,0.000529567519858782,1383,11330
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_tsne,8-15,8,0.0,0.0,1911,16230
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_tsne,16-31,16,0.0,0.0009099181073703367,258,2198
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_ag,0,0,0.9683544303797469,0.9109792284866469,158,1011
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_ag,1,1,0.17959183673469387,0.19815950920245398,245,1630
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_ag,2-3,2,0.03773584905660377,0.03017070265978563,689,5038
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_ag,4-7,4,0.008695652173913044,0.007005820219874973,1265,9278
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_ag,8-15,8,0.0,0.0,1919,14492
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_ag,16-31,16,0.0,0.0003295978905735003,760,6068
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_phylo,0,0,0.7531645569620253,0.0,158,1011
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_phylo,1,1,0.0,0.0,245,1630
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_phylo,2-3,2,0.0,0.0,689,5038
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_phylo,4-7,4,0.0,0.0,1265,9278
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_phylo,8-15,8,0.0,0.0,1919,14492
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_phylo,16-31,16,0.0,0.0,760,6068
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_tsne,0,0,0.9810126582278481,0.9446092977250248,158,1011
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_tsne,1,1,0.46938775510204084,0.2687116564417178,245,1630
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_tsne,2-3,2,0.036284470246734396,0.02739182215164748,689,5038
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_tsne,4-7,4,0.0015810276679841897,0.0007544729467557663,1265,9278
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_tsne,8-15,8,0.0,0.0,1919,14492
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_tsne,16-31,16,0.0,0.0003295978905735003,760,6068
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_ag,0,0,0.9806451612903225,0.9434944237918216,155,1345
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_ag,1,1,0.21226415094339623,0.20826061663758,212,1719
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_ag,2-3,2,0.03152364273204904,0.023973994311255586,571,4922
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_ag,4-7,4,0.00395882818685669,0.005392156862745098,1263,10200
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_ag,8-15,8,0.0011086474501108647,0.00038299502106472615,1804,15666
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_ag,16-31,16,0.0,0.0,405,3681
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_phylo,0,0,1.0,0.9144981412639405,155,1345
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_phylo,1,1,0.6792452830188679,0.3158813263525305,212,1719
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_phylo,2-3,2,0.2136602451838879,0.20357578220235675,571,4922
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_phylo,4-7,4,0.00870942201108472,0.0037254901960784314,1263,10200
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_phylo,8-15,8,0.0,0.00012766500702157538,1804,15666
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_phylo,16-31,16,0.0,0.0,405,3681
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_tsne,0,0,0.9870967741935484,0.9301115241635688,155,1345
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_tsne,1,1,0.41509433962264153,0.222803955788249,212,1719
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_tsne,2-3,2,0.012259194395796848,0.013409183258837871,571,4922
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_tsne,4-7,4,0.001583531274742676,0.000784313725490196,1263,10200
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_tsne,8-15,8,0.0,0.00012766500702157538,1804,15666
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_tsne,16-31,16,0.0,0.0032599837000814994,405,3681
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_ag,0,0,0.9813953488372092,0.9449035812672176,215,1089
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_ag,1,1,0.2179930795847751,0.22157434402332363,289,1372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_ag,2-3,2,0.0715307582260372,0.05258964143426295,699,3765
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_ag,4-7,4,0.005287009063444109,0.006839945280437756,1324,7310
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_ag,8-15,8,0.0,7.58782912208817e-05,2244,13179
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_ag,16-31,16,0.0,9.530162965786715e-05,1615,10493
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_phylo,0,0,0.9906976744186047,0.9421487603305785,215,1089
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_phylo,1,1,0.754325259515571,0.5408163265306123,289,1372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_phylo,2-3,2,0.1859799713876967,0.17742363877822045,699,3765
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_phylo,4-7,4,0.08761329305135952,0.08139534883720931,1324,7310
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_phylo,8-15,8,0.0,0.0019728355717429243,2244,13179
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_phylo,16-31,16,0.0,0.0001906032593157343,1615,10493
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_tsne,0,0,0.9627906976744186,0.8760330578512396,215,1089
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_tsne,1,1,0.46366782006920415,0.27332361516034986,289,1372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_tsne,2-3,2,0.05293276108726753,0.0350597609561753,699,3765
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_tsne,4-7,4,0.0037764350453172208,0.002325581395348837,1324,7310
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_tsne,8-15,8,0.0,0.0,2244,13179
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_tsne,16-31,16,0.0,0.0001906032593157343,1615,10493
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_ag,0,0,0.9728260869565217,0.9583333333333334,184,864
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_ag,1,1,0.288,0.2824427480916031,250,1179
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_ag,2-3,2,0.0502283105022831,0.04874531295067782,657,3467
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_ag,4-7,4,0.015702479338842976,0.01470806715198336,1210,6731
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_ag,8-15,8,0.0,0.000973393900064893,2042,12328
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_ag,16-31,16,0.0,0.0001531159087429184,1880,13062
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_ag,32+,32,0.0,0.0,6,34
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_phylo,0,0,0.9891304347826086,0.9571759259259259,184,864
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_phylo,1,1,0.66,0.3782866836301951,250,1179
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_phylo,2-3,2,0.1811263318112633,0.16556100374963945,657,3467
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_phylo,4-7,4,0.028925619834710745,0.0316446293269945,1210,6731
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_phylo,8-15,8,0.0,0.00016223231667748214,2042,12328
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_phylo,16-31,16,0.0,0.0003062318174858368,1880,13062
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_phylo,32+,32,0.0,0.0,6,34
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_tsne,0,0,0.9728260869565217,0.9745370370370371,184,864
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_tsne,1,1,0.428,0.3944020356234097,250,1179
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_tsne,2-3,2,0.0365296803652968,0.046726276319584654,657,3467
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_tsne,4-7,4,0.0008264462809917355,0.0014856633486851878,1210,6731
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_tsne,8-15,8,0.0,8.111615833874107e-05,2042,12328
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_tsne,16-31,16,0.002127659574468085,0.0014546011330577248,1880,13062
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,variant_tsne,32+,32,0.0,0.0,6,34
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_ag,0,0,0.9848484848484849,0.9553264604810997,198,873
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_ag,1,1,0.3686274509803922,0.34851301115241634,255,1076
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_ag,2-3,2,0.06891701828410689,0.05954415954415954,711,3510
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_ag,4-7,4,0.013583441138421734,0.009481837606837606,1546,7488
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_ag,8-15,8,0.0,0.0,2442,12913
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_ag,16-31,16,0.0,0.00017455053237912376,1921,11458
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_phylo,0,0,0.9848484848484849,0.9255441008018328,198,873
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_phylo,1,1,0.7803921568627451,0.4646840148698885,255,1076
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_phylo,2-3,2,0.08720112517580872,0.08632478632478632,711,3510
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_phylo,4-7,4,0.000646830530401035,0.0022702991452991455,1546,7488
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_phylo,8-15,8,0.0,0.0,2442,12913
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_phylo,16-31,16,0.0,8.727526618956188e-05,1921,11458
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_tsne,0,0,1.0,0.9324169530355098,198,873
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_tsne,1,1,0.596078431372549,0.43866171003717475,255,1076
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_tsne,2-3,2,0.053445850914205346,0.05555555555555555,711,3510
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_tsne,4-7,4,0.0019404915912031048,0.0022702991452991455,1546,7488
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_tsne,8-15,8,0.0,0.0,2442,12913
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_tsne,16-31,16,0.0,8.727526618956188e-05,1921,11458
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_ag,0,0,0.9418604651162791,0.9417808219178082,172,876
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_ag,1,1,0.2623762376237624,0.2743055555555556,202,1152
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_ag,2-3,2,0.06919945725915876,0.051094890510948905,737,3562
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_ag,4-7,4,0.011327879169288861,0.01626988874267257,1589,8359
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_ag,8-15,8,0.003215434083601286,0.0007262164124909223,2488,13770
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_ag,16-31,16,0.0,0.0,1585,9417
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_phylo,0,0,1.0,0.976027397260274,172,876
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_phylo,1,1,0.7970297029702971,0.5989583333333334,202,1152
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_phylo,2-3,2,0.18860244233378562,0.17097136440202135,737,3562
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_phylo,4-7,4,0.06482064191315293,0.06567771264505323,1589,8359
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_phylo,8-15,8,0.006430868167202572,0.006172839506172839,2488,13770
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_phylo,16-31,16,0.0,0.0,1585,9417
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_tsne,0,0,1.0,0.973744292237443,172,876
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_tsne,1,1,0.48514851485148514,0.4079861111111111,202,1152
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_tsne,2-3,2,0.06105834464043419,0.04744525547445255,737,3562
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_tsne,4-7,4,0.004405286343612335,0.0033496829764325877,1589,8359
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_tsne,8-15,8,0.0,0.0010893246187363835,2488,13770
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_tsne,16-31,16,0.0,0.0,1585,9417
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,7,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_ag,0,0,0.9593908629441624,0.9269102990033222,197,903
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_ag,1,1,0.21179624664879357,0.22208359326263255,373,1603
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_ag,2-3,2,0.06614785992217899,0.053481894150417826,771,3590
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_ag,4-7,4,0.00975609756097561,0.007655116841257051,1435,7446
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_ag,8-15,8,0.000689655172413793,0.000437417984127976,2900,16003
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_ag,16-31,16,0.0,0.0,1342,7972
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_phylo,0,0,1.0,0.9601328903654485,197,903
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_phylo,1,1,0.6032171581769437,0.4148471615720524,373,1603
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_phylo,2-3,2,0.12062256809338522,0.09554317548746519,771,3590
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_phylo,4-7,4,0.01951219512195122,0.01974214343271555,1435,7446
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,10,variant_phylo,8-15,8,0.000689655172413793,6.248828344685372e-05,2900,16003
