config,run,method,bg_bin,bg_bin_low,same_rate,null_rate,n_same,n_null
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_phylo,4-7,4,0.0,0.0004380201489268506,1771,9132
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_phylo,8-15,8,0.0,0.0,3235,18014
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_phylo,16-31,16,0.0,0.0,669,3839
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_tsne,0,0,1.0,0.9267285861713106,226,969
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_tsne,1,1,0.48024316109422494,0.2719860221316249,329,1717
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_tsne,2-3,2,0.03488372093023256,0.03954496208017335,774,3692
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_tsne,4-7,4,0.0033879164313946925,0.0027376259307928166,1771,9132
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_tsne,8-15,8,0.0,0.00016653713778172531,3235,18014
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_tsne,16-31,16,0.0,0.0,669,3839
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,26,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_ag,0,0,0.9734513274336283,0.9115720524017468,113,916
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_ag,1,1,0.2604166666666667,0.20172732880937694,192,1621
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_ag,2-3,2,0.04672897196261682,0.0555678059536935,535,4535
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_ag,4-7,4,0.005067567567567568,0.004110228865016347,1184,10705
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_ag,8-15,8,0.0,6.108362348054486e-05,1707,16371
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_ag,16-31,16,0.0,0.0,281,2960
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_phylo,0,0,1.0,0.9519650655021834,113,916
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_phylo,1,1,0.75,0.47501542257865514,192,1621
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_phylo,2-3,2,0.1308411214953271,0.08996692392502756,535,4535
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_phylo,4-7,4,0.01266891891891892,0.014385801027557217,1184,10705
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_phylo,8-15,8,0.0,0.0,1707,16371
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_phylo,16-31,16,0.0,0.0,281,2960
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_tsne,0,0,0.9557522123893806,0.9355895196506551,113,916
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_tsne,1,1,0.3854166666666667,0.2640345465761875,192,1621
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_tsne,2-3,2,0.022429906542056073,0.032855567805953695,535,4535
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_tsne,4-7,4,0.0008445945945945946,0.0013078000934142924,1184,10705
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_tsne,8-15,8,0.0,0.0,1707,16371
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_tsne,16-31,16,0.0,0.0,281,2960
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,0,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_ag,0,0,0.9488636363636364,0.9102564102564102,176,1404
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_ag,1,1,0.17338709677419356,0.12262262262262262,248,1998
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_ag,2-3,2,0.02113821138211382,0.021727122076965567,615,5431
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_ag,4-7,4,0.004081632653061225,0.002898550724637681,980,9660
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_ag,8-15,8,0.0,0.0,1441,15615
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_ag,16-31,16,0.0,0.0,359,3814
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_phylo,0,0,0.75,0.0,176,1404
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_phylo,1,1,0.0,0.0,248,1998
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_phylo,2-3,2,0.0,0.0,615,5431
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_phylo,4-7,4,0.0,0.0,980,9660
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_phylo,8-15,8,0.0,0.0,1441,15615
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_phylo,16-31,16,0.0,0.0,359,3814
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_tsne,0,0,0.9602272727272727,0.915954415954416,176,1404
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_tsne,1,1,0.3629032258064516,0.17317317317317318,248,1998
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_tsne,2-3,2,0.022764227642276424,0.009942920272509667,615,5431
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_tsne,4-7,4,0.0020408163265306124,0.0010351966873706005,980,9660
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_tsne,8-15,8,0.0,0.0,1441,15615
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_tsne,16-31,16,0.0,0.0,359,3814
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,1,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_ag,0,0,0.9615384615384616,0.938301282051282,130,1248
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_ag,1,1,0.15714285714285714,0.15789473684210525,210,1596
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_ag,2-3,2,0.049723756906077346,0.03416078342063311,543,4391
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_ag,4-7,4,0.003745318352059925,0.005181918412348402,1068,9070
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_ag,8-15,8,0.0,0.0,1676,16212
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_ag,16-31,16,0.002109704641350211,0.0,474,5014
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_phylo,0,0,1.0,0.9294871794871795,130,1248
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_phylo,1,1,0.7857142857142857,0.4041353383458647,210,1596
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_phylo,2-3,2,0.13075506445672191,0.13664313368253245,543,4391
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_phylo,4-7,4,0.003745318352059925,0.0035281146637265713,1068,9070
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_phylo,8-15,8,0.0,0.0,1676,16212
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_phylo,16-31,16,0.002109704641350211,0.0,474,5014
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_tsne,0,0,0.9923076923076923,0.9407051282051282,130,1248
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_tsne,1,1,0.5190476190476191,0.2819548872180451,210,1596
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_tsne,2-3,2,0.03314917127071823,0.02505124117513095,543,4391
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_tsne,4-7,4,0.0,0.0,1068,9070
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_tsne,8-15,8,0.0,0.0,1676,16212
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_tsne,16-31,16,0.002109704641350211,0.0,474,5014
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,2,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_ag,0,0,0.9444444444444444,0.9122944400939702,162,1277
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_ag,1,1,0.15865384615384615,0.14887126296522268,208,1639
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_ag,2-3,2,0.021645021645021644,0.03328741965105601,462,4356
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_ag,4-7,4,0.010123734533183352,0.008770830722967046,889,7981
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_ag,8-15,8,0.0,6.587615283267457e-05,1393,15180
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_ag,16-31,16,0.0,0.0,675,7195
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_phylo,0,0,0.9938271604938271,0.9741581832419733,162,1277
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_phylo,1,1,0.6586538461538461,0.44722391702257475,208,1639
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_phylo,2-3,2,0.16666666666666666,0.15472910927456382,462,4356
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_phylo,4-7,4,0.012373453318335208,0.012905650920937225,889,7981
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_phylo,8-15,8,0.0,0.0,1393,15180
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_phylo,16-31,16,0.0,0.0,675,7195
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_tsne,0,0,0.9814814814814815,0.9624119028974158,162,1277
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_tsne,1,1,0.28846153846153844,0.2031726662599146,208,1639
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_tsne,2-3,2,0.01948051948051948,0.01652892561983471,462,4356
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_tsne,4-7,4,0.0,0.0,889,7981
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_tsne,8-15,8,0.0,0.0,1393,15180
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_tsne,16-31,16,0.0,0.0001389854065323141,675,7195
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,4,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_ag,0,0,0.9772727272727273,0.9362244897959183,132,1176
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_ag,1,1,0.17010309278350516,0.18327183271832717,194,1626
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_ag,2-3,2,0.05639913232104121,0.037267080745341616,461,3864
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_ag,4-7,4,0.0010905125408942203,0.0025310353139689043,917,8297
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_ag,8-15,8,0.0,0.0,1522,15496
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_ag,16-31,16,0.0,0.0,630,7130
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_phylo,0,0,1.0,0.951530612244898,132,1176
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_phylo,1,1,0.7164948453608248,0.47601476014760147,194,1626
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_phylo,2-3,2,0.24511930585683298,0.2375776397515528,461,3864
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_phylo,4-7,4,0.09596510359869138,0.08509099674581173,917,8297
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_phylo,8-15,8,0.0,0.00019359834796076406,1522,15496
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_phylo,16-31,16,0.0,0.0,630,7130
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_tsne,0,0,1.0,0.9651360544217688,132,1176
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_tsne,1,1,0.3917525773195876,0.25030750307503075,194,1626
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_tsne,2-3,2,0.02386117136659436,0.019668737060041408,461,3864
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_tsne,4-7,4,0.0,0.0002410509822827528,917,8297
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_tsne,8-15,8,0.0,0.0,1522,15496
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_tsne,16-31,16,0.0,0.0,630,7130
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,5,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_ag,0,0,0.981651376146789,0.9411764705882353,109,1003
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_ag,1,1,0.2145922746781116,0.15687393040501996,233,1753
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_ag,2-3,2,0.08048780487804878,0.047746065617498,410,3749
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_ag,4-7,4,0.008856682769726247,0.007638505429780968,1242,10866
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_ag,8-15,8,0.0,0.0,1690,15820
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_ag,16-31,16,0.0,0.0,433,4246
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_phylo,0,0,1.0,0.9481555333998006,109,1003
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_phylo,1,1,0.7854077253218884,0.5042783799201369,233,1753
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_phylo,2-3,2,0.20243902439024392,0.19845292077887436,410,3749
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_phylo,4-7,4,0.033011272141706925,0.02834529725750046,1242,10866
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_phylo,8-15,8,0.0,0.0,1690,15820
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_phylo,16-31,16,0.0,0.0,433,4246
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_tsne,0,0,0.9908256880733946,0.9531405782652044,109,1003
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_tsne,1,1,0.4678111587982833,0.2515687393040502,233,1753
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_tsne,2-3,2,0.046341463414634146,0.029874633235529476,410,3749
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_tsne,4-7,4,0.0008051529790660225,0.0008282716731087797,1242,10866
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_tsne,8-15,8,0.0,0.0,1690,15820
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_tsne,16-31,16,0.0,0.0,433,4246
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,6,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_ag,0,0,0.9016393442622951,0.9197761194029851,122,1072
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_ag,1,1,0.27380952380952384,0.26690909090909093,168,1375
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_ag,2-3,2,0.06666666666666667,0.04304635761589404,465,3926
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_ag,4-7,4,0.005323868677905945,0.003078883108610256,1127,9419
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_ag,8-15,8,0.0,0.0,1922,18858
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_ag,16-31,16,0.0,0.0,288,2901
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_phylo,0,0,0.9836065573770492,0.9486940298507462,122,1072
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_phylo,1,1,0.6904761904761905,0.28363636363636363,168,1375
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_phylo,2-3,2,0.0967741935483871,0.08634742740703005,465,3926
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_phylo,4-7,4,0.006211180124223602,0.0038220617899989385,1127,9419
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_phylo,8-15,8,0.0,0.0,1922,18858
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_phylo,16-31,16,0.0,0.0,288,2901
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_tsne,0,0,0.9918032786885246,0.9589552238805971,122,1072
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_tsne,1,1,0.4226190476190476,0.3316363636363636,168,1375
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_tsne,2-3,2,0.021505376344086023,0.029546612328069283,465,3926
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_tsne,4-7,4,0.0,0.00042467353222210426,1127,9419
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_tsne,8-15,8,0.0,0.0,1922,18858
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_tsne,16-31,16,0.0,0.0,288,2901
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,7,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_ag,0,0,0.9658119658119658,0.9423728813559322,117,1180
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_ag,1,1,0.13942307692307693,0.15571507454445058,208,1811
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_ag,2-3,2,0.04601769911504425,0.041043180846515606,565,4678
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_ag,4-7,4,0.0025906735751295338,0.0027568461679838264,1158,10882
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_ag,8-15,8,0.0,0.0,1731,16575
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_ag,16-31,16,0.0,0.0,233,2226
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_phylo,0,0,0.9914529914529915,0.938135593220339,117,1180
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_phylo,1,1,0.5769230769230769,0.20817228050800662,208,1811
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_phylo,2-3,2,0.07256637168141593,0.0470286447199658,565,4678
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_phylo,4-7,4,0.0008635578583765112,0.0014703179562580407,1158,10882
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_phylo,8-15,8,0.0,0.0,1731,16575
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_phylo,16-31,16,0.0,0.0,233,2226
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_tsne,0,0,1.0,0.9593220338983051,117,1180
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_tsne,1,1,0.3317307692307692,0.23964660408614025,208,1811
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_tsne,2-3,2,0.03008849557522124,0.02821718683197948,565,4678
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_tsne,4-7,4,0.0,9.189487226612754e-05,1158,10882
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_tsne,8-15,8,0.0,0.0,1731,16575
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_tsne,16-31,16,0.0,0.0,233,2226
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,8,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_ag,0,0,0.9051724137931034,0.9277251184834123,116,844
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_ag,1,1,0.1836734693877551,0.1988155668358714,147,1182
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_ag,2-3,2,0.13333333333333333,0.1273525721455458,345,3188
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_ag,4-7,4,0.0110803324099723,0.008922980588603632,722,6388
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_ag,8-15,8,0.0,0.00013743815283122595,1475,14552
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_ag,16-31,16,0.0,9.258401999814833e-05,987,10801
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_phylo,0,0,1.0,0.9585308056872038,116,844
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_phylo,1,1,0.7074829931972789,0.4027072758037225,147,1182
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_phylo,2-3,2,0.17391304347826086,0.18851944792973652,345,3188
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_phylo,4-7,4,0.05678670360110803,0.05400751408891672,722,6388
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_phylo,8-15,8,0.0,6.871907641561298e-05,1475,14552
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_phylo,16-31,16,0.0,9.258401999814833e-05,987,10801
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_tsne,0,0,0.9913793103448276,0.9893364928909952,116,844
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_tsne,1,1,0.3401360544217687,0.31387478849407785,147,1182
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_tsne,2-3,2,0.03768115942028986,0.04265997490589712,345,3188
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_tsne,4-7,4,0.002770083102493075,0.0057921102066374455,722,6388
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_tsne,8-15,8,0.002711864406779661,0.0018554150632215504,1475,14552
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_tsne,16-31,16,0.0,9.258401999814833e-05,987,10801
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,9,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_ag,0,0,0.9798657718120806,0.9658227848101266,149,790
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_ag,1,1,0.3179190751445087,0.31412103746397696,173,1041
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_ag,2-3,2,0.06947368421052631,0.08124796880077997,475,3077
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_ag,4-7,4,0.00437636761487965,0.010507004669779853,914,5996
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_ag,8-15,8,0.0,0.0,1579,12160
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_ag,16-31,16,0.0,0.0,1562,13724
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_ag,32+,32,,0.0,0,2
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_phylo,0,0,1.0,0.9556962025316456,149,790
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_phylo,1,1,0.6184971098265896,0.41786743515850144,173,1041
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_phylo,2-3,2,0.10947368421052632,0.13487162820929477,475,3077
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_phylo,4-7,4,0.007658643326039387,0.007004669779853236,914,5996
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_phylo,8-15,8,0.0006333122229259025,0.0003289473684210526,1579,12160
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_phylo,16-31,16,0.0,0.0,1562,13724
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_phylo,32+,32,,0.0,0,2
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_tsne,0,0,1.0,0.9860759493670886,149,790
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_tsne,1,1,0.5086705202312138,0.43707973102785785,173,1041
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_tsne,2-3,2,0.04631578947368421,0.052973675658108545,475,3077
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_tsne,4-7,4,0.0,0.0011674449633088727,914,5996
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_tsne,8-15,8,0.0006333122229259025,0.0,1579,12160
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_tsne,16-31,16,0.0,0.0,1562,13724
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,10,variant_tsne,32+,32,,0.0,0,2
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,11,variant_ag,0,0,0.9612403100775194,0.9402277039848197,129,1054
