config,run,site_class,min_progeny,x,cumulative_fraction,n_substitutions
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,epitope,10,2,0.979381443298969,97
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,epitope,10,3,1.0,97
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,non_epitope,10,1,0.9747899159663865,119
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,non_epitope,10,2,1.0,119
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,epitope,20,1,0.8888888888888888,63
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,epitope,20,2,0.9841269841269841,63
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,epitope,20,3,1.0,63
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,non_epitope,20,1,1.0,50
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,epitope,50,1,0.9459459459459459,37
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,epitope,50,2,1.0,37
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,non_epitope,50,1,1.0,14
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,epitope,100,1,0.9523809523809523,21
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,epitope,100,2,1.0,21
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,27,non_epitope,100,1,1.0,4
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,1,0.39171974522292996,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,2,0.5859872611464968,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,3,0.6719745222929936,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,4,0.7356687898089171,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,5,0.7802547770700637,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,6,0.8280254777070064,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,7,0.89171974522293,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,8,0.9140127388535032,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,9,0.9299363057324841,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,10,0.9554140127388535,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,11,0.9777070063694268,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,12,0.9840764331210191,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,13,0.9968152866242038,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,14,0.9968152866242038,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,15,0.9968152866242038,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,16,0.9968152866242038,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,1,17,1.0,314
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,1,0.5143906919779547,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,2,0.7581139007960809,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,3,0.8977342314758114,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,4,0.9632578077158603,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,5,0.9865278628291488,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,6,0.9957134109001837,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,7,0.998162890385793,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,8,0.9987752602571953,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,9,0.9987752602571953,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,10,0.9993876301285977,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,11,0.9993876301285977,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,1,12,1.0,1633
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,2,1,0.538860103626943,193
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,2,2,0.7616580310880829,193
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,2,3,0.8704663212435233,193
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,2,4,0.9326424870466321,193
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,2,5,0.9740932642487047,193
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,2,6,0.9896373056994818,193
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,2,7,0.9948186528497409,193
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,2,8,1.0,193
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,2,1,0.779788838612368,663
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,2,2,0.9653092006033183,663
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,2,3,0.9924585218702866,663
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,2,4,1.0,663
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,5,1,0.6774193548387096,124
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,5,2,0.9193548387096774,124
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,5,3,0.9516129032258065,124
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,5,4,0.9919354838709677,124
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,5,5,1.0,124
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,5,1,0.9279661016949152,236
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,5,2,0.9957627118644068,236
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,5,3,1.0,236
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,10,1,0.8191489361702128,94
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,10,2,0.9468085106382979,94
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,10,3,1.0,94
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,10,1,1.0,114
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,20,1,0.8032786885245902,61
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,20,2,0.9672131147540983,61
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,20,3,1.0,61
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,20,1,1.0,54
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,50,1,0.78125,32
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,50,2,0.96875,32
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,50,3,1.0,32
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,50,1,1.0,13
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,100,1,0.8823529411764706,17
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,epitope,100,2,1.0,17
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,28,non_epitope,100,1,1.0,6
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,1,0.3851132686084142,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,2,0.5080906148867314,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,3,0.6731391585760518,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,4,0.7572815533980582,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,5,0.8220064724919094,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,6,0.8673139158576052,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,7,0.8932038834951457,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,8,0.9288025889967637,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,9,0.9514563106796117,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,10,0.9741100323624595,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,11,0.9870550161812298,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,12,0.9935275080906149,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,13,0.9967637540453075,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,1,14,1.0,309
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,1,1,0.5153186274509803,1632
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,1,2,0.7837009803921569,1632
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,1,3,0.9068627450980392,1632
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,1,4,0.9693627450980392,1632
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,1,5,0.9895833333333334,1632
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,1,6,0.9938725490196079,1632
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,1,7,0.9981617647058824,1632
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,1,8,0.9981617647058824,1632
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,1,9,0.9993872549019608,1632
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,1,10,1.0,1632
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,2,1,0.5621621621621622,185
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,2,2,0.745945945945946,185
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,2,3,0.8864864864864865,185
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,2,4,0.9621621621621622,185
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,2,5,0.9891891891891892,185
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,2,6,0.9945945945945946,185
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,2,7,1.0,185
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,2,1,0.833810888252149,698
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,2,2,0.9670487106017192,698
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,2,3,0.9928366762177651,698
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,2,4,0.998567335243553,698
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,2,5,1.0,698
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,5,1,0.6722689075630253,119
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,5,2,0.8739495798319328,119
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,5,3,0.9831932773109243,119
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,5,4,0.9915966386554622,119
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,5,5,1.0,119
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,5,1,0.9264069264069265,231
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,5,2,0.9913419913419913,231
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,5,3,1.0,231
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,10,1,0.7468354430379747,79
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,10,2,0.8987341772151899,79
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,10,3,0.9873417721518988,79
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,10,4,1.0,79
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,10,1,0.9732142857142857,112
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,10,2,1.0,112
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,20,1,0.7924528301886793,53
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,20,2,0.9622641509433962,53
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,20,3,1.0,53
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,20,1,0.9583333333333334,48
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,20,2,1.0,48
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,50,1,0.8076923076923077,26
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,50,2,1.0,26
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,50,1,1.0,17
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,100,1,0.8461538461538461,13
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,epitope,100,2,1.0,13
nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,29,non_epitope,100,1,1.0,7
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,1,0.26506024096385544,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,2,0.4608433734939759,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,3,0.5963855421686747,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,4,0.6746987951807228,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,5,0.7469879518072289,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,6,0.7831325301204819,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,7,0.8192771084337349,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,8,0.858433734939759,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,9,0.891566265060241,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,10,0.9216867469879518,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,11,0.9427710843373494,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,12,0.9578313253012049,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,13,0.9698795180722891,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,14,0.9819277108433735,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,15,0.9939759036144579,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,16,0.9939759036144579,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,1,17,1.0,332
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,1,1,0.5291992775436484,1661
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,1,2,0.7766405779650812,1661
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,1,3,0.9036724864539434,1661
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,1,4,0.963275135460566,1661
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,1,5,0.9897652016857315,1661
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,1,6,0.9945815773630343,1661
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,1,7,0.9981938591210114,1661
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,1,8,0.9993979530403372,1661
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,1,9,1.0,1661
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,2,1,0.4260869565217391,230
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,2,2,0.6652173913043479,230
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,2,3,0.8217391304347826,230
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,2,4,0.9043478260869565,230
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,2,5,0.9608695652173913,230
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,2,6,0.9869565217391304,230
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,2,7,0.991304347826087,230
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,2,8,1.0,230
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,2,1,0.829971181556196,694
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,2,2,0.984149855907781,694
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,2,3,0.9942363112391931,694
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,2,4,0.9985590778097982,694
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,2,5,1.0,694
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,5,1,0.609271523178808,151
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,5,2,0.8344370860927153,151
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,5,3,0.9470198675496688,151
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,5,4,1.0,151
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,5,1,0.9459459459459459,259
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,5,2,1.0,259
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,10,1,0.6846846846846847,111
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,10,2,0.8828828828828829,111
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,10,3,0.990990990990991,111
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,10,4,1.0,111
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,10,1,0.9823008849557522,113
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,10,2,1.0,113
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,20,1,0.6891891891891891,74
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,20,2,0.9459459459459459,74
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,20,3,1.0,74
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,20,1,1.0,54
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,50,1,0.8857142857142857,35
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,50,2,0.9714285714285714,35
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,50,3,1.0,35
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,50,1,1.0,17
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,100,1,0.95,20
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,epitope,100,2,1.0,20
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,1,non_epitope,100,1,1.0,7
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,1,0.32171581769436997,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,2,0.514745308310992,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,3,0.6541554959785523,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,4,0.7319034852546917,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,5,0.7908847184986595,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,6,0.8203753351206434,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,7,0.8632707774798928,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,8,0.8820375335120644,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,9,0.9088471849865952,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,10,0.9436997319034852,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,11,0.9571045576407506,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,12,0.9651474530831099,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,13,0.9839142091152815,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,14,0.9839142091152815,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,15,0.9919571045576407,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,16,0.9973190348525469,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,17,0.9973190348525469,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,18,0.9973190348525469,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,1,19,1.0,373
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,1,1,0.5024242424242424,1650
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,1,2,0.7642424242424243,1650
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,1,3,0.9042424242424243,1650
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,1,4,0.9569696969696969,1650
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,1,5,0.9860606060606061,1650
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,1,6,0.9951515151515151,1650
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,1,7,0.9981818181818182,1650
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,1,8,1.0,1650
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,2,1,0.5381526104417671,249
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,2,2,0.7670682730923695,249
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,2,3,0.8554216867469879,249
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,2,4,0.9116465863453815,249
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,2,5,0.9678714859437751,249
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,2,6,0.9879518072289156,249
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,2,7,0.9959839357429718,249
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,2,8,1.0,249
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,2,1,0.7856,625
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,2,2,0.968,625
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,2,3,0.9952,625
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,2,4,0.9984,625
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,2,5,1.0,625
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,5,1,0.6830985915492958,142
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,5,2,0.9014084507042254,142
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,5,3,0.9577464788732394,142
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,5,4,0.9859154929577465,142
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,5,5,1.0,142
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,5,1,0.9298245614035088,228
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,5,2,1.0,228
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,10,1,0.7837837837837838,111
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,10,2,0.9459459459459459,111
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,10,3,1.0,111
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,10,1,0.9495798319327731,119
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,10,2,1.0,119
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,20,1,0.9113924050632911,79
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,20,2,1.0,79
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,20,1,1.0,59
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,50,1,0.9565217391304348,46
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,50,2,1.0,46
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,50,1,1.0,16
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,100,1,0.9285714285714286,28
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,epitope,100,2,1.0,28
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,3,non_epitope,100,1,1.0,6
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,epitope,1,1,0.33064516129032256,372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,epitope,1,2,0.5134408602150538,372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,epitope,1,3,0.6370967741935484,372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,epitope,1,4,0.717741935483871,372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,epitope,1,5,0.7661290322580645,372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,epitope,1,6,0.8091397849462365,372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,epitope,1,7,0.8413978494623656,372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,epitope,1,8,0.8736559139784946,372
nonEpitopeAcceptance_0.25_epitopeAcceptance_1.0,4,epitope,1,9,0.8951612903225806,372
