batch,config,run,pivot_date,model,location,correlation,mae,mse,rmse,r2,n_seqs,n_cases,seq_entropy,case_entropy,seq_entropy_norm,case_entropy_norm
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2046-10-01,GARW,north,0.3996969860692684,0.0980871829230691,0.0133100434828567,0.1153691617498226,-5.03427994678384,5084,11250838,4.126935150672688,4.119895482309423,0.7922011890732096,0.7227329269351377
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2048-04-01,GARW,north,0.9808073200886828,0.1655259243137383,0.0306030721297069,0.1749373377232742,-162.3321877196816,1431,3142347,4.099495120196636,4.114531153770002,0.7602473665365365,0.7217918892600353
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2048-10-01,GARW,north,-0.1172678404825761,0.0681681117205919,0.0066850228530171,0.0817619890475831,-6.263872697829624,1961,4366199,4.607635313176877,4.658046379946512,0.8439771087978141,0.8171380823698099
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2049-04-01,GARW,north,-0.9770357275451808,0.5120593524814819,0.2752886088849317,0.5246795296987787,-6605.12050468596,568,1302236,3.299702050603848,3.4528176399824275,0.7399378066059824,0.6057107540308114
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2050-04-01,GARW,north,0.9787830410361223,0.0074507763622811,8.294153344043088e-05,0.0091072242445451,0.9371843607413658,4477,9829332,4.140578704290264,4.138341835697415,0.7454338772598257,0.7259688796510814
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2050-10-01,GARW,north,-0.3005021003526728,0.2735613086700924,0.0908175076178441,0.3013594326014106,-44.159814375216605,4598,10076484,4.243911111959071,4.227629888025902,0.7921362421309059,0.7380741268251941
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2053-04-01,GARW,north,0.5732925644538848,0.0155229115569721,0.0004867260302852,0.0220618682410461,0.1122095041017156,1949,4366235,4.053239937920783,4.0635992193071,0.7424289232021727,0.7128571514185288
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2053-10-01,GARW,north,-0.1321205799141092,0.0637163543483856,0.0068179799699271,0.0825710601235516,-5.631051176358922,2775,6182329,4.616204069002869,4.627545814911182,0.8310613426606092,0.8117875188092015
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2054-04-01,GARW,north,0.9638490099341198,0.0102281670014911,0.0001571880687006,0.0125374665981848,0.8294493666422188,1091,2397593,4.1806184265087225,4.201865820016327,0.7526422815697802,0.7371125786392055
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2054-10-01,GARW,north,0.9962698906571612,0.0011710320320716,2.188656212404957e-06,0.0014794107652727,0.9901338749550688,724,1564951,5.212873309971229,5.1972614321464485,0.9144686318463764,0.9117299171863308
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2026-10-01,GARW,south,0.9935578030044347,0.002993345683128,1.4317264435745731e-05,0.0037838161207629,0.9692481527204688,3000,6840284,4.212506822493927,4.224408282044579,0.7583831918039504,0.7410670914738056
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2027-04-01,GARW,south,-0.0917202974831057,0.0935457675677805,0.0119024919377753,0.1090985423265378,-9.72561411868054,3433,7982417,4.532246983424069,4.579626916202482,0.8352425081169652,0.8033813429564507
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2027-10-01,GARW,south,-0.3198308889253356,0.4005030031916083,0.1779525419578419,0.4218442152712798,-1363.803359439751,519,1313085,3.488821203221032,3.476051338436273,0.6857683902736063,0.6097865270593213
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2029-10-01,GARW,south,0.980072570316578,0.0127361644645945,0.0002030255843002,0.0142487046534138,0.6599665214834125,2703,6325655,4.080609628929768,4.073976867953086,0.7230180025357177,0.7112488555436409
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2030-04-01,GARW,south,0.0042908892941548,0.0486609832865736,0.0039214611615799,0.0626215710564651,-1.709449047987348,3150,7334609,4.4670183494909805,4.465434486538415,0.7914833757784467,0.7795908693147069
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2030-10-01,GARW,south,0.994934540255866,0.0024758929282846,1.7020036526388606e-05,0.0041255346958168,0.9805200150430722,1256,3296905,4.799909405373858,4.819618518610352,0.8548811138307806,0.8414255325020724
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2031-04-01,GARW,south,-0.884713283141438,0.1703600427090482,0.0340970241899891,0.1846537954930501,-84.37642219580287,1069,2529152,4.893644345630985,4.908727254280557,0.8762179414810923,0.8569824412226213
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2031-10-01,GARW,south,0.9859775322110766,0.003183490737525,2.4869092815053483e-05,0.0049868920998005,0.971360881902478,877,2189990,4.502641547661984,4.472188676185816,0.819876545982484,0.7845339828703937
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2032-04-01,GARW,south,0.9988002166746583,0.0016240299732534,3.669747980790945e-06,0.0019156586284593,0.9958005678088276,1431,3341332,4.685551220125387,4.708189004915618,0.8345135100857126,0.8259343555431814
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2032-10-01,GARW,south,0.5440295983653736,0.0241466059630611,0.0013162723903418,0.0362804684415991,-0.6881999679387729,1549,3457223,4.773820703600634,4.849291660548893,0.8458437889061774,0.8506872978792313
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2033-04-01,GARW,south,0.9847975709394844,0.0037578389678814,2.5151329707221625e-05,0.0050151101390918,0.9558772918644663,1437,3226549,4.84480245940994,4.892506599259719,0.8584206075603994,0.8582682812502682
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2033-10-01,GARW,south,0.8213479908715458,0.0140608771023657,0.0003901398984671,0.0197519593576718,0.6576864720774451,3835,8765043,4.61590615847981,4.613338703549004,0.8097456313396559,0.8092952353951756
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2034-04-01,GARW,south,-0.3014739289935728,0.0779574944231476,0.0112390974827281,0.1060146097607692,-8.406878480774763,3716,8384827,4.385146977833395,4.382543192051639,0.8184982570497686,0.7688079181163205
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2034-10-01,GARW,south,0.9882397757689848,0.0010444145594931,1.835429296994932e-06,0.00135478016556,0.9238205505589152,634,1261826,2.978731937804753,3.0844190431414185,0.7012200486891176,0.5410844067564746
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2035-10-01,GARW,south,0.9537842349720193,0.1852730001975377,0.0379505845180658,0.1948090976265375,-144.54959081674764,1843,4091039,4.333831665838952,4.294799659757709,0.8089201303325271,0.7534155033847527
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2036-04-01,GARW,south,0.6103839225989728,0.0476503607484715,0.0029560684909903,0.0543697387430763,-2.230030218134156,2233,5097485,4.715047769067482,4.70418485615168,0.8536244920539123,0.8212727277670292
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2036-10-01,GARW,south,0.9876391877245028,0.0079719456011802,9.382724095500911e-05,0.0096864462500449,0.91290747807893,694,1748074,4.354073462561553,4.450195644010468,0.8237922644795089,0.7769304199162158
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2037-04-01,GARW,south,0.9971237560113104,0.0029961105565175,1.2733942416006227e-05,0.0035684649943646,0.9736786351212616,646,1476334,4.993111132730731,5.066642950849404,0.909185122972014,0.8845519051880368
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2037-10-01,GARW,south,0.8648557384348216,0.2138347735417293,0.0499186095688287,0.2234247290897513,-30.94052183325945,5426,12688868,4.507803657825595,4.483004569154301,0.7907817432890221,0.7864313615820858
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2038-04-01,GARW,south,0.8314941785142236,0.0867451414195848,0.0114855251181249,0.1071705422125173,-5.454756281666229,5138,12058586,4.238418421566239,4.2315453002041865,0.7964065552929919,0.7387576929133309
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2040-10-01,GARW,south,0.9013529263025472,0.0244388878713707,0.0013782061771322,0.0371241993466828,-0.3636974032585847,4165,9289185,4.246444734487077,4.240716690992605,0.7413588872562134,0.7439279951504335
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2041-04-01,GARW,south,0.1383803674853612,0.0975944344031398,0.0136572109840857,0.1168640705438831,-8.978312170794059,4309,9738056,4.314159028176671,4.33967189522234,0.7950513333206349,0.7612872181442
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2042-10-01,GARW,south,0.9929595177720434,0.0025045595350534,9.97127321630128e-06,0.0031577322901571,0.98546581482355,2779,6315005,4.035406608833278,4.081933357947079,0.7347987169449649,0.7160734188551673
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2043-04-01,GARW,south,-0.2618248009240717,0.0994314128402849,0.0146431062411611,0.1210087031628764,-11.446514348487238,3321,7567709,4.422678892682895,4.447615469684708,0.8100987798042645,0.7802232265575243
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2043-10-01,GARW,south,0.9884577965028514,0.0043994861960617,2.032867094197048e-05,0.0045087327423534,-0.4864076601533775,680,1662410,3.6769210120461295,3.854024033692188,0.7058170510376008,0.6728487352895841
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2044-10-01,GARW,south,0.8712573695712411,0.0141942665092054,0.0002591722526102,0.0160988276781338,-0.2450195493510267,1546,3802349,4.382093440699115,4.365572368194183,0.7725255382869587,0.7658308102620882
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2045-04-01,GARW,south,-0.4811403383867118,0.0693244510694484,0.0064390514624426,0.0802437004533232,-8.585902235855038,2103,4927158,4.671700366763036,4.680209811704288,0.8410524147709069,0.8210261037951121
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2045-10-01,GARW,south,0.952334986568632,0.008669487452752,0.0001677566750933,0.0129520915335449,0.8719990476737868,1863,3955384,4.340109856851909,4.270967949570781,0.7998337812564366,0.7492348241099441
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2046-04-01,GARW,south,0.3492180671074114,0.0250098930461182,0.0016687660157674,0.0408505326252601,-0.144831537059604,2574,5854776,4.532538361922925,4.489239415792154,0.8115611091995091,0.787525109949955
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2046-10-01,GARW,south,-0.3787158198102956,0.2399801926346712,0.0613288267383386,0.247646576270173,-296.6380047617561,1726,3607258,4.193461793533605,4.160996784998927,0.7356383017591297,0.7299431255727451
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2047-04-01,GARW,south,0.9295509468636702,0.0027292918611609,1.108293040607174e-05,0.0033291035439096,0.8413997587960431,345,811801,5.349576717288406,5.460820802463447,0.938449835766862,0.95796483648181
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2047-10-01,GARW,south,0.998278629604728,0.0015272590046509,3.689776002963428e-06,0.0019208789662452,0.9964534514271356,4330,9860369,4.35757225863782,4.385882795320232,0.7644273905345007,0.7693937682320521
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2048-04-01,GARW,south,0.3983014655709989,0.0827725872203405,0.0099385967062691,0.0996925107832537,-5.710092820127427,4385,9967844,4.328658696343099,4.337598975956639,0.7977234602480693,0.7609235761502141
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2050-04-01,GARW,south,-0.7510693597225826,0.3484145152204629,0.1446757795224315,0.3803626947039254,-468.82221731338825,464,1092398,4.92213114173262,5.008426043901946,0.9379190412069576,0.8786034571970158
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2050-10-01,GARW,south,0.6350521565144862,0.1819539980331825,0.0459639306709903,0.2143920023484792,-133.31315254285252,2332,5438683,4.806655504563575,4.862032910273546,0.8432078475046167,0.848830382482034
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2051-04-01,GARW,south,-0.0510797441092805,0.1310949572479211,0.021320391881991,0.1460150399170956,-26.084111738480622,2345,5345569,4.616903328992123,4.643013558870951,0.8562002135647548,0.8105932328672709
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2051-10-01,GARW,south,-0.9803394839780056,0.3824675701185729,0.1618316353235835,0.4022830288784049,-2922.9552877835167,356,918031,3.126500851895281,3.1607188586043407,0.7649001283492761,0.5518091397526873
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.25_epitopeAcceptance_0.75,11,2052-10-01,GARW,south,0.9758591504885044,0.2129354408239165,0.0474406937600948,0.2178088468361531,-114.33767488814068,1669,3842212,3.792619973066915,3.8055815187135367,0.7889203178374085,0.6675943798866332
