batch,config,run,method_x,method_y,nid
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_ag,variant_phylo,0.34658647176898216
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_tsne,variant_phylo,0.3237109750690119
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_ag,variant_tsne,0.19164720278299574
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_ag,variant_phylo,0.3140887541742794
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_tsne,variant_phylo,0.2788135240517132
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,15,variant_ag,variant_tsne,0.17599288448297146
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,15,variant_ag,variant_phylo,0.26691424560206933
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,15,variant_tsne,variant_phylo,0.2351259283265601
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,18,variant_ag,variant_tsne,0.19164476390128216
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,18,variant_ag,variant_phylo,0.3383430016824054
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,18,variant_tsne,variant_phylo,0.29862037535534447
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,14,variant_ag,variant_tsne,0.2604381273624795
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,14,variant_ag,variant_phylo,0.28996056080877664
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,14,variant_tsne,variant_phylo,0.25339690794625114
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,20,variant_ag,variant_tsne,0.22819076456515797
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,20,variant_ag,variant_phylo,0.28227775929896814
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,20,variant_tsne,variant_phylo,0.23449428315351972
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,23,variant_ag,variant_tsne,0.20108765191801403
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,23,variant_ag,variant_phylo,0.3011803175764366
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,23,variant_tsne,variant_phylo,0.2731804392726229
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,22,variant_ag,variant_tsne,0.20211313268087228
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,22,variant_ag,variant_phylo,0.3063060943086655
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,22,variant_tsne,variant_phylo,0.22496341000889852
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,24,variant_ag,variant_tsne,0.21659759786340171
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,24,variant_ag,variant_phylo,0.26168959491600585
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,24,variant_tsne,variant_phylo,0.21126698301944424
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,25,variant_ag,variant_tsne,0.24332651571223785
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,25,variant_ag,variant_phylo,0.28850957488793016
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,25,variant_tsne,variant_phylo,0.23382419695514
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,26,variant_ag,variant_tsne,0.21444445875873774
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,26,variant_ag,variant_phylo,0.3013249113919758
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,26,variant_tsne,variant_phylo,0.26978166442641127
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,29,variant_ag,variant_tsne,0.21000713805378635
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,29,variant_ag,variant_phylo,0.3480338117435803
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,29,variant_tsne,variant_phylo,0.2956683890998374
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_ag,variant_tsne,0.19852072663793663
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_ag,variant_phylo,0.30791406455176884
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_tsne,variant_phylo,0.2751833651260115
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_ag,variant_tsne,0.21192621075421403
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_ag,variant_tsne,0.22640988101217263
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_ag,variant_phylo,0.41346053586899256
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_tsne,variant_phylo,0.3598990354671996
