date	country	variant	sequences
2044-04-03	north	18	13
2044-04-03	south	18	1
2044-04-03	tropics	18	40
2044-04-10	north	18	5
2044-04-10	tropics	18	42
2044-04-17	north	18	16
2044-04-17	south	18	2
2044-04-17	tropics	18	41
2044-04-24	north	18	10
2044-04-24	south	18	2
2044-04-24	tropics	18	25
2044-05-01	north	18	6
2044-05-01	tropics	18	29
2044-05-08	north	18	9
2044-05-08	south	18	5
2044-05-08	tropics	18	21
2044-05-15	north	18	3
2044-05-15	south	18	1
2044-05-15	tropics	18	23
2044-05-22	north	18	5
2044-05-22	south	18	6
2044-05-22	tropics	18	25
2044-05-29	north	18	1
2044-05-29	south	18	5
2044-05-29	tropics	18	20
2044-06-05	north	18	3
2044-06-05	south	18	6
2044-06-05	tropics	18	20
2044-06-12	north	18	3
2044-06-12	south	18	5
2044-06-12	tropics	18	17
2044-06-19	north	18	4
2044-06-19	south	18	7
2044-06-19	tropics	18	10
2044-06-26	north	18	4
2044-06-26	south	18	8
2044-06-26	tropics	18	12
2044-07-03	north	18	1
2044-07-03	south	18	8
2044-07-03	tropics	18	11
2044-07-10	north	18	1
2044-07-10	south	18	25
2044-07-10	tropics	18	6
2044-07-17	south	18	23
2044-07-17	tropics	18	1
2044-07-24	south	18	18
2044-07-24	tropics	18	9
2044-07-31	south	18	31
2044-07-31	tropics	18	4
2044-08-07	north	18	2
2044-08-07	south	18	31
2044-08-07	tropics	18	2
2044-08-14	north	18	1
2044-08-14	south	18	42
2044-08-14	tropics	18	7
2044-08-21	south	18	60
2044-08-21	tropics	18	4
2044-08-28	north	18	1
2044-08-28	south	18	68
2044-08-28	tropics	18	6
2044-08-28	tropics	20	2
2044-09-04	south	18	71
2044-09-04	tropics	18	1
2044-09-11	north	18	1
2044-09-11	south	18	66
2044-09-11	tropics	18	6
2044-09-18	south	18	66
2044-09-18	tropics	18	3
2044-09-25	south	18	71
2044-09-25	tropics	18	4
2044-10-02	south	18	60
2044-10-02	tropics	18	3
2044-10-09	north	18	1
2044-10-09	south	18	70
2044-10-09	tropics	18	3
2044-10-16	north	18	1
2044-10-16	south	18	64
2044-10-16	tropics	18	2
2044-10-16	tropics	20	1
2044-10-23	south	18	54
2044-10-23	south	20	1
2044-10-23	tropics	18	3
2044-10-23	tropics	20	1
2044-10-30	north	18	1
2044-10-30	south	18	52
2044-10-30	tropics	18	4
2044-11-06	north	18	5
2044-11-06	south	18	48
2044-11-06	tropics	18	2
2044-11-13	north	18	2
2044-11-13	south	18	31
2044-11-13	tropics	18	4
2044-11-20	north	18	7
2044-11-20	south	18	14
2044-11-20	tropics	18	2
2044-11-27	north	18	2
2044-11-27	south	18	14
2044-12-04	north	18	5
2044-12-04	south	18	17
2044-12-04	tropics	18	4
2044-12-11	north	18	3
2044-12-11	south	18	11
2044-12-11	tropics	18	1
2044-12-18	north	18	7
2044-12-18	south	18	14
2044-12-18	tropics	18	3
2044-12-25	north	18	9
2044-12-25	south	18	11
2045-01-01	north	18	11
2045-01-01	south	18	7
2045-01-01	tropics	18	1
2045-01-08	north	18	12
2045-01-08	south	18	2
2045-01-08	tropics	20	1
2045-01-15	north	18	10
2045-01-15	south	18	5
2045-01-15	tropics	18	1
2045-01-22	north	18	13
2045-01-22	south	18	4
2045-01-29	north	18	25
2045-01-29	south	18	3
2045-02-05	north	18	40
2045-02-05	south	18	2
2045-02-12	north	18	46
2045-02-12	north	20	2
2045-02-12	south	18	2
2045-02-12	tropics	18	1
2045-02-19	north	18	50
2045-02-19	south	18	2
2045-02-19	south	20	1
2045-02-19	tropics	18	2
2045-02-26	north	18	61
2045-02-26	tropics	18	1
2045-03-05	north	18	68
2045-03-05	south	18	2
2045-03-05	tropics	18	2
2045-03-12	north	18	74
2045-03-12	south	18	2
2045-03-12	tropics	18	2
2045-03-19	north	18	82
2045-03-19	south	18	1
2045-03-19	tropics	19	1
2045-03-19	tropics	20	2
2045-03-26	north	18	88
2045-03-26	tropics	18	2
2045-03-26	tropics	20	1
