date	country	variant	sequences
2036-04-06	north	11	4
2036-04-06	north	12	61
2036-04-06	north	13	3
2036-04-06	north	14	160
2036-04-06	south	12	13
2036-04-06	south	13	1
2036-04-06	south	14	23
2036-04-06	tropics	11	1
2036-04-06	tropics	12	109
2036-04-06	tropics	13	61
2036-04-06	tropics	14	27
2036-04-13	north	12	31
2036-04-13	north	13	4
2036-04-13	north	14	137
2036-04-13	north	15	1
2036-04-13	south	12	21
2036-04-13	south	13	3
2036-04-13	south	14	29
2036-04-13	tropics	11	1
2036-04-13	tropics	12	83
2036-04-13	tropics	13	61
2036-04-13	tropics	14	27
2036-04-20	north	12	23
2036-04-20	north	14	92
2036-04-20	south	12	10
2036-04-20	south	13	2
2036-04-20	south	14	50
2036-04-20	tropics	12	94
2036-04-20	tropics	13	57
2036-04-20	tropics	14	37
2036-04-27	north	12	15
2036-04-27	north	14	56
2036-04-27	south	12	27
2036-04-27	south	13	1
2036-04-27	south	14	72
2036-04-27	tropics	12	82
2036-04-27	tropics	13	66
2036-04-27	tropics	14	41
2036-05-04	north	12	3
2036-05-04	north	14	43
2036-05-04	south	12	32
2036-05-04	south	13	6
2036-05-04	south	14	100
2036-05-04	south	15	1
2036-05-04	tropics	11	2
2036-05-04	tropics	12	78
2036-05-04	tropics	13	66
2036-05-04	tropics	14	33
2036-05-11	north	12	5
2036-05-11	north	13	1
2036-05-11	north	14	27
2036-05-11	south	11	1
2036-05-11	south	12	36
2036-05-11	south	13	6
2036-05-11	south	14	178
2036-05-11	south	15	1
2036-05-11	tropics	12	85
2036-05-11	tropics	13	49
2036-05-11	tropics	14	45
2036-05-18	north	12	4
2036-05-18	north	14	25
2036-05-18	south	12	54
2036-05-18	south	13	10
2036-05-18	south	14	230
2036-05-18	tropics	11	1
2036-05-18	tropics	12	65
2036-05-18	tropics	13	57
2036-05-18	tropics	14	41
2036-05-25	north	12	2
2036-05-25	north	14	11
2036-05-25	south	12	60
2036-05-25	south	13	8
2036-05-25	south	14	345
2036-05-25	south	15	2
2036-05-25	tropics	11	1
2036-05-25	tropics	12	60
2036-05-25	tropics	13	46
2036-05-25	tropics	14	55
2036-06-01	north	12	3
2036-06-01	north	14	7
2036-06-01	south	12	47
2036-06-01	south	13	18
2036-06-01	south	14	462
2036-06-01	south	15	3
2036-06-01	tropics	12	43
2036-06-01	tropics	13	48
2036-06-01	tropics	14	61
2036-06-08	north	14	8
2036-06-08	south	12	57
2036-06-08	south	13	14
2036-06-08	south	14	593
2036-06-08	south	15	4
2036-06-08	tropics	11	1
2036-06-08	tropics	12	25
2036-06-08	tropics	13	52
2036-06-08	tropics	14	81
2036-06-15	north	12	1
2036-06-15	north	14	5
2036-06-15	south	12	48
2036-06-15	south	13	17
2036-06-15	south	14	683
2036-06-15	south	15	8
2036-06-15	tropics	12	29
2036-06-15	tropics	13	35
2036-06-15	tropics	14	61
2036-06-22	north	14	7
2036-06-22	south	12	39
2036-06-22	south	13	12
2036-06-22	south	14	696
2036-06-22	south	15	5
2036-06-22	tropics	12	18
2036-06-22	tropics	13	29
2036-06-22	tropics	14	61
2036-06-29	north	14	2
2036-06-29	south	12	38
2036-06-29	south	13	20
2036-06-29	south	14	644
2036-06-29	south	15	7
2036-06-29	tropics	12	11
2036-06-29	tropics	13	36
2036-06-29	tropics	14	59
2036-07-06	north	14	5
2036-07-06	south	12	27
2036-07-06	south	13	13
2036-07-06	south	14	540
2036-07-06	south	15	3
2036-07-06	tropics	12	12
2036-07-06	tropics	13	34
2036-07-06	tropics	14	60
2036-07-13	north	14	1
2036-07-13	south	12	27
2036-07-13	south	13	13
2036-07-13	south	14	411
2036-07-13	south	15	7
2036-07-13	tropics	12	13
2036-07-13	tropics	13	22
2036-07-13	tropics	14	42
2036-07-20	north	14	2
2036-07-20	south	12	16
2036-07-20	south	13	11
2036-07-20	south	14	326
2036-07-20	south	15	4
2036-07-20	tropics	12	11
2036-07-20	tropics	13	23
2036-07-20	tropics	14	52
2036-07-27	south	12	7
2036-07-27	south	13	4
2036-07-27	south	14	267
2036-07-27	south	15	4
2036-07-27	tropics	12	11
2036-07-27	tropics	13	12
2036-07-27	tropics	14	50
2036-08-03	north	14	2
2036-08-03	south	12	5
2036-08-03	south	13	3
2036-08-03	south	14	161
2036-08-03	south	15	8
2036-08-03	tropics	12	3
2036-08-03	tropics	13	17
2036-08-03	tropics	14	44
2036-08-10	north	14	2
2036-08-10	south	12	2
2036-08-10	south	13	3
