date	country	variant	sequences
2039-04-03	north	16	5
2039-04-03	north	17	72
2039-04-03	south	17	1
2039-04-03	tropics	17	8
2039-04-10	north	16	7
2039-04-10	north	17	63
2039-04-10	south	17	1
2039-04-10	tropics	16	2
2039-04-10	tropics	17	20
2039-04-17	north	16	6
2039-04-17	north	17	65
2039-04-17	south	17	1
2039-04-17	tropics	16	1
2039-04-17	tropics	17	17
2039-04-24	north	16	1
2039-04-24	north	17	46
2039-04-24	south	17	1
2039-04-24	tropics	16	2
2039-04-24	tropics	17	18
2039-05-01	north	17	43
2039-05-01	south	17	3
2039-05-01	tropics	16	1
2039-05-01	tropics	17	26
2039-05-08	north	16	3
2039-05-08	north	17	37
2039-05-08	south	17	3
2039-05-08	tropics	16	2
2039-05-08	tropics	17	28
2039-05-15	north	17	22
2039-05-15	tropics	17	22
2039-05-22	north	16	4
2039-05-22	north	17	24
2039-05-22	south	17	5
2039-05-22	tropics	16	2
2039-05-22	tropics	17	23
2039-05-29	north	16	1
2039-05-29	north	17	14
2039-05-29	south	17	4
2039-05-29	tropics	16	2
2039-05-29	tropics	17	24
2039-06-05	north	17	14
2039-06-05	south	17	3
2039-06-05	tropics	16	4
2039-06-05	tropics	17	13
2039-06-12	north	17	7
2039-06-12	south	17	3
2039-06-12	tropics	16	2
2039-06-12	tropics	17	17
2039-06-19	north	16	1
2039-06-19	north	17	7
2039-06-19	south	16	1
2039-06-19	south	17	3
2039-06-19	tropics	16	1
2039-06-19	tropics	17	25
2039-06-26	north	17	6
2039-06-26	south	17	4
2039-06-26	tropics	16	1
2039-06-26	tropics	17	19
2039-07-03	north	16	1
2039-07-03	south	16	1
2039-07-03	south	17	7
2039-07-03	tropics	17	23
2039-07-10	south	17	7
2039-07-10	tropics	16	1
2039-07-10	tropics	17	26
2039-07-17	north	17	2
2039-07-17	south	16	1
2039-07-17	south	17	13
2039-07-17	tropics	16	1
2039-07-17	tropics	17	22
2039-07-24	north	16	1
2039-07-24	north	17	2
2039-07-24	south	16	3
2039-07-24	south	17	26
2039-07-24	tropics	16	2
2039-07-24	tropics	17	21
2039-07-31	north	17	1
2039-07-31	south	17	23
2039-07-31	tropics	16	1
2039-07-31	tropics	17	23
2039-08-07	north	17	2
2039-08-07	south	16	2
2039-08-07	south	17	27
2039-08-07	tropics	17	21
2039-08-14	north	17	2
2039-08-14	south	16	1
2039-08-14	south	17	25
2039-08-14	tropics	16	1
2039-08-14	tropics	17	23
2039-08-21	south	16	1
2039-08-21	south	17	34
2039-08-21	tropics	16	4
2039-08-21	tropics	17	26
2039-08-28	south	16	2
2039-08-28	south	17	50
2039-08-28	tropics	16	1
2039-08-28	tropics	17	28
2039-09-04	south	16	1
2039-09-04	south	17	45
2039-09-04	tropics	16	1
2039-09-04	tropics	17	25
2039-09-11	north	17	1
2039-09-11	south	16	3
2039-09-11	south	17	64
2039-09-11	tropics	16	4
2039-09-11	tropics	17	28
2039-09-18	south	16	3
2039-09-18	south	17	69
2039-09-18	tropics	17	22
2039-09-25	south	16	6
2039-09-25	south	17	59
2039-09-25	tropics	17	35
2039-10-02	north	16	1
2039-10-02	south	16	3
2039-10-02	south	17	52
2039-10-02	tropics	17	36
2039-10-09	north	17	1
2039-10-09	south	16	3
2039-10-09	south	17	57
2039-10-09	tropics	16	3
2039-10-09	tropics	17	29
2039-10-16	north	17	1
2039-10-16	south	16	4
2039-10-16	south	17	56
