location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
north	9	0.88919806	0.9141411	0.86425877	0.90694624	0.8721618	0.8993517	0.88033545	2048-04-01	MLR
north	20	0.86646855	0.981948	0.77777016	0.9347018	0.803584	0.89798105	0.8328005	2048-04-01	MLR
