location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
north	28	1.0504282	1.0721717	1.0279149	1.0637916	1.0355068	1.0570803	1.0422097	2037-10-01	MLR
north	7	1.0427992	1.0628681	1.0249708	1.0552845	1.0313545	1.0488553	1.0366398	2037-10-01	MLR
north	23	1.0182556	1.0497061	0.9878831	1.0399843	0.99683046	1.0308045	1.0056115	2037-10-01	MLR
