location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
north	0	0.9634524	0.97638786	0.9509776	0.9711989	0.9557637	0.9673463	0.95962346	2050-04-01	MLR
north	8	0.9587597	0.96893847	0.94846845	0.9652184	0.95165116	0.9620075	0.95584244	2050-04-01	MLR
north	14	0.9260267	0.93584126	0.9156512	0.9323431	0.9188799	0.92915255	0.9225132	2050-04-01	MLR
north	21	0.9225216	0.93790007	0.90704876	0.932918	0.9120286	0.9281609	0.9176057	2050-04-01	MLR
north	9	0.92763966	0.940816	0.9132216	0.93650496	0.91979843	0.9320537	0.92326903	2050-04-01	MLR
