location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
tropics	9	0.8894967	0.90256774	0.87554455	0.8982332	0.8802664	0.8940535	0.88462734	2047-10-01	MLR
tropics	22	0.9162322	0.9355701	0.89863586	0.92928934	0.9033133	0.92275006	0.9096823	2047-10-01	MLR
tropics	20	0.94567937	0.9824138	0.91428137	0.968082	0.9203311	0.95814896	0.9332371	2047-10-01	MLR
