location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
tropics	9	0.8741857	0.88800645	0.8606726	0.88360494	0.8652778	0.8790424	0.8697128	2048-10-01	MLR
tropics	21	0.8690286	0.8842876	0.853697	0.87950397	0.8590728	0.8742122	0.8639289	2048-10-01	MLR
tropics	22	0.80910933	0.8515234	0.7749918	0.8337904	0.7844008	0.82307833	0.79689014	2048-10-01	MLR
tropics	20	0.9024192	0.9429259	0.8640398	0.9292828	0.8767192	0.9155269	0.8892236	2048-10-01	MLR
