location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	4	0.9452113	0.9533676	0.93717533	0.9503491	0.94006693	0.94768167	0.9426698	2054-10-01	MLR
south	12	0.8198408	0.8580168	0.78906953	0.84430516	0.79770124	0.8319123	0.8078025	2054-10-01	MLR
south	26	1.0479347	1.0587667	1.036659	1.0550895	1.0396261	1.0519537	1.0435829	2054-10-01	MLR
