variant	date	location	median_R	R_lower_95	R_upper_95	R_lower_80	R_upper_80	R_lower_50	R_upper_50	model	analysis_date
22	2045-10-01	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-02	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-03	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-04	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-05	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-06	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-07	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-08	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-09	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-10	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-11	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-12	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-13	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-14	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-15	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-16	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-17	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-18	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-19	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-20	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-21	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-22	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-23	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-24	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-25	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-26	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-27	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-28	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-29	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-30	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
22	2045-10-31	north	617109.9	1.0	354071065.59999865	1.0	93794201.60000014	1.0	13016062.25	MLR	2046-10-01
