location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
tropics	11	1.0354658	1.0937188	0.9815254	1.0748527	1.0030776	1.0587901	1.0206101	2037-04-01	MLR
tropics	28	1.0446477	1.1033338	0.9865304	1.0845932	1.0047003	1.065918	1.0261079	2037-04-01	MLR
tropics	7	0.99546087	1.0532953	0.94272757	1.0356022	0.9624985	1.0159093	0.9793435	2037-04-01	MLR
tropics	5	0.72388864	0.88946015	0.5925344	0.83253765	0.6334305	0.78518635	0.6715222	2037-04-01	MLR
tropics	15	0.8759669	0.9524923	0.7925064	0.9227848	0.81544095	0.9005192	0.84352374	2037-04-01	MLR
tropics	23	0.7925827	0.94786906	0.65615726	0.89607406	0.69796765	0.8434461	0.74492234	2037-04-01	MLR
