location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
tropics	19	1.0145949	1.0235536	1.0060208	1.0206604	1.0092795	1.0177982	1.0114688	2028-04-01	MLR
tropics	13	1.0632923	1.0738794	1.054011	1.0702037	1.0575786	1.0666838	1.060507	2028-04-01	MLR
tropics	18	1.1024053	1.112738	1.0910541	1.1088766	1.0950834	1.1061316	1.0985732	2028-04-01	MLR
tropics	25	1.0262473	1.0433785	1.009956	1.0379161	1.0158144	1.0320871	1.0208936	2028-04-01	MLR
