location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	17	0.8180903	0.83168346	0.80376387	0.82724804	0.80857456	0.8228457	0.8130746	2051-10-01	MLR
south	14	0.73554116	0.76336217	0.7120904	0.75442284	0.71933407	0.74507374	0.72661495	2051-10-01	MLR
south	10	0.8920677	0.9071415	0.8758387	0.9009949	0.8803071	0.896965	0.88586825	2051-10-01	MLR
