location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	22	0.98698497	1.0147253	0.96188986	1.0054082	0.9708835	0.9972419	0.9779948	2047-04-01	MLR
south	20	0.93629944	0.96871144	0.9091448	0.9581407	0.91924113	0.9475899	0.92725855	2047-04-01	MLR
south	21	0.8775215	0.9033068	0.8548646	0.8949371	0.8608208	0.88631	0.868461	2047-04-01	MLR
south	9	1.0765116	1.1128997	1.0478262	1.099504	1.056579	1.0880314	1.0655526	2047-04-01	MLR
