location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	19	0.8381998	0.853884	0.8219893	0.84945774	0.8276325	0.8445591	0.83254915	2028-10-01	MLR
south	2	0.29110712	0.3547453	0.24417436	0.3320661	0.26183432	0.31140816	0.27514413	2028-10-01	MLR
south	25	0.69957125	0.81616247	0.6038729	0.76799613	0.63401353	0.7351558	0.66603875	2028-10-01	MLR
south	18	0.9095969	0.9170675	0.90221626	0.91466665	0.90479344	0.9123722	0.9071224	2028-10-01	MLR
