location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
tropics	3	0.8309318	0.8762057	0.7830946	0.8635138	0.79557484	0.8478891	0.8111794	2044-10-01	MLR
tropics	20	0.95088637	0.96793634	0.9348104	0.96187854	0.93977153	0.95639354	0.9460273	2044-10-01	MLR
