pivot_date	model	location	inference_method	iterations	learning_rate	num_samples	num_iterations	initial_loss	final_loss	min_loss	total_improvement	converged	relative_change	threshold	window	final_iteration
2026-10-01	FGA	north	InferFullRank	50000		500	50000	83319.96875	210.83853149414062		83109.1328125	True	0.04869132488965988	0.01	100	50000
2027-04-01	FGA	north	InferFullRank	50000		500	50000	327327.03125	387.02923583984375	356.85894775390625	326940.0	True	0.043760985136032104	0.01	100	50000
2027-10-01	FGA	north	InferFullRank	50000		500	50000		432.3582458496094			True	0.02206658571958542	0.01	100	50000
2028-04-01	FGA	north	InferFullRank	50000		500	50000	65895.59375	306.12353515625		65589.46875	True	0.0005298726609908044	0.01	100	50000
2029-04-01	FGA	north	InferFullRank	50000		500	50000		996.184814453125			True	0.014190660789608955	0.01	100	50000
2029-10-01	FGA	north	InferFullRank	50000		500	50000		998.017578125			True	0.08315713703632355	0.01	100	50000
2030-04-01	FGA	north	InferFullRank	50000		500	50000		527.65625			True	0.008879298344254494	0.01	100	50000
2030-10-01	FGA	north	InferFullRank	50000		500	50000	37704.8359375	241.59170532226562		37463.24609375	True	0.012767220847308636	0.01	100	50000
2031-04-01	FGA	north	InferFullRank	50000		500	50000	189999.921875	257.647216796875	249.26904296875	189742.28125	True	0.028401914983987808	0.01	100	50000
2031-10-01	FGA	north	InferFullRank	50000		500	50000	334222.25	348.9034423828125	329.64727783203125	333873.34375	True	0.04038125276565552	0.01	100	50000
2032-04-01	FGA	north	InferFullRank	50000		500	50000	321902.0625	767.9071655273438	744.9630126953125	321134.15625	True	0.0001756254059728235	0.01	100	50000
2032-10-01	FGA	north	InferFullRank	50000		500	50000	15121.1240234375	646.579345703125	636.567626953125	14474.544921875	True	0.004121309611946344	0.01	100	50000
2033-04-01	FGA	north	InferFullRank	50000		500	50000	168544.921875	785.7705688476562		167759.15625	True	0.011955699883401394	0.01	100	50000
2033-10-01	FGA	north	InferFullRank	50000		500	50000	82931.4375	810.7569580078125	802.445068359375	82120.6796875	True	0.002287834184244275	0.01	100	50000
2034-04-01	FGA	north	InferFullRank	50000		500	50000					False		0.01	100	50000
2034-10-01	FGA	north	InferFullRank	50000		500	50000	679956.75	428.1539611816406		679528.625	True	0.02011190541088581	0.01	100	50000
2036-04-01	FGA	north	InferFullRank	50000		500	50000	20015.115234375				False		0.01	100	50000
2036-10-01	FGA	north	InferFullRank	50000		500	50000	244210.6875	971.091064453125		243239.59375	True	0.0015036729164421558	0.01	100	50000
2037-04-01	FGA	north	InferFullRank	50000		500	50000	108934.609375	1271.616455078125		107662.9921875	True	0.01355232484638691	0.01	100	50000
2037-10-01	FGA	north	InferFullRank	50000		500	50000	505694.0625	964.33203125		504729.71875	True	0.0027181641198694706	0.01	100	50000
2038-04-01	FGA	north	InferFullRank	50000		500	50000	5263.2314453125	399.7914733886719		4863.43994140625	True	0.025449534878134727	0.01	100	50000
2041-04-01	FGA	north	InferFullRank	50000		500	50000	142335.75	605.775634765625	596.1800537109375	141729.96875	True	0.008244091644883156	0.01	100	50000
2041-10-01	FGA	north	InferFullRank	50000		500	50000		915.097900390625			True	0.0030419144313782454	0.01	100	50000
2042-04-01	FGA	north	InferFullRank	50000		500	50000		642.4384765625			True	0.04269200563430786	0.01	100	50000
