variant	pivot_date	model	location	mae	normalized_mae	max_r_data	correlation	sign_disagreement_rate	overestimation_rate	n_points	total_sequences	total_smoothed_sequences	mean_variant_frequency	mean_smoothed_variant_frequency	max_variant_frequency	max_smoothed_variant_frequency
12	2026-10-01	FGA	north	0.0024052414944512462	0.07235810273736341	0.03324080377261269	0.9914215533240702	0.0	0.6666666666666666	15	263.0	262.7849110307305	1.0	0.996496853652076	1.0	0.9980787489488432
12	2027-04-01	FGA	north	0.004345753234307798	0.10303914181774346	0.042175751443995955	0.9813999138746021	0.05	0.5	20	915.0	915.0818104890225	0.5825028298705431	0.57652763466872	1.0	0.9989787197333305
16	2027-04-01	FGA	north	0.003499884633738513	0.06184232090556044	0.05659368184262029	0.9973843595579313	0.0	0.6153846153846154	13	1303.0	1302.9998640058511	0.5537652094374788	0.5580403942540678	0.6857142857142857	0.6753957001595103
20	2027-04-01	FGA	north	0.004917570268558232	0.11042836674964364	0.044531766730798825	0.9996699492333201	0.0	1.0	7	122.0	121.91581390199259	0.07337595687985009	0.07260625780503628	0.10552763819095477	0.09523965690752202
12	2027-10-01	FGA	north	0.0028549003558299606	0.05680501725818458	0.05025789082774411	0.9972547638766259	0.05	0.7	20	976.0	975.9974284528071	0.35716763253036876	0.3382430555470769	0.6024096385542169	0.5076064229459909
16	2027-10-01	FGA	north	0.002651255151669829	0.045527252261752915	0.05823446441324392	0.9991454835830703	0.047619047619047616	0.8095238095238095	21	1719.0	1719.022389198736	0.5971096126310785	0.6023803893574634	0.9090909090909091	0.6680752435156442
20	2027-10-01	FGA	north	0.006122504050086392	0.13728477605072809	0.04459710847926842	0.9996749783158998	0.1	1.0	10	166.0	165.96539770239326	0.08365354453551506	0.08372582895579808	0.12264150943396226	0.10567716260644176
12	2028-04-01	FGA	north	0.006775422616572569	0.13350266770616523	0.050751215185340266	0.6452108198112269	0.0	0.25	4	67.0	66.88821626246984	0.22371736994248467	0.21688815457774094	0.25862068965517243	0.2275839476338511
16	2028-04-01	FGA	north	0.0023612385315783875	0.04315422750039592	0.054716273893599975	0.9375922429050546	0.0	0.3333333333333333	6	236.0	236.0893556833507	0.6911225435744243	0.6662508648535703	0.9090909090909091	0.6999256888491254
20	2028-04-01	FGA	north	0.0009062493846304469	0.04721664232254716	0.019193431384630446		0.0	0.0	1	13.0	12.803362316517982	0.12264150943396226	0.14280344095840605	0.12264150943396226	0.14280344095840605
5	2029-04-01	FGA	north	0.01602969935976658	0.14514040930658306	0.11044270466336302	0.8824229923235372	0.05	0.5	20	2317.0	2316.9824560329566	0.5606764620226554	0.5535444752386853	0.74	0.7424038339089974
20	2029-04-01	FGA	north	0.014247734654294996	0.2224908660735067	0.06403739131289919	0.8417223365514963	0.125	0.375	16	606.0	605.9845539824153	0.16330063722161012	0.16236597188670676	0.2608695652173913	0.21848495415981548
27	2029-04-01	FGA	north	0.016730989203743572	0.18600963162603476	0.0899468971444478	0.8609373483698378	0.1111111111111111	0.6111111111111112	18	1070.0	1070.0416370867745	0.29048190430806026	0.2816205823075142	0.4827586206896552	0.4068306586035079
5	2029-10-01	FGA	north	0.01392244399870335	0.12649227781660236	0.1100655647840346	0.9176422960392492	0.043478260869565216	0.17391304347826086	23	2372.0	2371.966320835041	0.5858934117922756	0.5839425867487346	0.8125	0.7489127061440252
20	2029-10-01	FGA	north	0.015257166093822208	0.2506739749008327	0.06086457957934398	0.7987220635211745	0.125	0.3125	16	606.0	605.9669153568966	0.16330063722161012	0.15369945269261714	0.2608695652173913	0.22045099005559443
27	2029-10-01	FGA	north	0.015855816834227217	0.17459127870518457	0.0908167747657167	0.8669620190020748	0.16666666666666666	0.2222222222222222	18	1070.0	1070.0065178930222	0.29048190430806026	0.27540674588005293	0.4827586206896552	0.41222688718013656
2	2030-04-01	FGA	north	0.004701370304402653	0.1732512201920288	0.027136145414685866	0.9741798418739531	0.09090909090909091	0.2727272727272727	11	227.0	226.98906683960269	0.9866666666666667	0.9649792036293399	1.0	1.0
5	2030-04-01	FGA	north	0.05106970308102413	0.924059923631301	0.05526665725349744	-1.0	0.0	0.0	2	32.0	31.888422762737346	0.7716346153846154	0.790329998695998	0.8125	0.803591036697177
2	2030-10-01	FGA	north	0.0017621263793928714	0.06423378347845252	0.027433015524984356	0.9932386205256996	0.10526315789473684	0.3157894736842105	19	355.0	354.97685349272354	0.9922807017543859	0.9746923820981952	1.0	0.9941435963403812
2	2031-04-01	FGA	north	0.03921784820351825	0.1688352246972418	0.23228475144238628	-0.4233339888803473	0.125	0.25	8	126.0	125.393302341813	0.7760746606334842	0.7561479990385656	1.0	0.9869703927723176
8	2031-04-01	FGA	north	0.006562064950467894	0.08691695411930277	0.07549810065204035	0.9704883557767374	0.0	0.1	10	1122.0	1122.017109614243	0.8715092072678562	0.8143229859736639	0.9715447154471545	0.9947981178827294
2	2031-10-01	FGA	north	0.010115967236648113	0.28353723882566617	0.03567773770579726	0.9999789808379773	0.0	0.0	3	48.0	47.87189144529877	0.08442360819559121	0.13180978386301845	0.1085972850678733	0.17852714350893253
8	2031-10-01	FGA	north	0.003298866263962493	0.04640861247523703	0.07108306169943608	0.9980944361548088	0.0	0.125	24	3009.0	3009.1680806811746	0.939099985499832	0.9069543620524071	1.0	1.0
8	2032-04-01	FGA	north	0.0032311317882365857	0.06637658150394979	0.04867879175194213	0.9953315502115777	0.0	0.6666666666666666	12	1301.0	1301.108941367545	0.9883682878141796	0.967671807587562	1.0	0.9871344647391984
15	2032-04-01	FGA	north	0.0432261476553762	0.75903713599602	0.05694865982894789		0.0	0.0	10	504.0	504.0428287172936	0.9602928463439857	0.9373652268757751	1.0	0.9995573557633672
15	2032-10-01	FGA	north	0.015929004827443142	0.2935494097043896	0.05426345378614109	0.9552783293104976	0.30434782608695654	0.4782608695652174	23	1494.0	1494.3517847762234	0.9817248978037552	0.9566257362743684	1.0	1.0
9	2033-04-01	FGA	north	0.015110760787910887	0.45741361516939966	0.03303522301651369	0.9158228317674749	0.0	1.0	4	54.0	53.54554250248011	0.3320165713618859	0.3119959408936846	0.3684210526315789	0.3699694656918154
15	2033-04-01	FGA	north	0.007725263270922559	0.21633617499844948	0.035709530645893724	0.8997734006881468	0.13043478260869565	0.6086956521739131	23	1000.0	999.6474269975603	0.8923051697336063	0.8871140175299144	1.0	0.9959503604491723
9	2033-10-01	FGA	north	0.0030856837746441553	0.09412165316950195	0.03278399465728895	0.9943987796504805	0.0625	0.0625	16	264.0	263.7569225947494	0.6183213518220341	0.5754036415415369	1.0	0.8501255747507966
15	2033-10-01	FGA	north	0.005198749242959371	0.1958197450190781	0.02654864677948015	0.9881689748021276	0.0	0.0	18	328.0	327.2963972557373	0.662889574684333	0.6464254927941542	1.0	0.9521856867192214
9	2034-04-01	FGA	north	0.1552543408592127	2.4280093874267674	0.06394305625966012	0.36767161504726875	0.5	1.0	30	1527.0	1526.9547234450692	0.5595600879278771	0.5576932221960095	1.0	0.8740526605077201
15	2034-04-01	FGA	north	0.17588324012207243	6.5652164050279636	0.02679016642732027	0.9358729794506886	1.0	1.0	4	51.0	50.87427575464369	0.37070074106364426	0.352901538167255	0.41935483870967744	0.4062169328362869
25	2034-04-01	FGA	north	0.17052247155278952	3.1965142067374424	0.05334638312990173	0.8442902146134327	0.2777777777777778	1.0	18	2057.0	2056.9804393549102	0.5630737804085784	0.5475152783568206	0.8034188034188035	0.8227694999081424
9	2034-10-01	FGA	north	0.0016110300184726237	0.029538313302539525	0.05454035245587693	0.9987029620030056	0.0	0.2857142857142857	21	1369.0	1369.0246934090624	0.45312554693880597	0.445467553507696	0.8076923076923077	0.7437428562190396
25	2034-10-01	FGA	north	0.0015006675983421645	0.026272685875761002	0.057118925923240686	0.9996675065957717	0.0	0.0	24	2232.0	2232.048004471738	0.625298681689333	0.6310400233808827	0.9230769230769231	0.8441135196362982
17	2036-04-01	FGA	north	0.025853983215409593	0.7150311810604485	0.036157840245604485		0.0	0.0	8	192.0	192.01992584705067	0.4076367475144649	0.4061996364879394	0.47435897435897434	0.4140582990969833
22	2036-04-01	FGA	north	0.01010599481631707	0.6016570821429437	0.016796934859176233		0.0	0.5	2	25.0	25.01078331016135	0.1527777777777778	0.13294123591654183	0.16666666666666666	0.17048565416959915
28	2036-04-01	FGA	north	0.19532266481334237	3.8115955872267593	0.051244330712287144	-0.9789947357089803	0.0	1.0	6	147.0	146.8878829791979	0.35963075571771225	0.34783315503460327	0.4222222222222222	0.45204174548107584
17	2036-10-01	FGA	north	0.013645881755581913	0.3903984177651398	0.034953732224886104	0.958138272182267	0.2222222222222222	0.7777777777777778	18	419.0	419.04807534250654	0.34662889243264594	0.34330533584671435	0.47435897435897434	0.39796146309001534
