variant	pivot_date	model	location	mae	normalized_mae	max_r_data	correlation	sign_disagreement_rate	overestimation_rate	n_points	total_sequences	total_smoothed_sequences	mean_variant_frequency	mean_smoothed_variant_frequency	max_variant_frequency	max_smoothed_variant_frequency
22	2036-10-01	FGA	north	0.009596094586393442	1.7144397261784943	0.005597218986393442		1.0	1.0	1	15.0	14.955264858680746	0.16666666666666666	0.11409955640643336	0.16666666666666666	0.11409955640643336
28	2036-10-01	FGA	north	0.012611266243049167	0.27034044524791667	0.04664957265822345	0.9663810490238086	0.19047619047619047	0.8571428571428571	21	659.0	658.9176564834053	0.5561583516778382	0.5372239482021229	0.875	0.726644901717314
6	2037-04-01	FGA	north	0.01046330533367617	0.2815653831712314	0.03716119224540115	0.995427882697453	0.3333333333333333	0.6666666666666666	12	311.0	311.0312468222936	0.20396111584148555	0.19501904909777493	0.2833333333333333	0.24067493555544947
17	2037-04-01	FGA	north	0.008699834429090902	0.2400169865298078	0.03624674467784165	0.9523649026375706	0.16	0.48	25	905.0	904.9974598792065	0.3590426832982097	0.3486703102501302	0.4772727272727273	0.4477773548767029
28	2037-04-01	FGA	north	0.0076411433863094345	0.2520933676669283	0.03031076722496362	0.8601715693327777	0.20588235294117646	0.5	34	1188.0	1188.0563507409508	0.5287999089296355	0.5177880698169742	0.875	0.7004849598553137
6	2037-10-01	FGA	north	0.0015107976404334523	0.040221003766622535	0.037562405185103565	0.9979451536759967	0.0	0.125	16	385.0	384.65203096994503	0.23325011428975204	0.21843898053206015	0.375	0.2788190634785826
17	2037-10-01	FGA	north	0.003062220391114931	0.07419338875073786	0.0412734940764446	0.9988241727450561	0.0	0.0	23	853.0	852.9002230717226	0.39830923787030653	0.3971728234602294	0.5454545454545454	0.5099071237147095
28	2037-10-01	FGA	north	0.003125870917074285	0.059737037943021404	0.052327183012586174	0.9962051126740941	0.0	0.375	24	823.0	822.6783777693549	0.43021942443602157	0.42078387170992076	0.7777777777777778	0.5764905835193211
6	2038-04-01	FGA	north	0.007658395548211346	0.17680521949458777	0.04331543814206107	1.0	0.0	1.0	2	30.0	29.855383418913586	0.3178294573643411	0.2931086004098718	0.3333333333333333	0.2965499236877265
17	2038-04-01	FGA	north	0.0025092797129490302	0.07230358316546731	0.034704776763366266	0.8984633270525093	0.0	0.25	4	59.0	58.54520231056674	0.43333912262871177	0.44372732679310495	0.5454545454545454	0.48982005450349364
28	2038-04-01	FGA	north	0.007633991299010462	0.15880238293072638	0.04807227170098954		0.0	0.0	1	18.0	17.983829705365203	0.35294117647058826	0.253533606263013	0.35294117647058826	0.253533606263013
6	2041-04-01	FGA	north	0.015768649727293013	0.4211794883145103	0.03743926322337421	0.9704056557989178	0.375	0.625	8	109.0	108.39146141477661	0.1095891091311172	0.11984926769608183	0.21568627450980393	0.1872272951336472
13	2041-04-01	FGA	north	0.008152920316345237	0.16058246343494698	0.05077092567861895	0.9615215383863149	0.07142857142857142	0.42857142857142855	14	1280.0	1279.9848968714239	0.8558055848251339	0.8448398078006998	0.9459459459459459	0.9339736687576264
6	2041-10-01	FGA	north	0.0018593611223884196	0.0475761089679779	0.039081824107135406	0.9991571965717017	0.0	0.1	10	134.0	133.88984321664245	0.10420713241216743	0.13977277051867815	0.21568627450980393	0.21272502208230368
13	2041-10-01	FGA	north	0.0013952368727798694	0.0272684071056848	0.05116679046826305	0.9984603952739759	0.0	0.11538461538461539	26	1981.0	1980.744436129109	0.8996561941697452	0.8730603134059348	1.0	0.9621016793771435
13	2042-04-01	FGA	north	0.0074296270396641525	0.1380233126286881	0.053828783689980106	0.9733178935516692	0.0	0.0	10	424.0	423.9803566722288	0.9581944033022675	0.9412242090132535	1.0	0.9682383411635896
10	2043-04-01	FGA	north	0.0016554301421804044	0.028162512867419484	0.05878133638051634	0.999207197783781	0.0	0.35	20	1914.0	1913.985810982335	0.552377521164524	0.5292401024385066	0.9333333333333333	0.7602001102910702
19	2043-04-01	FGA	north	0.001182422880245985	0.01870788241247986	0.06320452813286881	0.999468601328632	0.058823529411764705	0.35294117647058826	17	2072.0	2071.996199445475	0.4963250071794088	0.4960965883944683	0.7403846153846154	0.7213555702467735
10	2043-10-01	FGA	north	0.0017453048563226923	0.027559759686228515	0.06332801432934167	0.9990093131220792	0.0	0.2727272727272727	22	1941.0	1941.0002467579918	0.5226688997772536	0.5118374839340519	0.9333333333333333	0.762404972193073
19	2043-10-01	FGA	north	0.0018609049334563801	0.028740179265719992	0.06474924586416846	0.9992830871619177	0.045454545454545456	0.5	22	2228.0	2228.131280950265	0.5562313974724044	0.5566634503619061	0.8888888888888888	0.8090800369826313
4	2046-04-01	FGA	north	0.006567871695958036	0.09692961665551282	0.06775918364869023	0.9949143849247681	0.04	0.6	25	5851.0	5850.925421487947	0.9793466984866606	0.9836385010571211	1.0	0.9994007152331515
29	2046-04-01	FGA	north	0.03315315518138438	2.5868557171258146	0.0128160047589434	0.9943528407404856	0.0	0.0	4	51.0	50.77483460946547	0.9833333333333334	0.9658107174244656	1.0	1.0
4	2046-10-01	FGA	north	0.003723356585321881	0.05471866511829586	0.06804545719952022	0.9960753526204135	0.045454545454545456	0.45454545454545453	22	5818.0	5818.107968786615	0.9900168526759004	0.985141867578498	1.0	0.9990957431411075
11	2049-04-01	FGA	north	0.010885193257999694	0.27510127543838025	0.03956794907858528	0.9737827640901753	0.0	0.875	8	298.0	297.2869481875022	0.9287953149803896	0.9260829126973931	1.0	0.9523554634305288
11	2049-10-01	FGA	north	0.003233332042827538	0.07928529146830514	0.040780981982264465	0.9823119987417049	0.034482758620689655	0.5517241379310345	29	1005.0	1004.8819297033432	0.9581530356537807	0.932580988433899	1.0	0.9851501007479834
3	2050-04-01	FGA	north	0.006495389675199819	0.13177466894426068	0.049291641005353624	0.997464562615534	0.05555555555555555	0.5555555555555556	18	2600.0	2600.011304299548	0.62333830740303	0.6206578064482825	0.8402061855670103	0.9120831560753819
11	2050-04-01	FGA	north	0.012479977037174721	0.11452779219610192	0.10896898296795676	0.8102495495205796	0.06976744186046512	0.27906976744186046	43	1899.0	1898.7975943524132	0.6896021544369506	0.6822340175783875	1.0	0.9852742477391012
3	2050-10-01	FGA	north	0.0018884772888043502	0.03023131842724781	0.06246757955161643	0.9991286481944416	0.0	0.5384615384615384	26	2818.0	2817.990982992306	0.6780911891744587	0.6824631543517655	0.9333333333333333	0.9150149265458936
11	2050-10-01	FGA	north	0.00215273784701595	0.02869792201997606	0.0750137186071337	0.9994041446521815	0.0	0.5416666666666666	24	1313.0	1312.2980944345384	0.4394936426603622	0.43241823117524875	0.8888888888888888	0.8208534432763219
3	2051-04-01	FGA	north	0.0019571981525743063	0.0329727007203222	0.059358139000364574	0.895157592812557	0.0	1.0	5	84.0	84.02154515827272	0.8827705627705628	0.8397484710985553	0.9333333333333333	0.867562506514705
1	2052-04-01	FGA	north	0.011037363753398963	0.16517322761476932	0.06682295861615792	0.9989464724837267	0.14285714285714285	1.0	7	152.0	151.9167123020311	0.04461515412152324	0.041971601226569726	0.06578947368421052	0.05150177751169111
14	2052-04-01	FGA	north	0.013812974487948741	0.11255329405050127	0.12272385810184312	0.997816250568452	0.0	0.35294117647058826	17	832.0	831.906880106016	0.43509173903881615	0.4175214461014692	0.9411764705882353	0.736900410504114
18	2052-04-01	FGA	north	0.0031817060743932935	0.04217919092131063	0.07543307505184428	0.9961736215245162	0.0	0.6923076923076923	13	3609.0	3609.0076186501315	0.7085515614963834	0.6813110976365705	0.9066666666666666	0.9208281192029723
1	2052-10-01	FGA	north	0.001240134649631824	0.016932207368657002	0.07324116830316063	0.9995013825532362	0.0	0.1	10	190.0	189.79652781510077	0.05616168112749974	0.05125158803850248	0.10476190476190476	0.09031859726837814
14	2052-10-01	FGA	north	0.008736307622779774	0.11808642384207597	0.0739823202239011	0.9862289063757586	0.05555555555555555	0.2222222222222222	18	845.0	844.496014585562	0.41394182606106694	0.4097357753465077	0.9411764705882353	0.7638280355397191
18	2052-10-01	FGA	north	0.004559262417634164	0.06399680787831932	0.07124202860716025	0.9988613999742496	0.0	0.6666666666666666	21	4200.0	4199.9094225096715	0.7771994595884286	0.729497161827213	1.0	0.8983155143713264
1	2053-04-01	FGA	north	0.006258229627156817	0.18450904817000968	0.03391828037284318		0.0	0.0	1	11.0	10.928648364376881	0.10476190476190476	0.13575169313673446	0.10476190476190476	0.13575169313673446
18	2053-04-01	FGA	north	0.006973538398154291	0.0908732712349871	0.07673915886797536	-0.9326774809932489	0.0	0.5	6	238.0	237.69075686978962	0.8900678376477131	0.8750849446774479	1.0	0.9287328965240117
23	2053-04-01	FGA	north	0.011090352569323985	0.30576874083725886	0.03627039356265221	0.9879684770641121	0.0	0.8888888888888888	9	279.0	278.7953532509376	0.9895224171539962	0.975443859732056	1.0	1.0
23	2053-10-01	FGA	north	0.0020589329069723374	0.05551549909420706	0.03708753304151026	0.9942541845470421	0.0	0.4	20	581.0	580.9215754736786	0.9864287700959716	0.9864703514016989	1.0	0.994958731917383
7	2054-04-01	FGA	north	0.010616536143017045	0.17313122617063328	0.06132074714559975	0.9982144373053603	0.045454545454545456	0.5	22	3871.0	3870.8735287580316	0.9331306487189029	0.9336436813497765	0.9903225806451613	1.0
23	2054-04-01	FGA	north	0.016017092569654244	0.4847780595725079	0.03304005256297821	-0.7358302823758376	0.0	0.0	10	242.0	241.70492822657474	0.9822873647533468	0.9935917702449579	1.0	1.0
7	2054-10-01	FGA	north	0.0019188377720611035	0.02993809610082278	0.06409351368233361	0.9990948196726983	0.0	0.52	25	3941.0	3940.984120565944	0.9382978280154919	0.9405359440778018	1.0	1.0
23	2054-10-01	FGA	north	0.006069426381663171	0.21512038561740265	0.02821409214307475	0.9927353770322859	0.2	0.8	5	60.0	59.314761504448704	0.07882515963129642	0.06228994802083114	0.1896551724137931	0.11021084821030334
12	2027-04-01	FGA	south	0.0022966392765989656	0.06294780035646413	0.03648482176650233	0.9871114988065416	0.0	0.3157894736842105	19	390.0	389.82557129692844	0.8614862897226053	0.8518493693687241	1.0	0.8908278462819075
12	2027-10-01	FGA	south	0.0081788374330055	0.17085920266039356	0.04786887276573611	0.9320648976425487	0.041666666666666664	0.3333333333333333	24	517.0	517.008698710439	0.3654221676702214	0.36170502758303463	0.9166666666666666	0.8740393256085033
16	2027-10-01	FGA	south	0.004035713687164764	0.10107216147050944	0.03992903316253203	0.9983215991986139	0.05	1.0	20	1897.0	1896.9950773035353	0.6200019779768002	0.6135320231102602	0.7727272727272727	0.6925886242932164
20	2027-10-01	FGA	south	0.005076859917446577	0.1155121593480695	0.043950870160331945	0.9975426879988084	0.0	1.0	15	807.0	806.8976844621112	0.26833092100657846	0.2722912419028059	0.33668341708542715	0.31783969102282367
12	2028-04-01	FGA	south	0.00281226026334112	0.06283317481096934	0.04475757069098726	0.9990000524814294	0.0	0.1875	16	367.0	366.9873321615796	0.1323809905376636	0.11103479863645145	0.23728813559322035	0.14922070741747645
16	2028-04-01	FGA	south	0.0026770435102190637	0.046891972174084265	0.057089590949185594	0.9963886698965692	0.04	0.48	25	2013.0	2012.890071130131	0.6087118380846179	0.6196422428291036	0.7727272727272727	0.6727568043440025
20	2028-04-01	FGA	south	0.0020292104531199912	0.04383877293128822	0.04628803037668331	0.9993810154131763	0.05555555555555555	0.7777777777777778	18	876.0	875.8276092803657	0.28806959072903227	0.2747753903191836	0.45348837209302323	0.3639817537727422
16	2028-10-01	FGA	south	0.016402557227182344	0.2924190606165042	0.056092640447585725	1.0	0.0	0.0	2	36.0	36.16396814623968	0.6002331002331003	0.5840280803107214	0.6363636363636364	0.5886987664054449
20	2028-10-01	FGA	south	0.012740239277187704	0.23857742084367925	0.053400859277187705		0.0	1.0	1	14.0	13.889372337846964	0.358974358974359	0.35070467842000763	0.358974358974359	0.35070467842000763
27	2028-10-01	FGA	south	0.03749539493565579	0.6572297693966793	0.057050664290626454	1.0	0.5	0.5	2	27.0	26.83518516904646	0.7740384615384616	0.6644202833102377	0.9230769230769231	0.6980539644789133
27	2029-04-01	FGA	south	0.014837004946567894	0.2575492600296314	0.057608416133134596	0.6988996261820845	0.4	0.4	5	64.0	63.466466466632845	0.6768772893772894	0.5646281406214899	0.9230769230769231	0.6993266629933017
2	2029-10-01	FGA	south	0.013105429806203835	0.19975565099203263	0.06560730442978333	0.9996999336266258	0.16666666666666666	0.3333333333333333	12	1131.0	1131.0046383733627	0.3613787936030682	0.37011485512012277	0.6982248520710059	0.7074437829180736
5	2029-10-01	FGA	south	0.015100994387805902	0.1669035834213101	0.09047735272218141	0.9330712931474787	0.08695652173913043	0.391304347826087	23	2259.0	2258.8748674062235	0.6930420687235229	0.6829872672130559	0.9166666666666666	0.852136167690484
20	2029-10-01	FGA	south	0.010092595517625464	0.2807655881151305	0.0359466969772909	0.9997518047037924	0.2	0.1	10	188.0	187.99185328702322	0.0687009621808266	0.0636627142710458	0.09933774834437085	0.08834635466803656
27	2029-10-01	FGA	south	0.017462922124245404	0.786068746643595	0.02221551511723328	0.13311878070747274	0.6	0.4	5	60.0	59.788681975173574	0.3847435810333757	0.322944812069455	0.6875	0.5360561011100938
2	2030-04-01	FGA	south	0.012586416480199984	0.20034782962505834	0.0628228242040599	0.977131501493029	0.09523809523809523	0.5238095238095238	21	1520.0	1519.932432454983	0.539500809176155	0.5183987796165491	0.9166666666666666	0.8468296033998371
5	2030-04-01	FGA	south	0.01975329377591473	0.3307845382660071	0.05971649666415096	0.8999573476531866	0.25925925925925924	0.0	27	2330.0	2330.000185910567	0.6169638509928688	0.6204017833557729	0.9166666666666666	0.8813384587795446
20	2030-04-01	FGA	south	0.013324285948307186	0.3602354737741935	0.03698771197824691	0.9790594517956205	0.4166666666666667	0.0	12	216.0	215.92173522865917	0.07544018685456662	0.07071074605359175	0.13043478260869565	0.08116133602129978
27	2030-04-01	FGA	south	0.046732777476970744	2.1218995155194693	0.022024029476970748		1.0	0.0	1	13.0	12.95866660150994	0.05327868852459016	0.04960015627126095	0.05327868852459016	0.04960015627126095
2	2030-10-01	FGA	south	0.005582984638073174	0.1160754879397173	0.048097877830784085	0.4479570918820971	0.0	0.14285714285714285	7	195.0	194.89469076829891	0.7890244620635439	0.7874599173296961	0.9166666666666666	0.8302915139301582
5	2030-10-01	FGA	south	0.016535755666499802	0.32981468898767496	0.05013650458460247	1.0	0.0	0.0	2	31.0	31.036825481141584	0.20644300419367137	0.146785915511275	0.23255813953488372	0.1521581848029685
8	2031-10-01	FGA	south	0.0031219260206820114	0.05160358408716777	0.06049824011077438	0.996176588621816	0.0	0.391304347826087	23	4476.0	4475.977991366758	0.9926624698320469	0.982066702268014	1.0	1.0
8	2032-04-01	FGA	south	0.0025705302558339605	0.03976067709263467	0.06465006241833164	0.998950160040613	0.0	0.19230769230769232	26	4512.0	4512.14772256208	0.9865161009353419	0.985346344818194	1.0	0.9999345925825057
9	2033-10-01	FGA	south	0.03781679938071516	0.699846905038757	0.05403581713149234	-0.913691879801028	0.07142857142857142	1.0	14	1698.0	1697.873002075251	0.957213503632239	0.9716137423730945	0.9900990099009901	0.9989814479228087
9	2034-04-01	FGA	south	0.01809025131661276	0.32171918046235654	0.05622994342648292	0.9068451484986377	0.04	0.52	25	2566.0	2565.969113003186	0.9724839126915822	0.9622679116400833	1.0	0.9973159758347149
9	2034-10-01	FGA	south	0.003985214972797395	0.07088592298758102	0.05622011825247153	0.9732334621924843	0.0	0.1111111111111111	9	488.0	487.9979772516726	0.9929702759891439	0.9853992030069482	1.0	0.9943347433224697
25	2034-10-01	FGA	south	0.002924161129441387	0.09641199998774776	0.030329846179033688	0.9596790284165411	0.18181818181818182	0.18181818181818182	11	170.0	169.97327592698792	0.9286780697489957	0.9195134511586922	1.0	0.9454445128761619
25	2035-04-01	FGA	south	0.002608982371541405	0.08863765139720987	0.029434245271795754	0.978243708618219	0.0	0.07692307692307693	13	198.0	197.7325046687827	0.9345224692747913	0.8976851478837964	1.0	0.9053083215085752
22	2035-10-01	FGA	south	0.0034508499803825223	0.06782442995672613	0.050879159361667474	0.9935994144129411	0.07692307692307693	0.3076923076923077	13	991.0	990.9515955724403	0.9321391430275761	0.9362547035226849	0.9805825242718447	0.9595021940185197
25	2035-10-01	FGA	south	0.015172550735825565	1.8109048344381704	0.008378436264174434		0.0	0.0	1	14.0	13.928013162113006	0.9333333333333333	0.934399624081709	0.9333333333333333	0.934399624081709
17	2036-04-01	FGA	south	0.014991586244889318	0.5679993149324087	0.02639366958862142	1.0	0.0	0.0	2	21.0	20.980047467436535	0.08296075509190264	0.07839888217066973	0.09016393442622951	0.08617079485559838
22	2036-04-01	FGA	south	0.0020377262487488654	0.04111069551088779	0.049566815239338195	0.998154266223686	0.0	0.041666666666666664	24	1614.0	1613.954843928696	0.8974616672818181	0.8953304792573439	0.9805825242718447	0.9415247824886581
6	2036-10-01	FGA	south	0.2222652859626507	4.314818040496829	0.051512087850883743	-0.6512489429969973	0.45454545454545453	1.0	11	211.0	210.638927398989	0.06538584331447019	0.058428621865919995	0.10317460317460317	0.07208300912584858
17	2036-10-01	FGA	south	0.03490522657349405	0.6655035452677776	0.052449347297540375		0.0	0.4117647058823529	17	1218.0	1217.911061402282	0.3072144770552785	0.29222799736431737	0.34459459459459457	0.32373650775342705
22	2036-10-01	FGA	south	0.2319949559408558	6.277797208511497	0.03695483435277502	-0.8344481449427794	0.0	0.0	9	399.0	399.04383584232323	0.8510801366578663	0.8468209065629814	0.9242424242424242	0.9271489831958638
28	2036-10-01	FGA	south	0.040012142391251	0.7025901086150453	0.05694948149800094	-0.793961150843623	0.631578947368421	0.3684210526315789	19	2530.0	2530.009373813328	0.6197951581966606	0.6193947162982741	0.7105263157894737	0.6683225241681902
6	2037-04-01	FGA	south	0.02845612107111026	0.22208729298752936	0.12813034320116698	0.9661030759528453	0.09090909090909091	0.0	11	211.0	210.59188727110592	0.06538584331447019	0.058456204683804754	0.10317460317460317	0.12408869685600674
17	2037-04-01	FGA	south	0.004115633028104741	0.07374926630724564	0.055805748778010464	0.9928442613149697	0.05	0.4	20	1265.0	1264.8447394296531	0.3248731864647585	0.3062459996687323	0.46938775510204084	0.3175575916207442
28	2037-04-01	FGA	south	0.004862501138362187	0.07665240984452976	0.06343572430696641	0.9955941981229484	0.0	0.2608695652173913	23	2590.0	2590.143256363415	0.6029976148082823	0.6012597338331811	0.7105263157894737	0.6498695273927847
6	2041-10-01	FGA	south	0.022308792031594662	0.34810175985139086	0.06408698433790905	0.9998877551619707	0.2	0.2	5	66.0	65.61668795235933	0.06992216352983352	0.0651045246786623	0.10416666666666667	0.07401535872904653
13	2041-10-01	FGA	south	0.011233413621596059	0.2518648597402445	0.04460095637470588	0.9956036675211626	0.2631578947368421	0.42105263157894735	19	2266.0	2265.9968113342134	0.9596664077063237	0.9598019490987548	1.0	0.9922488208420099
6	2042-04-01	FGA	south	0.010981851369022863	0.2499690877727886	0.04393283772353846	0.9983475633630867	0.2	0.0	5	66.0	65.1829512761073	0.06992216352983352	0.03755761970697012	0.10416666666666667	0.05663996661593028
