date	country	cases
2051-10-07	north	28
2051-10-07	south	704
2051-10-07	tropics	132
2051-10-14	north	31
2051-10-14	south	493
2051-10-14	tropics	126
2051-10-21	north	34
2051-10-21	south	337
2051-10-21	tropics	117
2051-10-28	north	39
2051-10-28	south	228
2051-10-28	tropics	109
2051-11-04	north	46
2051-11-04	south	150
2051-11-04	tropics	103
2051-11-11	north	53
2051-11-11	south	99
2051-11-11	tropics	98
2051-11-18	north	65
2051-11-18	south	63
2051-11-18	tropics	94
2051-11-25	north	79
2051-11-25	south	40
2051-11-25	tropics	91
2051-12-02	north	100
2051-12-02	south	25
2051-12-02	tropics	87
2051-12-09	north	129
2051-12-09	south	15
2051-12-09	tropics	84
2051-12-16	north	169
2051-12-16	south	9
2051-12-16	tropics	80
2051-12-23	north	227
2051-12-23	south	6
2051-12-23	tropics	78
2051-12-30	north	313
2051-12-30	south	4
2051-12-30	tropics	80
2052-01-06	north	439
2052-01-06	south	3
2052-01-06	tropics	81
2052-01-13	north	632
2052-01-13	south	2
2052-01-13	tropics	85
2052-01-20	north	928
2052-01-20	south	2
2052-01-20	tropics	94
2052-01-27	north	1383
2052-01-27	south	3
2052-01-27	tropics	106
2052-02-03	north	2046
2052-02-03	south	4
2052-02-03	tropics	128
2052-02-10	north	2913
2052-02-10	south	6
2052-02-10	tropics	157
2052-02-17	north	3920
2052-02-17	south	9
2052-02-17	tropics	193
2052-02-24	north	4826
2052-02-24	south	14
2052-02-24	tropics	249
2052-03-02	north	5325
2052-03-02	south	19
2052-03-02	tropics	327
2052-03-09	north	5229
2052-03-09	south	26
2052-03-09	tropics	421
2052-03-16	north	4638
2052-03-16	south	33
2052-03-16	tropics	542
2052-03-23	north	3755
2052-03-23	south	41
2052-03-23	tropics	692
2052-03-30	north	2824
2052-03-30	south	49
2052-03-30	tropics	867
2052-04-06	north	2009
2052-04-06	south	59
2052-04-06	tropics	1075
2052-04-13	north	1383
2052-04-13	south	70
2052-04-13	tropics	1304
2052-04-20	north	925
2052-04-20	south	81
2052-04-20	tropics	1539
2052-04-27	north	599
2052-04-27	south	98
2052-04-27	tropics	1769
2052-05-04	north	383
2052-05-04	south	124
2052-05-04	tropics	1961
2052-05-11	north	241
2052-05-11	south	156
2052-05-11	tropics	2097
2052-05-18	north	150
2052-05-18	south	198
2052-05-18	tropics	2161
2052-05-25	north	93
2052-05-25	south	258
2052-05-25	tropics	2148
2052-06-01	north	58
2052-06-01	south	340
2052-06-01	tropics	2048
2052-06-08	north	38
2052-06-08	south	452
2052-06-08	tropics	1895
2052-06-15	north	24
2052-06-15	south	599
2052-06-15	tropics	1710
2052-06-22	north	15
2052-06-22	south	789
2052-06-22	tropics	1499
2052-06-29	north	10
2052-06-29	south	1032
2052-06-29	tropics	1287
2052-07-06	north	8
2052-07-06	south	1318
2052-07-06	tropics	1086
2052-07-14	north	7
2052-07-14	south	1642
2052-07-14	tropics	905
2052-07-21	north	6
2052-07-21	south	1983
2052-07-21	tropics	752
2052-07-27	north	5
2052-07-27	south	2296
2052-07-27	tropics	622
2052-08-03	north	5
2052-08-03	south	2518
2052-08-03	tropics	516
2052-08-10	north	6
2052-08-10	south	2623
2052-08-10	tropics	429
2052-08-17	north	6
2052-08-17	south	2572
2052-08-17	tropics	359
2052-08-25	north	6
2052-08-25	south	2384
2052-08-25	tropics	302
2052-09-01	north	6
2052-09-01	south	2090
2052-09-01	tropics	261
2052-09-07	north	6
2052-09-07	south	1751
2052-09-07	tropics	225
2052-09-14	north	6
2052-09-14	south	1412
2052-09-14	tropics	201
2052-09-21	north	6
2052-09-21	south	1099
2052-09-21	tropics	183
2052-09-28	north	6
2052-09-28	south	831
2052-09-28	tropics	177
