location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	date	model
north	0	0.9538467	0.96408004	0.9437296	0.96054935	0.9473215	0.95726883	0.9502233	2039-10-01	MLR
north	12	0.95837075	0.9684882	0.9486628	0.96533257	0.951717	0.961847	0.9547163	2039-10-01	MLR
north	21	1.0085497	1.0167906	0.9992087	1.0136666	1.0021725	1.0113533	1.0051835	2039-10-01	MLR
