location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
north	4	1.0353074	1.0925069	0.9786971	1.0766717	0.99712795	1.0578048	1.0141302	2046-10-01	MLR
north	29	0.8942058	0.95685256	0.8361471	0.9366961	0.8568662	0.91647494	0.87435347	2046-10-01	MLR
