location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	13	1.0132138	1.0418158	0.98429	1.0331311	0.9934738	1.0241829	1.0024085	2042-04-01	MLR
south	6	1.0201651	1.0493745	0.9902644	1.0402972	1.000484	1.031	1.0090022	2042-04-01	MLR
