location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	date	model
south	12	1.0546122	1.0701115	1.0363622	1.065638	1.0442351	1.0607932	1.0485282	2040-04-01	MLR
south	21	1.0942495	1.1096658	1.0817523	1.1045055	1.0867692	1.0998148	1.0900266	2040-04-01	MLR
south	0	1.0539238	1.0722541	1.035139	1.0654863	1.0416125	1.0603124	1.046187	2040-04-01	MLR
south	27	1.1079882	1.1237475	1.0955731	1.1189997	1.0991298	1.1135163	1.1032562	2040-04-01	MLR
