location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	6	1.01306	1.1357976	0.8989903	1.0949788	0.93868285	1.0552582	0.9747131	2037-10-01	MLR
south	17	1.058948	1.1760548	0.9695883	1.1206386	0.99965256	1.0898964	1.0318646	2037-10-01	MLR
south	28	1.0159771	1.122109	0.91904134	1.0793554	0.95836806	1.047091	0.9832555	2037-10-01	MLR
