location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	date	model
north	0	1.1886249	1.3091693	1.0787865	1.26422	1.1165615	1.2259805	1.1550008	2038-10-01	MLR
north	26	1.0681875	1.1786172	0.96201897	1.1272098	0.9980036	1.0939531	1.0289092	2038-10-01	MLR
north	9	0.7646928	0.87729734	0.67408365	0.83328414	0.7010557	0.8078984	0.7281221	2038-10-01	MLR
