location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	date	model
north	0	0.98310155	0.9931047	0.97280955	0.990051	0.97658956	0.9866487	0.9794756	2039-04-01	MLR
north	12	0.95700157	0.9657576	0.9491259	0.9631675	0.9514894	0.96046185	0.95444316	2039-04-01	MLR
north	21	0.99753463	1.0103256	0.9853955	1.0053153	0.9893473	1.0018461	0.99305946	2039-04-01	MLR
north	25	0.86431795	0.91686666	0.81331116	0.89773136	0.82963854	0.88058156	0.84492075	2039-04-01	MLR
