location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	date	model
north	2	0.9531464	1.0224147	0.8854843	1.0027515	0.9073022	0.9800277	0.9276422	2025-04-01	MLR
north	22	0.9429628	1.0202403	0.8694855	0.9959526	0.8930176	0.97007567	0.91508764	2025-04-01	MLR
