location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
tropics	2	0.9045705	0.91778976	0.89094627	0.9143884	0.8956677	0.90985566	0.89961785	2031-04-01	MLR
tropics	20	0.8540621	0.917659	0.80229086	0.8921325	0.8195958	0.87159514	0.8353962	2031-04-01	MLR
