location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	15	0.9808537	1.0018555	0.9603771	0.99478865	0.96767026	0.98887277	0.97358876	2033-10-01	MLR
south	9	1.0706053	1.0963036	1.0501972	1.0873723	1.0576519	1.0791944	1.064007	2033-10-01	MLR
south	25	1.0342371	1.0752867	0.9931207	1.0615182	1.0067239	1.0480711	1.0180478	2033-10-01	MLR
south	22	1.0156816	1.0644636	0.9753009	1.0459337	0.9885323	1.0311875	1.0010619	2033-10-01	MLR
