location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
north	14	1.0158641	1.0329076	1.000281	1.0269308	1.0059417	1.0216888	1.0105168	2052-10-01	MLR
north	26	0.96321905	0.9997604	0.9287732	0.9881962	0.9412901	0.9743152	0.9510564	2052-10-01	MLR
north	18	1.1605995	1.1774726	1.1462215	1.171143	1.1507506	1.1670495	1.1553817	2052-10-01	MLR
north	1	1.2102611	1.2322605	1.194184	1.224047	1.1990649	1.21649	1.2040082	2052-10-01	MLR
