location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	date	model
tropics	0	0.95967156	1.0039276	0.91515154	0.9871058	0.9336902	0.9740997	0.9469038	2039-10-01	MLR
