location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	date	model
south	12	1.0054959	1.0324998	0.9803564	1.0238936	0.9896617	1.0155532	0.99695903	2039-04-01	MLR
south	0	1.0053356	1.0341926	0.9814168	1.0246975	0.9894498	1.0157539	0.99702334	2039-04-01	MLR
south	21	1.0335515	1.0720568	0.99876666	1.0582347	1.0088456	1.0472919	1.0211095	2039-04-01	MLR
south	25	1.0139596	1.0865614	0.9528135	1.0596328	0.973387	1.0348192	0.9908308	2039-04-01	MLR
