location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	4	0.99426067	1.0129205	0.9751321	1.0071944	0.9807233	1.0011095	0.9870106	2048-04-01	MLR
south	24	0.9724757	0.99037457	0.95409226	0.98497593	0.960539	0.9793951	0.96584266	2048-04-01	MLR
