location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
tropics	7	0.94253707	0.94967246	0.9349566	0.9479947	0.9376347	0.9452802	0.93966746	2054-10-01	MLR
tropics	23	0.8719158	0.8948568	0.85239965	0.8857329	0.8588822	0.87867486	0.8660195	2054-10-01	MLR
