location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	date	model
tropics	0	1.0265895	1.0788107	0.97579247	1.0600709	0.99351186	1.043392	1.0112226	2038-10-01	MLR
tropics	26	0.92504394	0.9727317	0.8776309	0.95260984	0.89334846	0.93684787	0.90895665	2038-10-01	MLR
tropics	9	0.9842597	1.0801895	0.90391564	1.0447947	0.93048877	1.0200118	0.95325375	2038-10-01	MLR
