location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
north	16	0.9160301	0.9537984	0.87744135	0.9424934	0.8918177	0.93089205	0.9039602	2028-10-01	MLR
north	20	0.97929716	1.0078368	0.9527858	0.99909496	0.9620746	0.9896018	0.9712949	2028-10-01	MLR
north	27	1.021837	1.0571905	0.98687	1.0436293	0.99929583	1.0325835	1.010163	2028-10-01	MLR
north	12	0.9845649	1.0318528	0.9395451	1.0137013	0.95412284	0.99860466	0.96768457	2028-10-01	MLR
