date	location	variant	median_freq_nowcast	freq_upper_95	freq_lower_95	freq_upper_80	freq_lower_80	freq_upper_50	freq_lower_50	median_freq_forecast	freq_forecast_upper_95	freq_forecast_lower_95	freq_forecast_upper_80	freq_forecast_lower_80	freq_forecast_upper_50	freq_forecast_lower_50	model
2037-10-04	south	0	0.46214354	0.6877529	0.209997	0.62103355	0.30581367	0.54277277	0.37833238								MLR
2037-10-05	south	0	0.48085067	0.70018435	0.22504285	0.63485783	0.32232153	0.55923516	0.39764076								MLR
2037-10-06	south	0	0.500453	0.7126355	0.24081822	0.6497187	0.33957872	0.5750293	0.4156419								MLR
2037-10-07	south	0	0.5173864	0.72474706	0.25733396	0.66449463	0.35981053	0.59241563	0.43401513								MLR
2037-10-08	south	0	0.53490305	0.73499006	0.2745741	0.67973125	0.37792218	0.60887796	0.45298016								MLR
2037-10-09	south	0	0.5519599	0.7437445	0.29251516	0.6949784	0.39425004	0.6252953	0.47139966								MLR
2037-10-10	south	0	0.57057166	0.75245386	0.31112596	0.70961887	0.41115725	0.6397768	0.49148664								MLR
2037-10-11	south	0	0.5883908	0.76373523	0.33035168	0.723383	0.4307695	0.65366584	0.5130084								MLR
2037-10-12	south	0	0.60536695	0.77552366	0.34851712	0.7346278	0.45142567	0.667806	0.53196204								MLR
2037-10-13	south	0	0.6224724	0.7869704	0.3671357	0.7455446	0.47067323	0.6826037	0.55077326								MLR
2037-10-14	south	0	0.63868296	0.7979831	0.3861611	0.7540768	0.4903733	0.696455	0.57104135								MLR
2037-10-15	south	0	0.6535289	0.8080675	0.40554225	0.76391673	0.5100093	0.7114332	0.5889482								MLR
2037-10-16	south	0	0.67040837	0.8171015	0.4252566	0.7740801	0.52768296	0.7252994	0.60862166								MLR
2037-10-17	south	0	0.6859989	0.82585555	0.44610405	0.7846253	0.5465041	0.73867744	0.6273401								MLR
2037-10-18	south	0	0.70052713	0.83301395	0.46714547	0.79607356	0.5680049	0.7513474	0.64445484								MLR
2037-10-19	south	0	0.715897	0.8409705	0.48792413	0.8058425	0.58608115	0.76446223	0.6617388								MLR
2037-10-20	south	0	0.72947747	0.8490271	0.5101517	0.815249	0.60331136	0.7772757	0.6769875								MLR
2037-10-21	south	0	0.7440789	0.85665965	0.5337264	0.82531685	0.62351555	0.788991	0.69185114								MLR
2037-10-22	south	0	0.7581639	0.86365503	0.5570796	0.83451563	0.6407563	0.8010389	0.7079719								MLR
2037-10-23	south	0	0.7719263	0.8719579	0.57920426	0.8445787	0.65698636	0.81202227	0.722233								MLR
2037-10-24	south	0	0.7812799	0.8788221	0.6003342	0.85307795	0.6735466	0.82262266	0.7363836								MLR
2037-10-25	south	0	0.79391015	0.8854562	0.6215263	0.8609171	0.6893285	0.8328704	0.7505116								MLR
2037-10-26	south	0	0.8060533	0.8908538	0.6411796	0.8677606	0.70547414	0.8422576	0.7633152								MLR
