date	location	variant	median_freq_nowcast	freq_upper_95	freq_lower_95	freq_upper_80	freq_lower_80	freq_upper_50	freq_lower_50	median_freq_forecast	freq_forecast_upper_95	freq_forecast_lower_95	freq_forecast_upper_80	freq_forecast_lower_80	freq_forecast_upper_50	freq_forecast_lower_50	model
2038-10-17	north	0	0.53900784	0.64425355	0.41986158	0.6081903	0.45843172	0.573776	0.497325								MLR
2038-10-18	north	0	0.5381563	0.64280885	0.4199255	0.6067951	0.45794308	0.5725094	0.4968168								MLR
2038-10-19	north	0	0.53734076	0.64135456	0.41998285	0.6053754	0.45744798	0.5712356	0.49619102								MLR
2038-10-20	north	0	0.536518	0.6398906	0.4200334	0.60394686	0.45694622	0.56993544	0.49539423								MLR
2038-10-21	north	0	0.53568786	0.6384168	0.42007717	0.6024898	0.45643786	0.5685791	0.4945344								MLR
2038-10-22	north	0	0.53484464	0.63693327	0.420114	0.60100514	0.4559228	0.5673524	0.49401206								MLR
2038-10-23	north	0	0.53391075	0.6354397	0.42004856	0.59964544	0.4554009	0.56620276	0.49343005								MLR
2038-10-24	north	0	0.5330251	0.633936	0.41992503	0.5982181	0.45487225	0.5648122	0.4927333								MLR
2038-10-25	north	0	0.53215504	0.6324222	0.4197841	0.5967815	0.45433962	0.5632417	0.4920774								MLR
2038-10-26	north	0	0.5311174	0.63085914	0.4196238	0.59533566	0.45381746	0.56197196	0.49142608								MLR
2038-10-27	north	0	0.5300349	0.62924504	0.41945595	0.59388036	0.45328844	0.5607166	0.4907881								MLR
2038-10-28	north	0	0.5289444	0.62762064	0.41928038	0.5923849	0.45275238	0.5594398	0.49014518								MLR
2038-10-29	north	0	0.5278457	0.6259859	0.41909707	0.5908702	0.4522092	0.5581529	0.48949376								MLR
2038-10-30	north	0	0.52678347	0.62442726	0.4190547	0.58934575	0.45165882	0.55699337	0.48883364								MLR
2038-10-31	north	0	0.5258075	0.62291735	0.41898632	0.58781147	0.45110124	0.555782	0.48816463								MLR
2038-11-01	north	0	0.52484393	0.6213972	0.4189096	0.58626723	0.45053628	0.55448115	0.4874868								MLR
2038-11-02	north	0	0.52387124	0.6198665	0.4188245	0.58471304	0.45003402	0.5531521	0.4867999								MLR
2038-11-03	north	0	0.522805	0.6183254	0.41873077	0.58314866	0.44957796	0.55192107	0.48610386								MLR
2038-11-04	north	0	0.5217757	0.6167736	0.41862848	0.5815741	0.4491135	0.55072296	0.48530823								MLR
2038-11-05	north	0	0.52075195	0.6152111	0.41851732	0.5799892	0.44864035	0.54948604	0.48443335								MLR
2038-11-06	north	0	0.51961225	0.61351097	0.4183973	0.5783938	0.44815868	0.54822826	0.48363608								MLR
2038-11-07	north	0	0.51844347	0.611783	0.41826835	0.576788	0.44766828	0.5468938	0.4830419								MLR
2038-11-08	north	0	0.51731336	0.6100439	0.41813016	0.5753072	0.4471358	0.5455081	0.48247403								MLR
2038-11-09	north	0	0.5161738	0.6082935	0.41798282	0.57382464	0.44649917	0.5441131	0.4816034								MLR
2038-11-10	north	0	0.5150248	0.60653174	0.41782615	0.5723007	0.44580716	0.5426997	0.48061967								MLR
2038-11-11	north	0	0.5138662	0.60475856	0.41766	0.5706009	0.44498262	0.5412768	0.479852								MLR
2038-11-12	north	0	0.5127429	0.6029739	0.41748425	0.5688904	0.4445209	0.53975976	0.47909445								MLR
2038-11-13	north	0	0.5117253	0.6011775	0.41729882	0.56728554	0.44380948	0.53822386	0.47826296								MLR
2038-11-14	north	0	0.5106976	0.5993695	0.4171036	0.56582344	0.4431154	0.53673875	0.47735697								MLR
2038-11-15	north	0	0.5094808	0.5975498	0.4168984	0.5643506	0.44241446	0.535519	0.4762967								MLR
2038-11-16	north	0	0.50841874	0.59571815	0.41668314	0.56286687	0.44173768	0.5342696	0.47522768								MLR
2038-11-17	north	0	0.50741816	0.5938746	0.4164577	0.56137216	0.44105643	0.53269243	0.47416985								MLR
2038-11-18	north	0	0.50658655	0.592019	0.41622198	0.5598663	0.4405079	0.53104025	0.47314695								MLR
2038-11-19	north	0	0.5054798	0.5901514	0.4158641	0.55834925	0.43964627	0.5293538	0.47216892								MLR
2038-11-20	north	0	0.50428057	0.58827156	0.4154502	0.5568209	0.43884343	0.5278444	0.47102246								MLR
2038-11-21	north	0	0.5030385	0.58637947	0.4150129	0.5552811	0.43807164	0.52642643	0.47015405								MLR
2038-11-22	north	0	0.5017218	0.5844751	0.41455877	0.55372983	0.43760347	0.5249977	0.46927553								MLR
2038-11-23	north	0	0.5004846	0.5825583	0.41409412	0.5521347	0.43707284	0.5235582	0.46836355								MLR
2038-11-24	north	0	0.49931237	0.580629	0.41361895	0.5502628	0.43621236	0.52210766	0.46738538								MLR
2038-11-25	north	0	0.49814364	0.57868713	0.413133	0.5483794	0.43535697	0.52074224	0.4664276								MLR
2038-11-26	north	0	0.49674767	0.5767481	0.41263625	0.54644704	0.43464568	0.5192257	0.46548733								MLR
2038-11-27	north	0	0.49552083	0.5747977	0.41210288	0.5444979	0.4341299	0.5175999	0.4645064								MLR
2038-11-28	north	0	0.4942674	0.5728347	0.4114554	0.5427257	0.43360266	0.51637185	0.46339083								MLR
2038-11-29	north	0	0.4929582	0.5710065	0.41079736	0.5409026	0.4330637	0.5147758	0.46226397								MLR
2038-11-30	north	0	0.49164003	0.5692014	0.41008615	0.5389462	0.43233663	0.512997	0.4612382								MLR
2038-12-01	north	0	0.49025607	0.5673831	0.40935194	0.5372116	0.4315099	0.51142824	0.46035194								MLR
2038-12-02	north	0	0.4888931	0.5655515	0.4086522	0.53546077	0.4303996	0.5098372	0.459395								MLR
2038-12-03	north	0	0.4875178	0.56370664	0.40806216	0.5338199	0.42925376	0.5081614	0.4584258								MLR
2038-12-04	north	0	0.48605528	0.56184816	0.40746012	0.5321109	0.42825124	0.5064813	0.4574687								MLR
2038-12-05	north	0	0.48456562	0.55997616	0.40684593	0.5303905	0.42759797	0.5048876	0.4561885								MLR
2038-12-06	north	0	0.4831744	0.55809057	0.4062275	0.52864057	0.42693993	0.5032205	0.45484278								MLR
2038-12-07	north	0	0.4817402	0.5561913	0.40561283	0.5267498	0.42626947	0.50151044	0.4535396								MLR
2038-12-08	north	0	0.48027235	0.5541996	0.40498665	0.5249286	0.42540795	0.50003934	0.45204848								MLR
2038-12-09	north	0	0.47884777	0.55203795	0.40433177	0.52297115	0.4244903	0.49834168	0.45080447								MLR
2038-12-10	north	0	0.47714186	0.5498834	0.4035897	0.5210029	0.42351675	0.49656877	0.44972008								MLR
2038-12-11	north	0	0.47563627	0.5477151	0.40289414	0.51906395	0.42236575	0.49489248	0.4481812								MLR
2038-12-12	north	0	0.47402775	0.54553336	0.40212685	0.51720095	0.42140076	0.49325144	0.44661075								MLR
2038-12-13	north	0	0.47242975	0.543338	0.40124556	0.51532614	0.42050898	0.4915537	0.44529235								MLR
2038-12-14	north	0	0.47091585	0.5409108	0.40035376	0.5134398	0.41942737	0.48977295	0.44400793								MLR
2038-12-15	north	0	0.46938992	0.5385747	0.3994513	0.511434	0.4186219	0.48793975	0.442663								MLR
2038-12-16	north	0	0.46779215	0.53622574	0.39853823	0.5093663	0.41771793	0.4862373	0.44133213								MLR
2038-12-17	north	0	0.46614355	0.5338637	0.39761445	0.50728583	0.41687676	0.4846	0.4400025								MLR
2038-12-18	north	0	0.46455234	0.5315218	0.3966799	0.5051867	0.4156583	0.48306677	0.43869448								MLR
2038-12-19	north	0	0.4628983	0.5291673	0.39573464	0.5030621	0.41458148	0.4811552	0.4373736								MLR
2038-12-20	north	0	0.46125692	0.5267995	0.39477858	0.5009007	0.41351834	0.47948477	0.43603957								MLR
2038-12-21	north	0	0.45957208	0.52455807	0.3939192	0.49872655	0.41257122	0.4775936	0.4345859								MLR
2038-12-22	north	0	0.45786044	0.5224821	0.39305684	0.49653006	0.41191387	0.4758867	0.43335363								MLR
2038-12-23	north	0	0.45638078	0.5201947	0.39218336	0.494149	0.41092828	0.47414252	0.4320141								MLR
2038-12-24	north	0	0.4548328	0.51791626	0.3912988	0.49200258	0.40977255	0.4724102	0.4306742								MLR
2038-12-25	north	0	0.4529696	0.5156251	0.39040315	0.48996186	0.40862244	0.4707744	0.4294463								MLR
2038-12-26	north	0	0.45116937	0.5133213	0.38949624	0.48778504	0.4074961	0.46886086	0.42839667								MLR
2038-12-27	north	0	0.4494242	0.51110375	0.3885881	0.48566902	0.40662068	0.4671389	0.42699188								MLR
2038-12-28	north	0	0.44775245	0.50902617	0.38783512	0.4836026	0.40549922	0.46538234	0.42555842								MLR
2038-12-29	north	0	0.44614106	0.50693434	0.38706732	0.48152176	0.40449187	0.4636708	0.42412782								MLR
2038-12-30	north	0	0.44441563	0.5048282	0.38628462	0.47941008	0.40350714	0.4618111	0.42249823								MLR
2038-12-31	north	0	0.4427362	0.5027079	0.38544995	0.47751537	0.40251824	0.45983458	0.42082164								MLR
2039-01-01	north	0	0.44107482	0.5005733	0.38450426	0.475477	0.40149575	0.4580424	0.4196814								MLR
2039-01-02	north	0	0.43913496	0.4984245	0.38354197	0.4735732	0.4000981	0.45628828	0.41844705								MLR
2039-01-03	north	0	0.43713623	0.49626142	0.38241315	0.47141266	0.398817	0.4544503	0.4169285								MLR
2039-01-04	north	0	0.43546402	0.4940842	0.3811395	0.46913162	0.39730164	0.45269287	0.4154225								MLR
2039-01-05	north	0	0.43370104	0.49189278	0.3798516	0.46684095	0.39583066	0.45092326	0.4138005								MLR
2039-01-06	north	0	0.43178993	0.48968086	0.37854946	0.46452785	0.3945301	0.44918808	0.41203153								MLR
2039-01-07	north	0	0.42992648	0.48736185	0.3774508	0.46225545	0.39319718	0.44727775	0.41048038								MLR
2039-01-08	north	0	0.42810106	0.48502645	0.37649775	0.46026963	0.39172447	0.44522777	0.408925								MLR
2039-01-09	north	0	0.4264061	0.48267484	0.3753749	0.4582534	0.3903323	0.44329298	0.40743923								MLR
2039-01-10	north	0	0.42478865	0.48030695	0.374205	0.45630428	0.3888358	0.4413207	0.40601206								MLR
2039-01-11	north	0	0.42307428	0.4779228	0.37298837	0.45426834	0.38741335	0.43935102	0.4042769								MLR
2039-01-12	north	0	0.42119065	0.4755226	0.3715748	0.45206374	0.38606772	0.4371855	0.4025674								MLR
2039-01-13	north	0	0.41920325	0.47292596	0.37015244	0.44985083	0.38443595	0.43526435	0.40096802								MLR
2039-01-14	north	0	0.41722625	0.4702383	0.36872712	0.44755337	0.38289824	0.43317544	0.39930147								MLR
2039-01-15	north	0	0.41532874	0.46753895	0.36733058	0.44552785	0.38137004	0.43123105	0.39765257								MLR
2039-01-16	north	0	0.41338056	0.46514213	0.3659051	0.44364336	0.38005668	0.42927614	0.39600855								MLR
2039-01-17	north	0	0.41150594	0.46269953	0.36437133	0.44160938	0.37863553	0.42706066	0.39437765								MLR
2039-01-18	north	0	0.4092465	0.4601351	0.36306012	0.43933842	0.3772123	0.42449462	0.3928018								MLR
2039-01-19	north	0	0.4073642	0.45755112	0.36162195	0.43703791	0.37576568	0.42209712	0.3910309								MLR
2039-01-20	north	0	0.40541026	0.45497027	0.3602596	0.4344896	0.3743824	0.4198439	0.3892733								MLR
2039-01-21	north	0	0.40331703	0.45208302	0.35905346	0.43201625	0.37304336	0.41765106	0.3873426								MLR
2039-01-22	north	0	0.40135044	0.44915542	0.35775584	0.4295503	0.37169012	0.41552174	0.38577393								MLR
2039-01-23	north	0	0.3992377	0.44622597	0.356492	0.42707184	0.37015122	0.4132661	0.38392147								MLR
2039-01-24	north	0	0.3970536	0.44328973	0.35527304	0.4245811	0.36855105	0.41105315	0.3820795								MLR
2039-01-25	north	0	0.39496353	0.44057018	0.35401183	0.42214507	0.36704698	0.40895268	0.38034937								MLR
2039-01-26	north	0	0.39266485	0.43795246	0.35253546	0.41972163	0.36531517	0.4065563	0.37847584								MLR
2039-01-27	north	0	0.39049625	0.43533707	0.3510364	0.41718918	0.3637036	0.40443826	0.3767317								MLR
2039-01-28	north	0	0.38832062	0.4328231	0.34952205	0.41449302	0.36212844	0.40220904	0.37493712								MLR
2039-01-29	north	0	0.38635138	0.43033043	0.34785718	0.41199818	0.36045018	0.3999586	0.37301904								MLR
2039-01-30	north	0	0.38439423	0.42782474	0.34601423	0.40954155	0.3586993	0.39765453	0.37113816								MLR
2039-01-31	north	0	0.3822268	0.42530614	0.3441627	0.40697804	0.35713595	0.39542454	0.36930668								MLR
2039-02-01	north	0	0.38024065	0.42261428	0.3422901	0.40436447	0.3555965	0.39350885	0.36752638								MLR
2039-02-02	north	0	0.3784396	0.41990668	0.34066352	0.40187645	0.35404658	0.39123273	0.3657654								MLR
2039-02-03	north	0	0.3761937	0.41718656	0.33898962	0.39982194	0.35203215	0.3889048	0.3639907								MLR
2039-02-04	north	0	0.37394083	0.41441095	0.33715114	0.39743742	0.35011002	0.38674617	0.36209983								MLR
2039-02-05	north	0	0.37184143	0.4116094	0.33542153	0.39485413	0.34868228	0.38454863	0.3600433								MLR
2039-02-06	north	0	0.369841	0.40879807	0.3337121	0.39248577	0.34710544	0.38221002	0.3581754								MLR
2039-02-07	north	0	0.36771017	0.4059888	0.3317344	0.3903081	0.34534913	0.37996116	0.35607028								MLR
2039-02-08	north	0	0.36538976	0.4031108	0.33002925	0.38814864	0.34352347	0.3778	0.3539786								MLR
2039-02-09	north	0	0.36336717	0.4001785	0.3283093	0.38596177	0.34145862	0.3754443	0.35222298								MLR
2039-02-10	north	0	0.3611545	0.39768013	0.3265789	0.38349745	0.33959508	0.37299305	0.3500257								MLR
2039-02-11	north	0	0.35920563	0.39504078	0.32484046	0.38129306	0.33768207	0.37076128	0.34809107								MLR
2039-02-12	north	0	0.35710186	0.39222988	0.32309425	0.3786864	0.33591792	0.36818618	0.34612027								MLR
2039-02-13	north	0	0.35519254	0.3894094	0.32134032	0.3760888	0.3342884	0.3659408	0.34386668								MLR
2039-02-14	north	0	0.35303852	0.38677457	0.31963158	0.3737345	0.33264363	0.36351523	0.34180847								MLR
2039-02-15	north	0	0.35080063	0.38412106	0.3179821	0.3713023	0.33083606	0.36113364	0.33965343								MLR
2039-02-16	north	0	0.3485669	0.38146833	0.31632477	0.36891428	0.32914966	0.3587994	0.3376269								MLR
2039-02-17	north	0	0.3463788	0.37867054	0.31465968	0.36649156	0.32712305	0.35624358	0.33552983								MLR
2039-02-18	north	0	0.34412223	0.37589213	0.312987	0.36409816	0.32506043	0.35382223	0.33332765								MLR
2039-02-19	north	0	0.34189302	0.37335008	0.31130683	0.3616656	0.32318425	0.3514569	0.33111736								MLR
2039-02-20	north	0	0.33954328	0.37081417	0.3096193	0.3591895	0.32129008	0.34909853	0.32899952								MLR
2039-02-21	north	0	0.33706105	0.36827877	0.3075808	0.356681	0.31917194	0.34672746	0.32673863								MLR
2039-02-22	north	0	0.33469075	0.36573514	0.30581832	0.35392427	0.31726715	0.34432685	0.32454455								MLR
2039-02-23	north	0	0.3323595	0.36289287	0.3042194	0.35151494	0.3151219	0.34195125	0.32259828								MLR
2039-02-24	north	0	0.33005276	0.3599746	0.3024804	0.34910333	0.31298366	0.3393746	0.3202292								MLR
2039-02-25	north	0	0.3278681	0.3570517	0.3005678	0.3467531	0.31083426	0.33679968	0.31808695								MLR
2039-02-26	north	0	0.32548797	0.35432813	0.29855052	0.34429088	0.308679	0.33442867	0.3160476								MLR
2039-02-27	north	0	0.32322025	0.35205832	0.29674584	0.34175766	0.30647543	0.33199847	0.31388026								MLR
2039-02-28	north	0	0.32090056	0.34967822	0.29480225	0.3391742	0.3043788	0.32971627	0.3115954								MLR
2039-03-01	north	0	0.31856585	0.3470677	0.2927652	0.33657888	0.30213624	0.32727724	0.30918443								MLR
2039-03-02	north	0	0.31607538	0.34445122	0.2907209	0.33405802	0.29994184	0.32495356	0.30704647								MLR
2039-03-03	north	0	0.31369984	0.3417407	0.28866965	0.33162773	0.2978375	0.32251757	0.30500853								MLR
2039-03-04	north	0	0.31127	0.3390245	0.28661165	0.32895777	0.2955486	0.32011166	0.3025986								MLR
2039-03-05	north	0	0.3089999	0.33630246	0.28454727	0.32640982	0.29311758	0.31781486	0.30018452								MLR
