location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	date	model
south	22	0.91880393	0.9303378	0.90708363	0.92594993	0.9111991	0.9222154	0.9144953	2045-04-01	MLR
south	5	0.9271961	0.936451	0.9167526	0.9336021	0.9200427	0.9303754	0.92341864	2045-04-01	MLR
south	10	0.33632255	0.36969185	0.30385828	0.36061516	0.31516123	0.34958825	0.32510698	2045-04-01	MLR
