location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	date	model
north	0	1.0012181	1.0075462	0.994091	1.005065	0.9964371	1.0032294	0.9987117	2040-04-01	MLR
north	12	0.9839208	0.9928566	0.9755101	0.9899698	0.97843134	0.98704284	0.98088443	2040-04-01	MLR
north	21	1.0259886	1.0325576	1.0191345	1.0305489	1.0215008	1.0283223	1.0235746	2040-04-01	MLR
north	27	1.0296376	1.036753	1.0228639	1.0339612	1.02468	1.0318187	1.026806	2040-04-01	MLR
north	29	1.048572	1.0785664	1.0163572	1.0664706	1.0273807	1.0584605	1.0377438	2040-04-01	MLR
