location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
south	13	1.0468646	1.0609323	1.031351	1.056752	1.036203	1.051824	1.0414103	2041-10-01	MLR
south	6	1.0254076	1.0392649	1.0113294	1.0341462	1.0159999	1.030273	1.0203285	2041-10-01	MLR
