location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50	analysis_date	model
tropics	2	1.035725	1.057466	1.0153974	1.0510702	1.0233415	1.0435373	1.0277228	2030-04-01	MLR
tropics	5	0.95592767	0.9784264	0.936613	0.97201645	0.943422	0.9643115	0.94902253	2030-04-01	MLR
tropics	27	0.8845407	0.942267	0.83498025	0.91793907	0.848602	0.9028188	0.865265	2030-04-01	MLR
tropics	20	1.0012888	1.0232304	0.9812381	1.0166951	0.98703957	1.008559	0.99333173	2030-04-01	MLR
