date	country	cases
2052-10-06	north	5
2052-10-06	south	615
2052-10-06	tropics	168
2052-10-13	north	5
2052-10-13	south	443
2052-10-13	tropics	169
2052-10-19	north	5
2052-10-19	south	315
2052-10-19	tropics	172
2052-10-26	north	6
2052-10-26	south	222
2052-10-26	tropics	181
2052-11-02	north	7
2052-11-02	south	156
2052-11-02	tropics	193
2052-11-10	north	7
2052-11-10	south	109
2052-11-10	tropics	209
2052-11-17	north	8
2052-11-17	south	74
2052-11-17	tropics	225
2052-11-24	north	11
2052-11-24	south	50
2052-11-24	tropics	246
2052-11-30	north	13
2052-11-30	south	34
2052-11-30	tropics	267
2052-12-07	north	16
2052-12-07	south	23
2052-12-07	tropics	294
2052-12-14	north	19
2052-12-14	south	16
2052-12-14	tropics	324
2052-12-22	north	25
2052-12-22	south	12
2052-12-22	tropics	356
2052-12-29	north	33
2052-12-29	south	9
2052-12-29	tropics	394
2053-01-05	north	44
2053-01-05	south	6
2053-01-05	tropics	426
2053-01-11	north	56
2053-01-11	south	6
2053-01-11	tropics	460
2053-01-18	north	73
2053-01-18	south	5
2053-01-18	tropics	488
2053-01-26	north	93
2053-01-26	south	4
2053-01-26	tropics	517
2053-02-02	north	119
2053-02-02	south	4
2053-02-02	tropics	553
2053-02-09	north	149
2053-02-09	south	4
2053-02-09	tropics	580
2053-02-16	north	185
2053-02-16	south	4
2053-02-16	tropics	601
2053-02-22	north	227
2053-02-22	south	4
2053-02-22	tropics	623
2053-03-01	north	268
2053-03-01	south	5
2053-03-01	tropics	631
2053-03-09	north	311
2053-03-09	south	6
2053-03-09	tropics	635
2053-03-16	north	345
2053-03-16	south	7
2053-03-16	tropics	634
2053-03-23	north	374
2053-03-23	south	7
2053-03-23	tropics	625
2053-03-30	north	389
2053-03-30	south	8
2053-03-30	tropics	612
2053-04-05	north	399
2053-04-05	south	10
2053-04-05	tropics	597
2053-04-12	north	393
2053-04-12	south	12
2053-04-12	tropics	569
2053-04-20	north	373
2053-04-20	south	15
2053-04-20	tropics	543
2053-04-27	north	346
2053-04-27	south	18
2053-04-27	tropics	514
2053-05-04	north	314
2053-05-04	south	22
2053-05-04	tropics	491
2053-05-11	north	276
2053-05-11	south	27
2053-05-11	tropics	461
2053-05-17	north	237
2053-05-17	south	34
2053-05-17	tropics	425
2053-05-25	north	200
2053-05-25	south	42
2053-05-25	tropics	397
2053-06-01	north	165
2053-06-01	south	53
2053-06-01	tropics	368
2053-06-08	north	136
2053-06-08	south	67
2053-06-08	tropics	344
2053-06-15	north	110
2053-06-15	south	88
2053-06-15	tropics	325
2053-06-22	north	89
2053-06-22	south	116
2053-06-22	tropics	301
2053-06-28	north	73
2053-06-28	south	154
2053-06-28	tropics	282
2053-07-06	north	60
2053-07-06	south	198
2053-07-06	tropics	262
2053-07-13	north	49
2053-07-13	south	257
2053-07-13	tropics	249
2053-07-20	north	40
2053-07-20	south	343
2053-07-20	tropics	238
2053-07-27	north	34
2053-07-27	south	453
2053-07-27	tropics	222
2053-08-03	north	30
2053-08-03	south	597
2053-08-03	tropics	209
2053-08-09	north	27
2053-08-09	south	767
2053-08-09	tropics	202
2053-08-17	north	24
2053-08-17	south	967
2053-08-17	tropics	195
2053-08-24	north	23
2053-08-24	south	1190
2053-08-24	tropics	188
2053-08-31	north	24
2053-08-31	south	1414
2053-08-31	tropics	182
2053-09-07	north	25
2053-09-07	south	1607
2053-09-07	tropics	179
2053-09-14	north	27
2053-09-14	south	1753
2053-09-14	tropics	177
2053-09-21	north	31
2053-09-21	south	1821
2053-09-21	tropics	177
2053-09-28	north	37
2053-09-28	south	1795
2053-09-28	tropics	179
