date	country	cases
2052-04-06	north	367011
2052-04-06	south	34638
2052-04-06	tropics	205954
2052-04-13	north	259963
2052-04-13	south	43669
2052-04-13	tropics	184514
2052-04-20	north	179083
2052-04-20	south	56090
2052-04-20	tropics	163434
2052-04-27	north	121040
2052-04-27	south	73182
2052-04-27	tropics	143161
2052-05-04	north	79061
2052-05-04	south	97493
2052-05-04	tropics	126221
2052-05-11	north	51023
2052-05-11	south	130684
2052-05-11	tropics	109581
2052-05-18	north	33152
2052-05-18	south	177285
2052-05-18	tropics	95016
2052-05-25	north	20817
2052-05-25	south	243398
2052-05-25	tropics	81832
2052-06-01	north	13467
2052-06-01	south	332502
2052-06-01	tropics	70268
2052-06-08	north	8550
2052-06-08	south	445902
2052-06-08	tropics	60884
2052-06-15	north	5558
2052-06-15	south	584430
2052-06-15	tropics	51980
2052-06-22	north	3868
2052-06-22	south	737469
2052-06-22	tropics	45445
2052-06-29	north	2928
2052-06-29	south	879257
2052-06-29	tropics	39100
2052-07-06	north	2556
2052-07-06	south	983423
2052-07-06	tropics	33821
2052-07-14	north	2338
2052-07-14	south	1026129
2052-07-14	tropics	30272
2052-07-21	north	2193
2052-07-21	south	996372
2052-07-21	tropics	26681
2052-07-27	north	2045
2052-07-27	south	897570
2052-07-27	tropics	23439
2052-08-03	north	1891
2052-08-03	south	765297
2052-08-03	tropics	20936
2052-08-10	north	1613
2052-08-10	south	612538
2052-08-10	tropics	18622
2052-08-17	north	1456
2052-08-17	south	473435
2052-08-17	tropics	16504
2052-08-25	north	1266
2052-08-25	south	353413
2052-08-25	tropics	14057
2052-09-01	north	1150
2052-09-01	south	254814
2052-09-01	tropics	12392
2052-09-07	north	950
2052-09-07	south	178816
2052-09-07	tropics	10912
2052-09-14	north	756
2052-09-14	south	122818
2052-09-14	tropics	9435
2052-09-21	north	651
2052-09-21	south	82143
2052-09-21	tropics	8666
2052-09-28	north	502
2052-09-28	south	55418
2052-09-28	tropics	7410
2052-10-06	north	447
2052-10-06	south	35711
2052-10-06	tropics	6273
2052-10-13	north	345
2052-10-13	south	22631
2052-10-13	tropics	5649
2052-10-19	north	311
2052-10-19	south	14511
2052-10-19	tropics	4996
2052-10-26	north	277
2052-10-26	south	8810
2052-10-26	tropics	4358
2052-11-02	north	243
2052-11-02	south	5225
2052-11-02	tropics	3726
2052-11-10	north	197
2052-11-10	south	3198
2052-11-10	tropics	3183
2052-11-17	north	208
2052-11-17	south	1801
2052-11-17	tropics	2806
2052-11-24	north	203
2052-11-24	south	988
2052-11-24	tropics	2499
2052-11-30	north	220
2052-11-30	south	531
2052-11-30	tropics	2495
2052-12-07	north	202
2052-12-07	south	301
2052-12-07	tropics	2267
2052-12-14	north	225
2052-12-14	south	164
2052-12-14	tropics	2081
2052-12-22	north	186
2052-12-22	south	104
2052-12-22	tropics	1993
2052-12-29	north	173
2052-12-29	south	64
2052-12-29	tropics	1724
2053-01-05	north	155
2053-01-05	south	48
2053-01-05	tropics	1609
2053-01-11	north	116
2053-01-11	south	28
2053-01-11	tropics	1432
2053-01-18	north	94
2053-01-18	south	19
2053-01-18	tropics	1464
2053-01-26	north	70
2053-01-26	south	13
2053-01-26	tropics	1395
2053-02-02	north	81
2053-02-02	south	10
2053-02-02	tropics	1373
2053-02-09	north	75
2053-02-09	south	10
2053-02-09	tropics	1497
2053-02-16	north	97
2053-02-16	south	11
2053-02-16	tropics	1618
2053-02-22	north	97
2053-02-22	south	19
2053-02-22	tropics	1487
2053-03-01	north	94
2053-03-01	south	11
2053-03-01	tropics	1466
2053-03-09	north	128
2053-03-09	south	18
2053-03-09	tropics	1439
2053-03-16	north	151
2053-03-16	south	11
2053-03-16	tropics	1624
2053-03-23	north	100
2053-03-23	south	1
2053-03-23	tropics	1648
2053-03-30	north	91
2053-03-30	south	0
2053-03-30	tropics	1867
