date	country	cases
2046-04-06	north	39
2046-04-06	south	0
2046-04-06	tropics	13
2046-04-13	north	41
2046-04-13	south	0
2046-04-13	tropics	14
2046-04-20	north	40
2046-04-20	south	0
2046-04-20	tropics	13
2046-04-27	north	37
2046-04-27	south	0
2046-04-27	tropics	14
2046-05-04	north	37
2046-05-04	south	1
2046-05-04	tropics	14
2046-05-11	north	34
2046-05-11	south	1
2046-05-11	tropics	15
2046-05-18	north	30
2046-05-18	south	1
2046-05-18	tropics	16
2046-05-25	north	26
2046-05-25	south	2
2046-05-25	tropics	17
2046-06-01	north	23
2046-06-01	south	2
2046-06-01	tropics	17
2046-06-08	north	20
2046-06-08	south	2
2046-06-08	tropics	18
2046-06-15	north	16
2046-06-15	south	3
2046-06-15	tropics	20
2046-06-22	north	13
2046-06-22	south	3
2046-06-22	tropics	21
2046-06-29	north	11
2046-06-29	south	4
2046-06-29	tropics	22
2046-07-06	north	9
2046-07-06	south	4
2046-07-06	tropics	22
2046-07-13	north	8
2046-07-13	south	5
2046-07-13	tropics	25
2046-07-20	north	6
2046-07-20	south	5
2046-07-20	tropics	26
2046-07-27	north	5
2046-07-27	south	6
2046-07-27	tropics	28
2046-08-03	north	4
2046-08-03	south	8
2046-08-03	tropics	31
2046-08-10	north	4
2046-08-10	south	9
2046-08-10	tropics	34
2046-08-17	north	3
2046-08-17	south	10
2046-08-17	tropics	36
2046-08-24	north	3
2046-08-24	south	11
2046-08-24	tropics	38
2046-08-31	north	3
2046-08-31	south	12
2046-08-31	tropics	40
2046-09-07	north	3
2046-09-07	south	13
2046-09-07	tropics	44
2046-09-14	north	3
2046-09-14	south	14
2046-09-14	tropics	48
2046-09-21	north	3
2046-09-21	south	15
2046-09-21	tropics	51
2046-09-28	north	3
2046-09-28	south	16
2046-09-28	tropics	53
2046-10-05	north	3
2046-10-05	south	16
2046-10-05	tropics	57
2046-10-12	north	4
2046-10-12	south	15
2046-10-12	tropics	60
2046-10-19	north	4
2046-10-19	south	14
2046-10-19	tropics	64
2046-10-26	north	5
2046-10-26	south	13
2046-10-26	tropics	72
2046-11-02	north	6
2046-11-02	south	11
2046-11-02	tropics	76
2046-11-09	north	8
2046-11-09	south	9
2046-11-09	tropics	81
2046-11-16	north	10
2046-11-16	south	9
2046-11-16	tropics	84
2046-11-23	north	12
2046-11-23	south	7
2046-11-23	tropics	90
2046-11-30	north	16
2046-11-30	south	6
2046-11-30	tropics	96
2046-12-07	north	21
2046-12-07	south	4
2046-12-07	tropics	105
2046-12-14	north	27
2046-12-14	south	3
2046-12-14	tropics	111
2046-12-21	north	37
2046-12-21	south	3
2046-12-21	tropics	119
2046-12-28	north	50
2046-12-28	south	3
2046-12-28	tropics	126
2047-01-04	north	66
2047-01-04	south	2
2047-01-04	tropics	135
2047-01-11	north	88
2047-01-11	south	2
2047-01-11	tropics	144
2047-01-18	north	115
2047-01-18	south	2
2047-01-18	tropics	152
2047-01-25	north	150
2047-01-25	south	2
2047-01-25	tropics	162
2047-02-01	north	195
2047-02-01	south	2
2047-02-01	tropics	172
2047-02-08	north	249
2047-02-08	south	2
2047-02-08	tropics	183
2047-02-15	north	307
2047-02-15	south	2
2047-02-15	tropics	196
2047-02-22	north	372
2047-02-22	south	2
2047-02-22	tropics	209
2047-03-01	north	437
2047-03-01	south	3
2047-03-01	tropics	217
2047-03-08	north	496
2047-03-08	south	3
2047-03-08	tropics	225
2047-03-15	north	549
2047-03-15	south	4
2047-03-15	tropics	236
2047-03-22	north	589
2047-03-22	south	5
2047-03-22	tropics	246
2047-03-29	north	608
2047-03-29	south	5
2047-03-29	tropics	256
