date	country	cases
2026-04-05	north	173
2026-04-05	south	4
2026-04-05	tropics	237
2026-04-12	north	168
2026-04-12	south	5
2026-04-12	tropics	229
2026-04-19	north	157
2026-04-19	south	5
2026-04-19	tropics	220
2026-04-26	north	147
2026-04-26	south	6
2026-04-26	tropics	212
2026-05-03	north	130
2026-05-03	south	7
2026-05-03	tropics	204
2026-05-10	north	111
2026-05-10	south	9
2026-05-10	tropics	196
2026-05-17	north	97
2026-05-17	south	11
2026-05-17	tropics	187
2026-05-24	north	83
2026-05-24	south	13
2026-05-24	tropics	178
2026-05-31	north	69
2026-05-31	south	16
2026-05-31	tropics	167
2026-06-07	north	57
2026-06-07	south	20
2026-06-07	tropics	158
2026-06-14	north	47
2026-06-14	south	23
2026-06-14	tropics	152
2026-06-21	north	39
2026-06-21	south	31
2026-06-21	tropics	143
2026-06-28	north	32
2026-06-28	south	38
2026-06-28	tropics	136
2026-07-05	north	27
2026-07-05	south	49
2026-07-05	tropics	129
2026-07-12	north	21
2026-07-12	south	62
2026-07-12	tropics	122
2026-07-19	north	17
2026-07-19	south	77
2026-07-19	tropics	116
2026-07-26	north	14
2026-07-26	south	94
2026-07-26	tropics	111
2026-08-02	north	12
2026-08-02	south	114
2026-08-02	tropics	106
2026-08-09	north	11
2026-08-09	south	141
2026-08-09	tropics	101
2026-08-16	north	9
2026-08-16	south	165
2026-08-16	tropics	97
2026-08-23	north	8
2026-08-23	south	190
2026-08-23	tropics	93
2026-08-30	north	8
2026-08-30	south	219
2026-08-30	tropics	90
2026-09-06	north	8
2026-09-06	south	242
2026-09-06	tropics	86
2026-09-13	north	8
2026-09-13	south	266
2026-09-13	tropics	84
2026-09-20	north	8
2026-09-20	south	282
2026-09-20	tropics	82
2026-09-27	north	10
2026-09-27	south	295
2026-09-27	tropics	80
2026-10-04	north	11
2026-10-04	south	299
2026-10-04	tropics	78
2026-10-11	north	12
2026-10-11	south	291
2026-10-11	tropics	77
2026-10-18	north	15
2026-10-18	south	277
2026-10-18	tropics	75
2026-10-25	north	19
2026-10-25	south	260
2026-10-25	tropics	74
2026-11-01	north	23
2026-11-01	south	239
2026-11-01	tropics	75
2026-11-08	north	28
2026-11-08	south	218
2026-11-08	tropics	76
2026-11-15	north	37
2026-11-15	south	191
2026-11-15	tropics	74
2026-11-22	north	48
2026-11-22	south	166
2026-11-22	tropics	74
2026-11-29	north	64
2026-11-29	south	138
2026-11-29	tropics	72
2026-12-06	north	89
2026-12-06	south	115
2026-12-06	tropics	72
2026-12-13	north	119
2026-12-13	south	97
2026-12-13	tropics	72
2026-12-20	north	166
2026-12-20	south	81
2026-12-20	tropics	72
2026-12-27	north	233
2026-12-27	south	68
2026-12-27	tropics	74
2027-01-03	north	323
2027-01-03	south	56
2027-01-03	tropics	76
2027-01-10	north	456
2027-01-10	south	45
2027-01-10	tropics	76
2027-01-17	north	630
2027-01-17	south	38
2027-01-17	tropics	79
2027-01-24	north	862
2027-01-24	south	32
2027-01-24	tropics	83
2027-01-31	north	1137
2027-01-31	south	29
2027-01-31	tropics	86
2027-02-07	north	1446
2027-02-07	south	27
2027-02-07	tropics	92
2027-02-14	north	1761
2027-02-14	south	26
2027-02-14	tropics	100
2027-02-21	north	2046
2027-02-21	south	26
2027-02-21	tropics	107
2027-02-28	north	2236
2027-02-28	south	28
2027-02-28	tropics	115
2027-03-07	north	2305
2027-03-07	south	29
2027-03-07	tropics	124
2027-03-14	north	2240
2027-03-14	south	32
2027-03-14	tropics	135
2027-03-21	north	2048
2027-03-21	south	36
2027-03-21	tropics	146
2027-03-28	north	1781
2027-03-28	south	42
2027-03-28	tropics	156
