strain	date	country
7a4ff3a3	6.1975	0
594c9797	6.2243	0
fa3d345	6.224	0
483f28a	6.2099	0
47e939c2	6.2399	0
37ff50b1	6.2519	0
70ea8276	6.2636	0
48571e28	6.2601	0
30168c76	6.2417	0
fa75674	6.3106	0
539250ed	6.3522	0
522b3172	6.3765	0
46acbf3d	6.4624	0
4cde8a25	6.5913	0
76f8ea7a	6.7992	0
66b528c3	6.8233	0
4d74439a	6.9166	0
4f152379	6.9566	0
b8801d0	6.9616	0
14acea7c	6.9454	0
47965ad1	6.9639	0
69c71ad8	7.004	0
6388d0f3	6.9963	0
1a644be7	7.0045	0
78e4066b	7.0261	0
2fdc49f8	7.0161	0
3729e9ab	7.0362	0
7ceae2ba	7.0441	0
30a76628	7.0331	0
3256d312	7.049	0
7e6fa8e5	7.0543	0
2ef3c262	7.0647	0
7837c94e	7.0487	0
224f9ad3	7.0698	0
2a54f331	7.0747	0
7692ec36	7.0808	0
6ae74d70	7.0862	0
2f061727	7.0907	0
6a3a432	7.0971	0
2473e894	7.0945	0
61fc9236	7.1039	0
3b0f5f7d	7.1177	0
4fbb5714	7.1141	0
25e77e02	7.116	0
4e529808	7.1262	0
5846a0c7	7.1121	0
7c5c2529	7.1288	0
15acc646	7.1383	0
5611287e	7.1489	0
1eea6214	7.1458	0
115cfc6	7.1538	0
61ddd0ba	7.1606	0
255b427f	7.1463	0
6aa3ed5f	7.1541	0
43da2d27	7.1534	0
1820a8b1	7.148	0
12731601	7.1626	0
1c8ecbcb	7.1755	0
2628bffa	7.1803	0
6147e016	7.1857	0
71d298e0	7.1874	0
20aa3f39	7.191	0
7d0e3ba7	7.1974	0
5b181371	7.193	0
3eb6b63e	7.2061	0
afa715b	7.2079	0
750a9f8	7.2084	0
5a5cdf92	7.2093	0
43422794	7.2248	0
593d1fa0	7.1969	0
71fbea08	7.2171	0
dbfdf85	7.2153	0
64e6f4ab	7.2289	0
a674af9	7.2255	0
358bef4d	7.2305	0
64b30fac	7.199	0
6a29d710	7.2271	0
6973bc02	7.2493	0
4cde81	7.2371	0
375583cc	7.2516	0
7a6fdc75	7.2577	0
2cda6332	7.247	0
4ce49403	7.2101	0
42878dc	7.2557	0
37112954	7.2526	0
3c064db	7.245	0
6909a9ae	7.2727	0
5a1cd03d	7.2667	0
1b3b97ef	7.2843	0
153c8e21	7.2669	0
17a936f3	7.2717	0
40117631	7.306	0
90ebd3c	7.2753	0
6973d618	7.3107	0
142b239a	7.3012	0
3af665ba	7.3278	0
4f10dc4f	7.3498	0
37a33aba	7.3047	0
394b10fb	7.3275	0
65662f10	7.361	0
191cd01c	7.36	0
11071180	7.3733	0
28189471	7.4813	0
4ecf67da	7.7818	0
12d70966	7.8768	0
7de4b921	7.9987	0
3f13c91d	8.0198	0
2ff6d10e	8.1828	0
7f8bfd1c	8.1617	0
2def92e3	8.2638	0
5475bec7	8.3824	0
1b35b442	8.9774	0
53ce5885	8.9757	0
209d07	9.0525	0
3f322bcb	9.0926	0
1ef2cdc1	9.1569	0
3341f7d3	9.1932	0
240ab605	9.1886	0
65c0439	9.2774	0
195ab930	9.2884	0
2799358f	9.2739	0
58d6df33	9.2769	0
706fc07e	9.2916	0
8b539c5	9.3099	0
577b37e3	9.3145	0
2aa43ce8	9.3132	0
1755dc45	9.3319	0
7c31a4cd	9.3363	0
29380fcb	9.326	0
5b6c0030	9.3364	0
5f36ddd3	9.3454	0
462bc8ef	9.2917	0
5a6a106a	9.3466	0
31b61890	9.3549	0
322bea0a	9.3576	0
78436c82	9.3668	0
c141b5d	9.3556	0
7e6f851d	9.3751	0
5f537a3	9.335	0
47533708	9.3854	0
4fa9fd1b	9.3992	0
f77d11c	9.3847	0
72c33d96	9.4154	0
15d92285	9.4079	0
a563c1d	9.4313	0
2777dbd8	9.4265	0
2b993541	9.4277	0
717a0edd	9.4407	0
3f652d28	9.4432	0
7c96c73	9.4439	0
467cdd07	9.4605	0
2e22d7a0	9.4567	0
33d85055	9.4286	0
32ebfab2	9.4686	0
7a0dea16	9.4832	0
25b67058	9.4742	0
61aa18a7	9.4815	0
793ef92e	9.4785	0
45156674	9.4842	0
3c752df2	9.4765	0
4b728289	9.4988	0
309f2069	9.5055	0
4ff85261	9.5117	0
3f21e77d	9.5102	0
776127db	9.4631	0
743f2f79	9.5192	0
330c3c63	9.5272	0
65085734	9.529	0
68d63d20	9.5398	0
174316b4	9.5462	0
465d3e7f	9.5325	0
6eae67c9	9.5512	0
ac566e4	9.5456	0
4ea9a179	9.5349	0
7416876d	9.5561	0
9b0cf4b	9.5375	0
c995612	9.5444	0
6bfb2da1	9.5662	0
29e84680	9.5478	0
6b649dea	9.5691	0
3e4cd4f2	9.5496	0
52511a17	9.5825	0
3df9c8c9	9.5862	0
5119886e	9.5936	0
1c95530f	9.5925	0
d6b0989	9.5944	0
5046bb07	9.5686	0
2f3388bf	9.6139	0
6e9b20f9	9.6119	0
64cbdc86	9.6219	0
3077fecc	9.6154	0
33f1ada8	9.6215	0
55cb3dfc	9.6211	0
5e980e82	9.6367	0
50253ad0	9.633	0
40b22fd4	9.6329	0
1c1b75fb	9.6543	0
35987a3b	9.6603	0
64b31082	9.6616	0
7e59221	9.6559	0
1c0d3f29	9.6751	0
49c21be4	9.7025	0
38b95dc8	9.7086	0
3b18c1e8	9.7087	0
2f134572	9.7056	0
62a99c36	9.7304	0
2c421357	9.7309	0
458e864e	9.7352	0
1d3f2c44	9.7196	0
28b71	9.739	0
342f6110	9.7485	0
e678a3b	9.7296	0
38989330	9.7637	0
7c07ad1c	9.7378	0
39077341	9.7742	0
77b0125	9.7794	0
1c785083	9.7971	0
454144a8	9.7895	0
215088b2	9.8008	0
7d4913f4	9.7903	0
1e07d78c	9.7805	0
49d8d989	9.8096	0
60895b2a	9.8179	0
7ac0ba3f	9.8167	0
47427764	9.8204	0
5895ad62	9.8262	0
3869ade9	9.7055	0
22480846	9.8328	0
5f44d22b	9.8347	0
15dbf58	9.8455	0
5be6ccf3	9.8361	0
1da48073	9.8515	0
5a0c8d3e	9.857	0
3b0c246	9.8654	0
47cc7b58	9.8653	0
6b26da2e	9.8831	0
3389da9a	9.8382	0
7e30902b	9.8461	0
42ac7af	9.8755	0
5399382a	9.8765	0
60c66686	9.8982	0
5650a616	9.8878	0
64bcf72c	9.8965	0
506c55ab	9.8893	0
41f77999	9.9034	0
990bdcb	9.9037	0
7842f0bc	9.9089	0
2fda4b72	9.9024	0
59fd0fc4	9.9133	0
60c85662	9.9214	0
3410697a	9.9181	0
48ac96c8	9.9396	0
139df7e9	9.9298	0
6920d97c	9.9399	0
30c749bc	9.9122	0
6abe9a18	9.9344	0
2de03996	9.9405	0
1a5de55b	9.9376	0
3ff1f65c	9.8671	0
40739e0e	9.927	0
b2969a2	9.9526	0
3de6952d	9.9559	0
5b32830f	9.9693	0
3ffcef2c	9.9557	0
690b1a40	9.9698	0
6cdd75ef	9.9798	0
786a5e5e	9.9733	0
746dd439	9.9778	0
54e9d2a4	9.9742	0
7d146e02	9.955	0
6fab2496	9.9739	0
3f0c8fe8	9.9838	0
b5c0169	9.9868	0
1fed74f3	9.9801	0
2244600d	9.9764	0
6e7a5eeb	9.9764	0
302e0f31	9.9899	0
5d5f0fb0	9.9875	0
31d9380	9.9835	0
58f59cd5	9.9971	0
1cd17bd7	9.9881	0
6b81ef43	10.0003	0
316769c8	10.0081	0
5f53e1a2	10.0135	0
3a32515b	9.9784	0
6164e9fa	10.0218	0
38f9298	10.0202	0
618d4f3e	10.0229	0
55391185	9.9976	0
231582b2	10.008	0
1683fd73	10.0316	0
70f6cf4	10.033	0
596ff555	10.0201	0
72e37ce5	10.0362	0
7dee9936	10.0288	0
674c4495	10.0287	0
379457e2	10.0296	0
13dabae1	9.9989	0
b687179	10.0415	0
60a13035	9.9949	0
74b78a77	10.0368	0
723dfbc7	10.043	0
495064e3	10.0524	0
674747c6	10.038	0
1f91bf3a	10.0485	0
353a6246	10.0654	0
21793447	10.066	0
22406a2d	10.0688	0
2c1bf8d0	10.0552	0
581f8f4e	10.0731	0
465d40d1	10.0783	0
7aac3644	10.0804	0
35c25235	10.0719	0
6f183a7d	10.07	0
49ee3865	10.0767	0
102115c8	10.0861	0
1fd58c10	10.0833	0
5f61e453	10.0807	0
331ceb1f	10.0855	0
42b0bb70	10.0833	0
1d4767af	10.078	0
416af917	10.0899	0
3f2263f2	10.0908	0
4f83eb5a	10.0926	0
2d6a8a	10.0694	0
72c6252f	10.091	0
471e787	10.0858	0
415f1359	10.0874	0
643e3e5d	10.0912	0
331e600d	10.0948	0
15861606	10.0855	0
392f6210	10.0876	0
3c192639	10.0818	0
3bbd793a	10.1085	0
5363fb12	10.0992	0
c6da580	10.0924	0
604598f	10.1071	0
dfe398e	10.1156	0
2ed8b22e	10.1045	0
6e49c0a3	10.131	0
16a6ca8	10.1245	0
9b3dad5	10.1305	0
24c5f156	10.1353	0
9c8d321	10.1031	0
220b3552	10.1178	0
63a51590	10.1263	0
273d085f	10.1441	0
279c2a47	10.146	0
7c574c00	10.152	0
2a821bde	10.1534	0
2daabf83	10.1527	0
51bea590	10.1563	0
6cb79081	10.1576	0
2df4e162	10.1332	0
476789a8	10.1496	0
f4d1fb8	10.1745	0
362391c9	10.1666	0
21354301	10.1819	0
32013f88	10.1784	0
514581e3	10.1861	0
4f9cdac1	10.1877	0
23a90bc0	10.1781	0
5f94ad06	10.1713	0
7134c61e	10.1839	0
78f66f11	10.1907	0
3fa1cbe	10.2078	0
1f8eb712	10.2146	0
42d3ec85	10.2175	0
771f9961	10.2253	0
1f8e25b6	10.2136	0
286756b3	10.2599	0
7544172d	10.2288	0
2942a771	10.2582	0
56088bbd	10.2514	0
73614111	10.253	0
4282b8a5	10.2866	0
5557e36d	10.3075	0
2fae7381	10.302	0
1ae0bba8	10.3269	0
7ed92f57	10.3321	0
f3daa89	10.955	0
393fb872	11.2723	0
461287b5	11.5161	0
363a513f	11.5504	0
34523520	11.6133	0
57dea507	11.6662	0
796d7b	11.9187	0
5daf390c	11.9447	0
1ebdfd6f	11.9657	0
787da618	12.0832	0
b5ae125	12.0727	0
600087d5	12.0656	0
34f8b25e	12.0752	0
43bc9dcb	12.1317	0
199b0c54	12.1443	0
202df078	12.1839	0
5001e7af	12.2039	0
19790a1e	12.243	0
575be046	12.3034	0
6428b8dc	12.3202	0
11690796	12.3547	0
42757c50	12.3788	0
438a55b9	12.4274	0
2b762b04	12.4999	0
411fae66	12.5906	0
258e45f	12.6841	0
1fa651a	12.6795	0
2e0fc13f	12.7051	0
534062bd	12.7609	0
4dd3cb17	12.7507	0
3618232e	12.7526	0
73e3e6e4	12.7841	0
3bf6a62e	12.7915	0
58ed9921	12.8062	0
611dd275	12.8043	0
455b296e	12.8115	0
bab43eb	12.8162	0
4304180d	12.8253	0
660e777c	12.8498	0
6d1e6fc2	12.8645	0
66ba7e	12.862	0
44442e91	12.8708	0
11367c44	12.865	0
3804ee0c	12.8719	0
16f07b9c	12.8783	0
4bd64c01	12.8821	0
50289ee7	12.8999	0
1416ed0a	12.8677	0
2f5af0a5	12.8997	0
3e292466	12.9125	0
30c415d8	12.9075	0
64ca8529	12.9025	0
9c341c	12.8977	0
7a80dd62	12.9105	0
68680a68	12.9226	0
1550f954	12.9161	0
3097bd1b	12.9237	0
15d897d8	12.9316	0
71cfdff6	12.918	0
4935c264	12.9364	0
74abe99	12.9377	0
566349a1	12.9386	0
46a271d8	12.9408	0
32b5cdcb	12.9406	0
134155d6	12.9376	0
6ed718ff	12.9441	0
18cb6b8d	12.9508	0
661cb3e6	12.947	0
4b9589a1	12.9667	0
3c609a45	12.9651	0
4b2dc036	12.9661	0
2c48cf27	12.9679	0
13485496	12.9708	0
45563ea4	12.9782	0
28c2afe8	12.9741	0
4f624fd6	12.9647	0
3a977773	12.9738	0
56c35530	12.9747	0
3ab8afd5	12.9793	0
47ef7616	12.9685	0
9ba0d0a	12.9481	0
2ce6145f	12.982	0
7969c2b5	12.9782	0
29c69763	12.9819	0
7c17ef	12.982	0
7b2ddaee	12.9807	0
4e8b5836	12.9858	0
1a5ff7e8	12.9861	0
5040e3d	12.9848	0
32843021	12.9886	0
3a96048a	12.9801	0
35af186a	12.9792	0
33a4c857	12.9753	0
157e0596	12.9887	0
570b733f	12.9799	0
5ce2f61	12.987	0
15cbdcbd	12.9953	0
1c0ada6a	12.9898	0
5a8891f2	12.9927	0
388d8188	12.9631	0
23edf405	12.9999	0
33a66aba	13.0102	0
3c958335	13.0075	0
2aceb3c4	12.9816	0
34a01ac5	12.9969	0
4387e818	13.006	0
5907c456	13.017	0
ffcebf6	12.9851	0
3f958e34	12.981	0
7fae6773	13.0053	0
72db1b92	13.02	0
56570afa	13.0174	0
228475ae	13.0249	0
6290c643	13.0294	0
5e9ae5ab	13.0298	0
57ccb08d	13.0324	0
7b808cbe	13.0138	0
60b4873f	12.9942	0
37594528	13.0341	0
2688bb7b	13.0153	0
1e578919	13.0084	0
25af3c33	13.0321	0
6eb31cd2	13.0248	0
528ca60d	13.0362	0
220c3daf	13.0229	0
3b23d2f2	13.0415	0
3407a023	13.0422	0
2b75be9f	13.0322	0
243de8b2	13.0104	0
72da9204	13.0346	0
3632ee7a	13.0481	0
12fbe668	13.0506	0
3624819f	13.0488	0
4d410e21	13.0537	0
7b37de2e	13.0315	0
7d5c6af2	13.0465	0
6eec3d78	13.0507	0
4ed08e85	13.0506	0
3ed37b32	13.0506	0
1a83df1e	13.0508	0
3a063bc9	13.0679	0
12ba323e	13.0607	0
29942ace	13.0586	0
3b1d9be0	13.0568	0
21cfb2bd	13.0763	0
2de97989	13.0716	0
7faa7a39	13.077	0
7f2d9173	13.0713	0
5b7cdde3	13.0696	0
7b4aaec8	13.0786	0
766bcc52	13.0612	0
1229f325	13.0815	0
4a16b61d	13.0771	0
6460b8b6	13.0773	0
36b2f155	13.0824	0
7febe23e	13.0589	0
65dc1af6	13.0925	0
613e18f7	13.0654	0
ee99bae	13.0614	0
4328ab64	13.0964	0
39fdabe2	13.0875	0
7a23b1a6	13.1027	0
3042064a	13.0962	0
5b28c6b3	13.1106	0
26b2a8bc	13.1102	0
6387aa6b	13.1058	0
4076d128	13.0481	0
4cd81012	13.1025	0
5d030348	13.0979	0
e5ea1db	13.1167	0
508c376e	13.1089	0
28516614	13.1264	0
2844d963	13.1187	0
599c00d0	13.1344	0
6fec9389	13.0942	0
2e4363f0	13.1259	0
e5db1e7	13.0874	0
6bacd5c1	13.1361	0
7ce6b7fe	13.1314	0
673045de	13.1458	0
7b9ed294	13.1627	0
577159d2	13.0914	0
eeab8	13.1559	0
39f9d733	13.1688	0
2ad418cb	13.1488	0
2807da42	13.1829	0
1522aaf9	13.1839	0
7059aeb6	13.1755	0
76091c55	13.1812	0
7417f00c	13.1676	0
598ce329	13.2127	0
62fdfcaa	13.2134	0
7cad5d5d	13.1386	0
8b1a582	13.2208	0
225c8879	13.2407	0
d6982b2	13.2743	0
53f5b93f	13.3031	0
25959129	15.9371	0
3a1025b1	16.2361	0
35a94741	16.4302	0
131a0be1	16.4695	0
5405ba7c	16.6577	0
5627a059	16.7446	0
32466be5	16.8404	0
1ee2b384	16.897	0
6901e56f	16.9788	0
30514103	17.004	0
62169720	17.0481	0
7bda0a28	17.0752	0
19fb05d	17.0968	0
22458e78	17.1108	0
5bf2d74b	17.1554	0
752ba1b6	17.1601	0
6bdd5269	17.139	0
3e47304e	17.1687	0
65f947d8	17.1712	0
10a3ed5e	17.1952	0
5bb733c	17.1965	0
119aa4d	17.2601	0
1375f6f5	17.2678	0
4828b166	17.3403	0
56aabe01	17.3572	0
72fa5686	17.411	0
3c959b63	17.4053	0
56ae5688	17.4228	0
4470b87e	17.4694	0
4d81c4b8	17.5093	0
1701c7d7	17.5426	0
6de0c698	17.6116	0
2fa5628b	17.6126	0
13dee1d8	17.6164	0
5cbf8138	17.574	0
3feefe9f	17.6202	0
3b09c832	17.6312	0
145e8467	17.6675	0
1738e3df	17.6852	0
e8b94e3	17.6762	0
24a015da	17.6841	0
61524c5	17.6894	0
65f585bd	17.7053	0
7c291f14	17.7415	0
37a4b4c9	17.7328	0
79fba275	17.7411	0
607f09fa	17.7378	0
678b0595	17.7669	0
2d1e9c50	17.7781	0
65e707a3	17.7814	0
16bc830c	17.7914	0
4a48ff7b	17.7804	0
15fab852	17.8031	0
7bebce6b	17.8039	0
6639cc11	17.817	0
1b7ce0ed	17.8108	0
45cf2f71	17.8192	0
26fdbd18	17.8179	0
38e6fb21	17.8073	0
1fdef47a	17.8276	0
61e238d5	17.8254	0
75244ffb	17.8325	0
4a78821c	17.8101	0
559bc63c	17.8252	0
7b8058bb	17.8372	0
a644fd9	17.8422	0
21610c39	17.8425	0
6202e4c4	17.8412	0
28f90fec	17.8631	0
5a7fb48	17.8527	0
e5830eb	17.8696	0
4dc1fabf	17.8689	0
745ffa51	17.8724	0
2aee39a0	17.8588	0
20b65623	17.8642	0
7452b1a7	17.877	0
381b9c98	17.8778	0
30a184d9	17.8783	0
62fcf7c	17.8831	0
1429c724	17.8844	0
56d18dae	17.8913	0
45aca1b0	17.8821	0
74758552	17.8934	0
5f8b19fa	17.8965	0
ae8f194	17.8944	0
1bf30fbe	17.8796	0
3b7b1491	17.9031	0
5ffd72e8	17.9004	0
ef6c774	17.8978	0
450a53f8	17.884	0
1f2a2f53	17.8821	0
5034a2f8	17.8972	0
5e99286	17.8949	0
501a8c82	17.8647	0
d368d75	17.8887	0
168c31d4	17.8695	0
329edb02	17.8957	0
7cc1916b	17.9118	0
150737c2	17.9129	0
75efe2d0	17.908	0
7151ca28	17.9038	0
47ac5fe7	17.9083	0
2621234a	17.9064	0
1b4beea1	17.9148	0
35b8d275	17.9143	0
2853ea3a	17.9052	0
42722ddf	17.9265	0
5b7805c	17.9271	0
16896f37	17.8999	0
11e5d8be	17.923	0
26a64139	17.9294	0
760e8085	17.9266	0
49ce9ab2	17.9351	0
70608fe6	17.9131	0
6d660afd	17.9379	0
3ea4b713	17.9117	0
146eb50f	17.9389	0
7f51dce1	17.9418	0
ca61ec	17.9419	0
6f1b8010	17.9321	0
77641530	17.9408	0
568c2d62	17.9209	0
8cfed1e	17.9467	0
1bb6003e	17.9271	0
7b9b9f01	17.9371	0
5ec278bd	17.9293	0
2d25f052	17.9376	0
34b2aa7c	17.9519	0
1332af3f	17.9544	0
762d1e8d	17.9552	0
63f36680	17.9549	0
3590323a	17.9494	0
56857c76	17.9526	0
3e32d65c	17.96	0
623e24fb	17.9466	0
152b9842	17.9582	0
fe3016f	17.9669	0
21dc3825	17.9674	0
21682e7	17.9719	0
1b6c3978	17.9723	0
49e54612	17.9719	0
3ffe451f	17.953	0
1e6cc62	17.9345	0
3fe29b91	17.9639	0
2894f9f4	17.9352	0
5d566cf9	17.9735	0
1fd3f41c	17.981	0
3e530fb4	17.9795	0
1f278286	17.9701	0
3517b56f	17.976	0
1e0a8556	17.977	0
13c84a5	17.9723	0
60a946e9	17.9876	0
e1eb4db	17.9883	0
1f7bad18	17.9738	0
56c53b4f	17.973	0
a107791	17.9832	0
7eca18e2	17.994	0
5a08c5f8	17.9979	0
7cff7b4c	17.9944	0
62d58bd0	17.9972	0
7ea7657c	18.0002	0
2b75f9b0	17.9982	0
2de9c2bd	18.009	0
1b2fb013	17.9838	0
3b8d2989	17.9667	0
5bad81fa	17.9992	0
79b5d4d	17.9926	0
21c4573e	18.0101	0
7bb5630a	18.0006	0
5517e5d3	18.0048	0
d24017e	17.9948	0
329e2a54	18.0164	0
1786da8	18.0171	0
12845e3f	17.992	0
7698b200	18.0177	0
556f9dbe	18.0224	0
