pivot_date	model	location	correlation	mae	mse	rmse	r2	n_seqs	n_cases	seq_entropy	case_entropy	seq_entropy_norm	case_entropy_norm
2028-04-01	FGA	north	-0.9470444668406401	0.12458142893563248	0.0159123033348001	0.12614397859113252	-75.88821538135258	746	2239037	4.0116311592564395	4.009659487383812	0.8344778416192776	0.7033947705162923
2028-10-01	FGA	north	0.06672654603568091	0.02014046284763157	0.0013149304198249083	0.03626196933186211	-0.7304951842070355	1148	3375734	4.811249316207978	4.8284430924137505	0.8481820431568327	0.8470299364885312
2029-04-01	FGA	north	-0.26588266562695634	0.14068580937568775	0.028981540439046303	0.1702396558944076	-32.37024878726622	2715	7716388	4.579427776734612	4.614943519357038	0.8033464089026379	0.8056926690873477
2029-10-01	FGA	north	0.0023345795369725656	0.18762929353753136	0.03651374830954132	0.1910857093284093	-36.241749706996984	2757	7728533	4.513546066088193	4.518309596721258	0.8171441004909415	0.7888219874145959
2030-04-01	FGA	north	-0.97243662091457	0.249942715614427	0.06275695800022048	0.2505133888641892	-1171.2616362334436	635	1695784	3.6490438226591824	3.708610955801427	0.690400403139931	0.6474620213775716
2031-04-01	FGA	north	0.7240886622765395	0.14715381083146817	0.024528578504729833	0.1566160225032223	-17.8227744503736	1952	5726648	3.7148645092919117	3.808939532067882	0.6980298198430537	0.664977728354006
2031-10-01	FGA	north	0.9977200863859558	0.002340973749663149	7.803735719307359e-06	0.0027935167297346475	0.9941301740621946	2938	8370635	4.431175671411085	4.4172180344542085	0.7851326331523617	0.7748907545494856
2032-04-01	FGA	north	-0.9569171418214274	0.12362898962951724	0.02273289481078811	0.1507743174774408	-15.175186878215143	1659	4602549	4.375067964935272	4.377633936579394	0.7833656831841472	0.767946711662962
2032-10-01	FGA	north	-0.7448278297240342	0.1721054655853963	0.031551945052299774	0.1776286718193315	-33.31417332408534	1414	3968807	4.659828154940267	4.7203392304206435	0.825646153667545	0.8280658096249356
2033-04-01	FGA	north	0.796806981290327	0.016189890581762324	0.0004983469498238406	0.02232368584763369	0.5195577468332206	3752	10628440	4.681212280364123	4.705601293367128	0.8212019619235026	0.8254804060802557
2033-10-01	FGA	north	0.5495144983421105	0.20717273488726418	0.04387685280163825	0.2094680233392158	-31.06995405845214	3325	9357023	4.383779955147931	4.37994131146878	0.780766963361888	0.76835148304964
2034-04-01	FGA	north	-0.9792506959735598	0.22337748067691385	0.050004811506620374	0.22361755634703723	-2009.4277363040226	395	1004791	3.76712266089051	3.698785248153514	0.6859474561342801	0.6488596373333256
2037-04-01	FGA	north	-0.09887333151401324	0.11952914003328922	0.020643951516350623	0.1436800317244906	-33.888195205818434	1883	5807536	4.199439417144172	4.260176089256687	0.7519189997429563	0.7437561542710984
2037-10-01	FGA	north	0.6017271302445292	0.20084754888591033	0.04109008427923402	0.20270689253016044	-37.418777566626225	2342	6897518	4.479774591193467	4.472776132388012	0.8157127498889944	0.7846370374120156
2038-04-01	FGA	north	-0.026944808569437685	0.23432047755407853	0.05553821635474852	0.23566547552568773	-612.8129519812449	676	2235817	3.902767769971825	3.977834506019652	0.7192365183784858	0.6944639922243814
2039-04-01	FGA	north	-0.9848505573364639	0.1866633116838808	0.03523253104014474	0.187703305884965	-215.82867800754056	754	2380727	3.9210920087605636	3.973190789724403	0.7271626837464535	0.6969972469106395
2039-10-01	FGA	north	0.975724190583375	0.13630249731309324	0.01863512453832919	0.13651052903834632	-20.569457612719194	1591	4523009	4.613544651565602	4.62840521349117	0.8216888814657216	0.8119382788597382
2040-04-01	FGA	north	0.8032278511180775	0.009608814325421301	0.0005032672121694828	0.02243361790192306	0.6312259539512346	1355	3583723	4.705733126762302	4.718142250795689	0.8255035329619865	0.8276804043345397
2040-10-01	FGA	north	0.07643346314843957	0.1498176453916461	0.029443305288151894	0.17159051631180522	-135.0989538797471	1961	5635988	5.244068321227447	5.247021843585914	0.9199410186794383	0.9204591405269631
2041-04-01	FGA	north	0.5814031423333332	0.013750691289912293	0.00031520176795969565	0.017753922607685765	0.22119217446222805	6887	19850458	5.405912307277026	5.372748494061472	0.9437827131433639	0.9425147461805841
2041-10-01	FGA	north	0.12935226648554668	0.22552518487858733	0.05215446445451761	0.22837351960005697	-90.07151183986407	6025	17709483	5.012702314965582	5.012871038215761	0.8881697453679565	0.8793832206071381
2042-04-01	FGA	north	0.9702967062524003	0.00715171710211557	0.00010921899900823232	0.01045078939641558	0.841021967498375	999	3108840	4.5227630866741	4.504826971588722	0.8142390386478564	0.7902595579166551
2042-10-01	FGA	north	0.9941121863617909	0.0020690797112266537	5.298187896828611e-06	0.0023017792893387087	0.9792229246781675	700	2020575	5.095706066065445	5.140229803927083	0.9075635620612288	0.901725140179766
2043-04-01	FGA	north	-0.1745155396623073	0.13532394913650558	0.021448917020162633	0.1464544878798961	-7.32611362630961	9038	26055580	4.215925569324062	4.200347381278645	0.7395790110554613	0.7368462064271024
2043-10-01	FGA	north	0.2964619554513843	0.22922380241063936	0.05479176520026178	0.23407640889304027	-22.239126421959174	8827	25631160	4.062450740112316	4.0791317275296475	0.7582662261813939	0.7121488086099329
2045-04-01	FGA	north	0.985493606419943	0.010778722303550366	0.0001531552890976779	0.012375592474612191	0.8992351413954114	3590	10544285	4.0627694029074135	4.105863219783338	0.7487230326140729	0.7202713163893004
2045-10-01	FGA	north	0.9965359947023952	0.003604045915436832	1.8664571925020187e-05	0.004320251372897205	0.9910470580331625	3670	10715974	4.1446120826817054	4.166634376795326	0.808029517768794	0.7309321004720775
2048-10-01	FGA	north	-0.1803051641200813	0.03682240139819919	0.0018951803281394726	0.04353366890280984	-3.3459646038463946	577	1652841	4.861503052177791	4.9473832129898945	0.9015609933572064	0.8678950147030466
2049-04-01	FGA	north	0.1985544243246474	0.1778028951747309	0.03909762066598419	0.1977311828366588	-77.71725761539786	2628	7453000	4.751953385787877	4.7707441529062455	0.8377286785296496	0.8369080963568158
2049-10-01	FGA	north	-0.10208067890889173	0.12999495932702632	0.025188029384880187	0.15870737029161622	-27.366122735572635	2702	7614391	4.646639227786092	4.643521042179279	0.8319911238770352	0.8145899740684437
2050-04-01	FGA	north	0.45700126149774495	0.14500529839828621	0.028404889926237367	0.16853750302599527	-84.2479493707217	647	1913760	4.366842583367965	4.49335474865519	0.7861684635846736	0.7882470424791139
2051-10-01	FGA	north	0.9962392187178903	0.05902379876528897	0.003542541581639145	0.05951925387334039	-31.45662581299824	394	1004293	4.8778488432410745	4.986841970589825	0.8934719186864019	0.8706199763331233
2052-04-01	FGA	north	-0.8723071743486465	0.056292747672954495	0.00411321735679777	0.06413436954393308	-8.303584652194914	1224	3461015	4.503908596121828	4.445905155166468	0.806434885738313	0.7799231945244169
