date	country	cases
2049-04-03	north	1063
2049-04-03	south	19
2049-04-03	tropics	303
2049-04-09	north	943
2049-04-09	south	20
2049-04-09	tropics	303
2049-04-16	north	803
2049-04-16	south	22
2049-04-16	tropics	304
2049-04-24	north	663
2049-04-24	south	24
2049-04-24	tropics	299
2049-05-01	north	534
2049-05-01	south	27
2049-05-01	tropics	298
2049-05-08	north	415
2049-05-08	south	32
2049-05-08	tropics	291
2049-05-15	north	322
2049-05-15	south	37
2049-05-15	tropics	290
2049-05-21	north	242
2049-05-21	south	46
2049-05-21	tropics	285
2049-05-28	north	179
2049-05-28	south	54
2049-05-28	tropics	282
2049-06-05	north	134
2049-06-05	south	67
2049-06-05	tropics	275
2049-06-12	north	99
2049-06-12	south	83
2049-06-12	tropics	269
2049-06-19	north	72
2049-06-19	south	107
2049-06-19	tropics	267
2049-06-26	north	52
2049-06-26	south	136
2049-06-26	tropics	263
2049-07-02	north	38
2049-07-02	south	175
2049-07-02	tropics	264
2049-07-09	north	28
2049-07-09	south	217
2049-07-09	tropics	260
2049-07-17	north	21
2049-07-17	south	278
2049-07-17	tropics	255
2049-07-24	north	15
2049-07-24	south	345
2049-07-24	tropics	254
2049-07-31	north	12
2049-07-31	south	429
2049-07-31	tropics	251
2049-08-07	north	10
2049-08-07	south	517
2049-08-07	tropics	248
2049-08-13	north	8
2049-08-13	south	615
2049-08-13	tropics	247
2049-08-21	north	8
2049-08-21	south	711
2049-08-21	tropics	246
2049-08-28	north	7
2049-08-28	south	791
2049-08-28	tropics	245
2049-09-04	north	7
2049-09-04	south	862
2049-09-04	tropics	246
2049-09-11	north	7
2049-09-11	south	901
2049-09-11	tropics	246
2049-09-18	north	7
2049-09-18	south	907
2049-09-18	tropics	247
2049-09-25	north	8
2049-09-25	south	878
2049-09-25	tropics	248
2049-10-02	north	9
2049-10-02	south	828
2049-10-02	tropics	247
2049-10-09	north	10
2049-10-09	south	753
2049-10-09	tropics	249
2049-10-16	north	10
2049-10-16	south	664
2049-10-16	tropics	253
2049-10-23	north	12
2049-10-23	south	562
2049-10-23	tropics	256
2049-10-30	north	14
2049-10-30	south	465
2049-10-30	tropics	258
2049-11-06	north	15
2049-11-06	south	372
2049-11-06	tropics	258
2049-11-13	north	17
2049-11-13	south	297
2049-11-13	tropics	255
2049-11-20	north	20
2049-11-20	south	231
2049-11-20	tropics	251
2049-11-27	north	23
2049-11-27	south	176
2049-11-27	tropics	247
2049-12-04	north	28
2049-12-04	south	136
2049-12-04	tropics	244
2049-12-11	north	34
2049-12-11	south	101
2049-12-11	tropics	241
2049-12-18	north	42
2049-12-18	south	76
2049-12-18	tropics	236
2049-12-25	north	52
2049-12-25	south	56
2049-12-25	tropics	229
2050-01-01	north	64
2050-01-01	south	41
2050-01-01	tropics	226
2050-01-08	north	78
2050-01-08	south	31
2050-01-08	tropics	224
2050-01-15	north	96
2050-01-15	south	23
2050-01-15	tropics	219
2050-01-22	north	121
2050-01-22	south	18
2050-01-22	tropics	214
2050-01-29	north	152
2050-01-29	south	13
2050-01-29	tropics	206
2050-02-05	north	193
2050-02-05	south	11
2050-02-05	tropics	199
2050-02-12	north	236
2050-02-12	south	9
2050-02-12	tropics	193
2050-02-19	north	290
2050-02-19	south	7
2050-02-19	tropics	187
2050-02-26	north	353
2050-02-26	south	6
2050-02-26	tropics	180
2050-03-05	north	422
2050-03-05	south	6
2050-03-05	tropics	172
2050-03-12	north	487
2050-03-12	south	6
2050-03-12	tropics	167
2050-03-19	north	549
2050-03-19	south	6
2050-03-19	tropics	163
2050-03-26	north	602
2050-03-26	south	6
2050-03-26	tropics	161
