date	country	variant	sequences
2052-04-07	north	26	2
2052-04-07	north	27	129
2052-04-07	south	27	4
2052-04-07	tropics	27	26
2052-04-14	north	26	1
2052-04-14	north	27	106
2052-04-14	south	27	3
2052-04-14	tropics	27	21
2052-04-21	north	27	87
2052-04-21	south	27	6
2052-04-21	tropics	27	19
2052-04-28	north	26	2
2052-04-28	north	27	82
2052-04-28	north	28	1
2052-04-28	south	26	1
2052-04-28	south	27	6
2052-04-28	tropics	26	1
2052-04-28	tropics	27	20
2052-05-05	north	26	3
2052-05-05	north	27	67
2052-05-05	south	27	13
2052-05-05	tropics	27	20
2052-05-12	north	27	42
2052-05-12	south	27	13
2052-05-12	south	28	1
2052-05-12	tropics	26	1
2052-05-12	tropics	27	15
2052-05-19	north	27	29
2052-05-19	south	27	18
2052-05-19	tropics	27	12
2052-05-26	north	26	1
2052-05-26	north	27	18
2052-05-26	north	28	1
2052-05-26	south	27	20
2052-05-26	south	28	2
2052-05-26	tropics	27	15
2052-05-26	tropics	28	1
2052-06-02	north	27	16
2052-06-02	south	26	1
2052-06-02	south	27	27
2052-06-02	south	28	1
2052-06-02	tropics	27	16
2052-06-09	north	27	10
2052-06-09	south	27	26
2052-06-09	south	28	2
2052-06-09	tropics	27	15
2052-06-16	north	27	11
2052-06-16	south	27	34
2052-06-16	south	28	1
2052-06-16	tropics	27	12
2052-06-23	north	27	4
2052-06-23	south	27	56
2052-06-23	south	28	9
2052-06-23	tropics	27	8
2052-06-30	south	27	71
2052-06-30	south	28	5
2052-06-30	tropics	27	9
2052-06-30	tropics	28	1
2052-07-07	north	27	4
2052-07-07	south	26	2
2052-07-07	south	27	84
2052-07-07	south	28	10
2052-07-07	tropics	27	4
2052-07-14	north	27	1
2052-07-14	north	28	2
2052-07-14	south	27	99
2052-07-14	south	28	16
2052-07-14	tropics	27	4
2052-07-21	north	27	1
2052-07-21	south	26	1
2052-07-21	south	27	116
2052-07-21	south	28	18
2052-07-21	tropics	27	7
2052-07-28	north	27	4
2052-07-28	south	26	1
2052-07-28	south	27	182
2052-07-28	south	28	30
2052-07-28	tropics	27	3
2052-08-04	north	28	1
2052-08-04	south	26	1
2052-08-04	south	27	188
2052-08-04	south	28	28
2052-08-04	tropics	27	4
2052-08-11	south	27	222
2052-08-11	south	28	50
2052-08-11	tropics	27	6
2052-08-18	south	27	223
2052-08-18	south	28	45
2052-08-18	tropics	27	5
2052-08-25	north	27	2
2052-08-25	south	27	256
2052-08-25	south	28	44
2052-08-25	tropics	27	4
2052-08-25	tropics	28	1
2052-09-01	north	27	1
2052-09-01	south	27	193
2052-09-01	south	28	48
2052-09-01	tropics	27	4
2052-09-08	north	27	1
2052-09-08	south	26	1
2052-09-08	south	27	176
2052-09-08	south	28	49
2052-09-08	tropics	27	4
2052-09-15	north	27	3
2052-09-15	south	26	2
2052-09-15	south	27	169
2052-09-15	south	28	52
2052-09-15	tropics	27	3
2052-09-15	tropics	28	1
2052-09-22	north	27	2
2052-09-22	south	27	146
2052-09-22	south	28	51
2052-09-22	tropics	27	3
2052-09-22	tropics	28	1
2052-09-29	north	27	2
2052-09-29	south	27	116
2052-09-29	south	28	39
2052-09-29	tropics	27	1
2052-10-06	south	27	104
2052-10-06	south	28	38
2052-10-06	tropics	27	2
2052-10-06	tropics	28	1
2052-10-13	north	27	2
2052-10-13	north	28	1
2052-10-13	south	27	64
2052-10-13	south	28	22
2052-10-13	tropics	27	2
2052-10-20	south	27	40
2052-10-20	south	28	27
2052-10-20	tropics	27	3
2052-10-27	north	27	1
2052-10-27	south	27	33
2052-10-27	south	28	32
2052-10-27	tropics	27	4
2052-10-27	tropics	28	1
2052-11-03	north	28	2
2052-11-03	south	27	21
2052-11-03	south	28	10
2052-11-03	tropics	27	1
2052-11-03	tropics	28	2
2052-11-10	north	27	2
2052-11-10	south	27	13
2052-11-10	south	28	8
2052-11-10	tropics	27	3
2052-11-10	tropics	28	3
2052-11-17	north	28	3
2052-11-17	south	27	16
2052-11-17	south	28	10
2052-11-17	tropics	27	3
2052-11-17	tropics	28	1
2052-11-24	north	27	1
2052-11-24	north	28	1
2052-11-24	south	27	8
2052-11-24	south	28	7
2052-11-24	tropics	27	2
2052-12-01	north	27	3
2052-12-01	north	28	1
2052-12-01	south	27	5
2052-12-01	south	28	3
2052-12-01	tropics	28	3
2052-12-08	north	27	1
2052-12-08	north	28	3
2052-12-08	south	27	2
2052-12-08	south	28	2
2052-12-08	tropics	27	2
2052-12-15	north	27	1
2052-12-15	north	28	2
2052-12-15	south	27	2
2052-12-15	south	28	1
2052-12-22	north	28	3
2052-12-22	south	27	1
2052-12-22	south	28	2
2052-12-22	tropics	28	1
2052-12-29	north	27	3
2052-12-29	north	28	4
2052-12-29	south	27	2
2052-12-29	tropics	27	1
2052-12-29	tropics	28	5
2053-01-05	north	27	2
2053-01-05	north	28	7
2053-01-05	south	28	1
2053-01-05	tropics	27	2
2053-01-12	north	28	8
2053-01-12	tropics	27	2
2053-01-12	tropics	28	1
2053-01-19	north	27	4
2053-01-19	north	28	13
2053-01-19	tropics	28	1
2053-01-26	north	27	2
2053-01-26	north	28	20
2053-01-26	tropics	28	2
2053-02-02	north	27	5
2053-02-02	north	28	18
2053-02-02	tropics	27	3
2053-02-02	tropics	28	3
2053-02-09	north	27	2
2053-02-09	north	28	21
2053-02-09	tropics	27	2
2053-02-09	tropics	28	3
2053-02-16	north	27	1
2053-02-16	north	28	19
2053-02-16	tropics	28	1
2053-02-23	north	27	3
2053-02-23	north	28	22
2053-02-23	tropics	27	2
2053-02-23	tropics	28	2
2053-03-02	north	27	5
2053-03-02	north	28	26
2053-03-02	tropics	27	2
2053-03-02	tropics	28	4
2053-03-09	north	27	2
2053-03-09	north	28	28
2053-03-09	tropics	27	2
2053-03-09	tropics	28	4
2053-03-16	north	27	3
2053-03-16	north	28	34
2053-03-16	tropics	28	2
2053-03-23	north	27	1
2053-03-23	north	28	37
2053-03-23	tropics	27	2
2053-03-23	tropics	28	4
2053-03-30	north	27	2
2053-03-30	north	28	42
2053-03-30	tropics	28	5
