date	country	cases
2034-10-03	north	223
2034-10-03	south	2047
2034-10-03	tropics	13829
2034-10-10	north	222
2034-10-10	south	2062
2034-10-10	tropics	14056
2034-10-17	north	268
2034-10-17	south	1858
2034-10-17	tropics	14190
2034-10-24	north	268
2034-10-24	south	1720
2034-10-24	tropics	14106
2034-10-31	north	300
2034-10-31	south	1599
2034-10-31	tropics	14220
2034-11-07	north	412
2034-11-07	south	1355
2034-11-07	tropics	14337
2034-11-14	north	455
2034-11-14	south	1092
2034-11-14	tropics	14560
2034-11-21	north	485
2034-11-21	south	794
2034-11-21	tropics	14727
2034-11-28	north	505
2034-11-28	south	644
2034-11-28	tropics	14877
2034-12-05	north	788
2034-12-05	south	543
2034-12-05	tropics	15182
2034-12-12	north	1052
2034-12-12	south	501
2034-12-12	tropics	15558
2034-12-19	north	1292
2034-12-19	south	491
2034-12-19	tropics	16028
2034-12-26	north	1635
2034-12-26	south	333
2034-12-26	tropics	16096
2035-01-02	north	2177
2035-01-02	south	244
2035-01-02	tropics	16479
2035-01-09	north	2624
2035-01-09	south	250
2035-01-09	tropics	16971
2035-01-16	north	3175
2035-01-16	south	255
2035-01-16	tropics	17151
2035-01-23	north	3877
2035-01-23	south	195
2035-01-23	tropics	17217
2035-01-30	north	4704
2035-01-30	south	152
2035-01-30	tropics	17793
2035-02-06	north	5452
2035-02-06	south	167
2035-02-06	tropics	17792
2035-02-13	north	6464
2035-02-13	south	206
2035-02-13	tropics	18173
2035-02-20	north	7603
2035-02-20	south	178
2035-02-20	tropics	18137
2035-02-27	north	8376
2035-02-27	south	212
2035-02-27	tropics	18454
2035-03-06	north	9111
2035-03-06	south	228
2035-03-06	tropics	18632
2035-03-13	north	9846
2035-03-13	south	238
2035-03-13	tropics	19124
2035-03-20	north	10282
2035-03-20	south	239
2035-03-20	tropics	19625
2035-03-27	north	10275
2035-03-27	south	332
2035-03-27	tropics	19402
2035-04-03	north	10009
2035-04-03	south	359
2035-04-03	tropics	19386
2035-04-10	north	9907
2035-04-10	south	409
2035-04-10	tropics	19314
2035-04-17	north	9149
2035-04-17	south	399
2035-04-17	tropics	19575
2035-04-24	north	8278
2035-04-24	south	503
2035-04-24	tropics	19818
2035-05-01	north	7696
2035-05-01	south	603
2035-05-01	tropics	20325
2035-05-08	north	6473
2035-05-08	south	669
2035-05-08	tropics	20467
2035-05-15	north	5147
2035-05-15	south	862
2035-05-15	tropics	20794
2035-05-22	north	4315
2035-05-22	south	1129
2035-05-22	tropics	21013
2035-05-29	north	3687
2035-05-29	south	1424
2035-05-29	tropics	21620
2035-06-05	north	3067
2035-06-05	south	1932
2035-06-05	tropics	21812
2035-06-12	north	2387
2035-06-12	south	2476
2035-06-12	tropics	21615
2035-06-19	north	2108
2035-06-19	south	2932
2035-06-19	tropics	21682
2035-06-26	north	1691
2035-06-26	south	3498
2035-06-26	tropics	21469
2035-07-03	north	1549
2035-07-03	south	4839
2035-07-03	tropics	22392
2035-07-10	north	1295
2035-07-10	south	6568
2035-07-10	tropics	22846
2035-07-17	north	1004
2035-07-17	south	8953
2035-07-17	tropics	23312
2035-07-24	north	829
2035-07-24	south	11882
2035-07-24	tropics	23513
2035-07-31	north	761
2035-07-31	south	15118
2035-07-31	tropics	24102
2035-08-07	north	670
2035-08-07	south	20271
2035-08-07	tropics	24706
2035-08-14	north	718
2035-08-14	south	25457
2035-08-14	tropics	25004
2035-08-21	north	645
2035-08-21	south	31413
2035-08-21	tropics	25652
2035-08-28	north	668
2035-08-28	south	39706
2035-08-28	tropics	26169
2035-09-04	north	773
2035-09-04	south	49239
2035-09-04	tropics	27144
2035-09-11	north	902
2035-09-11	south	58356
2035-09-11	tropics	28482
2035-09-18	north	1034
2035-09-18	south	67839
2035-09-18	tropics	29437
2035-09-25	north	1256
2035-09-25	south	78591
2035-09-25	tropics	30689
