date	country	variant	sequences
2033-04-03	north	15	8
2033-04-03	south	15	2
2033-04-03	tropics	15	1
2033-04-10	north	5	4
2033-04-10	north	15	6
2033-04-10	tropics	5	4
2033-04-10	tropics	15	24
2033-04-17	north	15	1
2033-04-17	tropics	15	1
2033-04-24	tropics	15	5
2033-05-01	north	1	2100
2033-05-01	north	15	5
2033-05-01	south	1	284
2033-05-01	south	15	32
2033-05-01	tropics	1	678
2033-05-01	tropics	15	3
2033-05-15	north	5	21
2033-05-15	south	5	36
2033-05-15	tropics	5	11
2033-05-22	tropics	5	3
2033-05-29	north	5	1
2033-05-29	north	15	1
2033-06-12	north	15	11
2033-06-12	south	15	61
2033-06-12	tropics	15	3
2033-06-19	north	5	4
2033-06-19	south	5	14
2033-06-19	tropics	5	1
2033-06-19	tropics	15	1
2033-06-26	tropics	5	1
2033-07-03	north	15	6
2033-07-03	south	15	21
2033-07-03	tropics	15	2
2033-07-17	south	5	2
2033-07-17	tropics	5	3
2033-07-24	north	5	36
2033-07-24	north	15	11
2033-07-24	south	5	54
2033-07-24	south	15	25
2033-07-24	tropics	5	17
2033-07-24	tropics	15	7
2033-07-31	north	5	3
2033-07-31	south	5	9
2033-07-31	south	15	18
2033-07-31	tropics	5	1
2033-07-31	tropics	15	1
2033-08-07	south	5	1
2033-08-07	south	15	1
2033-08-07	tropics	5	4
2033-08-14	north	15	1
2033-08-14	south	15	7
2033-08-14	south	23	2
2033-08-14	tropics	5	1
2033-08-21	north	5	48
2033-08-21	north	15	10
2033-08-21	south	5	16
2033-08-21	south	15	2
2033-08-21	tropics	5	247
2033-08-21	tropics	15	8
2033-08-28	north	1	3
2033-08-28	north	15	1
2033-08-28	north	23	1
2033-08-28	south	5	2
2033-08-28	south	15	2
2033-08-28	south	23	5
2033-08-28	tropics	1	43
2033-08-28	tropics	15	2
2033-09-04	north	15	3
2033-09-04	south	5	7
2033-09-04	south	15	3
2033-09-04	tropics	5	2
2033-09-11	north	5	6
2033-09-11	south	5	11
2033-09-11	tropics	5	2
2033-09-11	tropics	15	8
2033-09-18	south	5	1
2033-09-18	south	15	1
2033-09-18	south	23	2
2033-09-18	tropics	5	9
2033-09-25	north	5	3
2033-09-25	south	5	6
2033-09-25	south	15	3
2033-09-25	tropics	5	1
2033-10-02	north	5	2
2033-10-02	south	5	9
2033-10-02	south	15	6
2033-10-02	tropics	15	1
2033-10-09	north	5	1
2033-10-09	south	5	2
2033-10-09	south	6	1
2033-10-09	south	15	1
2033-10-09	tropics	5	3
2033-10-16	north	15	5
2033-10-16	south	5	3
