date	country	cases
2033-04-05	north	327
2033-04-05	south	4
2033-04-05	tropics	99
2033-04-12	north	320
2033-04-12	south	5
2033-04-12	tropics	94
2033-04-19	north	305
2033-04-19	south	6
2033-04-19	tropics	88
2033-04-26	north	283
2033-04-26	south	8
2033-04-26	tropics	84
2033-05-02	north	260
2033-05-02	south	10
2033-05-02	tropics	81
2033-05-09	north	234
2033-05-09	south	13
2033-05-09	tropics	80
2033-05-17	north	207
2033-05-17	south	17
2033-05-17	tropics	78
2033-05-24	north	179
2033-05-24	south	24
2033-05-24	tropics	81
2033-05-31	north	155
2033-05-31	south	33
2033-05-31	tropics	81
2033-06-07	north	129
2033-06-07	south	46
2033-06-07	tropics	81
2033-06-13	north	109
2033-06-13	south	64
2033-06-13	tropics	81
2033-06-21	north	92
2033-06-21	south	90
2033-06-21	tropics	83
2033-06-28	north	78
2033-06-28	south	129
2033-06-28	tropics	84
2033-07-05	north	67
2033-07-05	south	184
2033-07-05	tropics	86
2033-07-12	north	56
2033-07-12	south	263
2033-07-12	tropics	88
2033-07-19	north	49
2033-07-19	south	375
2033-07-19	tropics	91
2033-07-26	north	43
2033-07-26	south	525
2033-07-26	tropics	94
2033-08-02	north	38
2033-08-02	south	715
2033-08-02	tropics	98
2033-08-09	north	35
2033-08-09	south	952
2033-08-09	tropics	101
2033-08-16	north	34
2033-08-16	south	1219
2033-08-16	tropics	108
2033-08-23	north	34
2033-08-23	south	1501
2033-08-23	tropics	115
2033-08-30	north	35
2033-08-30	south	1750
2033-08-30	tropics	120
2033-09-06	north	39
2033-09-06	south	1927
2033-09-06	tropics	126
2033-09-13	north	40
2033-09-13	south	2008
2033-09-13	tropics	132
2033-09-20	north	42
2033-09-20	south	1975
2033-09-20	tropics	142
2033-09-27	north	47
2033-09-27	south	1825
2033-09-27	tropics	152
2033-10-04	north	53
2033-10-04	south	1601
2033-10-04	tropics	158
2033-10-11	north	62
2033-10-11	south	1350
2033-10-11	tropics	164
2033-10-18	north	73
2033-10-18	south	1081
2033-10-18	tropics	170
2033-10-25	north	91
2033-10-25	south	839
2033-10-25	tropics	178
2033-11-01	north	110
2033-11-01	south	637
2033-11-01	tropics	182
2033-11-08	north	138
2033-11-08	south	471
2033-11-08	tropics	185
2033-11-15	north	177
2033-11-15	south	339
2033-11-15	tropics	194
2033-11-22	north	234
2033-11-22	south	238
2033-11-22	tropics	201
2033-11-29	north	314
2033-11-29	south	169
2033-11-29	tropics	205
2033-12-06	north	419
2033-12-06	south	114
2033-12-06	tropics	210
2033-12-13	north	564
2033-12-13	south	78
2033-12-13	tropics	218
2033-12-20	north	765
2033-12-20	south	53
2033-12-20	tropics	227
2033-12-27	north	1023
2033-12-27	south	37
2033-12-27	tropics	233
2034-01-03	north	1357
2034-01-03	south	27
2034-01-03	tropics	235
2034-01-10	north	1737
2034-01-10	south	20
2034-01-10	tropics	239
2034-01-17	north	2143
2034-01-17	south	16
2034-01-17	tropics	246
2034-01-24	north	2515
2034-01-24	south	14
2034-01-24	tropics	254
2034-01-31	north	2786
2034-01-31	south	13
2034-01-31	tropics	260
2034-02-07	north	2910
2034-02-07	south	12
2034-02-07	tropics	266
2034-02-14	north	2850
2034-02-14	south	13
2034-02-14	tropics	274
2034-02-21	north	2625
2034-02-21	south	13
2034-02-21	tropics	284
2034-02-28	north	2285
2034-02-28	south	14
2034-02-28	tropics	296
2034-03-07	north	1881
2034-03-07	south	15
2034-03-07	tropics	304
2034-03-14	north	1477
2034-03-14	south	15
2034-03-14	tropics	305
2034-03-21	north	1132
2034-03-21	south	14
2034-03-21	tropics	310
2034-03-28	north	840
2034-03-28	south	14
2034-03-28	tropics	314
